2. ЖЕНЩИНЫ, СОСТОЯЩИЕ В БРАКЕ, ПО ВОЗРАСТНЫМ ГРУППАМ И ЧИСЛУ РОЖДЕННЫХ ДЕТЕЙ													
ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
	Всего	Женщины, указавшие число рожденных детей	из них женщины с числом рожденных детей								Общее число рожденных детей	Среднее число рожденных детей (на 1000 женщин)	Женщины, не указавшие число рожденных детей
65 – 69	16350.0	16166.0	871.0	3372.0	7147.0	2820.0	948.0	537.0	248.0	223.0	35937.0	2223.0	184.0
70 и более	22188.0	21868.0	1512.0	4192.0	8002.0	4273.0	1702.0	1081.0	532.0	574.0	53133.0	2430.0	320.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	165893.0	163722.0	12671.0	68362.0	69427.0	10007.0	1778.0	722.0	290.0	465.0	253476.0	1548.0	2171.0
в том числе в возрасте, лет:													
15 – 17	280.0	265.0	184.0	77.0	4.0	-	-	-	-	-	85.0	321.0	15.0
18 – 19	1549.0	1476.0	831.0	627.0	18.0	-	-	-	-	-	663.0	449.0	73.0
20 – 24	11789.0	11507.0	3997.0	6951.0	531.0	12.0	8.0	-	-	8.0	8137.0	707.0	282.0
25 – 29	16148.0	15915.0	1940.0	11153.0	2574.0	192.0	20.0	16.0	4.0	16.0	17189.0	1080.0	233.0
30 – 34	16100.0	15903.0	832.0	9373.0	5095.0	453.0	87.0	39.0	4.0	20.0	21637.0	1361.0	197.0
35 – 39	17984.0	17806.0	646.0	7803.0	8279.0	844.0	103.0	67.0	28.0	36.0	28108.0	1579.0	178.0
40 – 44	22626.0	22426.0	657.0	7533.0	12397.0	1439.0	196.0	100.0	28.0	76.0	38736.0	1727.0	200.0
45 – 49	21061.0	20822.0	655.0	6561.0	11605.0	1621.0	251.0	65.0	24.0	40.0	36407.0	1748.0	239.0
50 – 54	18715.0	18536.0	675.0	6315.0	9997.0	1231.0	187.0	67.0	12.0	52.0	31565.0	1703.0	179.0
55 – 59	8972.0	8880.0	349.0	3162.0	4509.0	649.0	104.0	46.0	19.0	42.0	15241.0	1716.0	92.0
60 – 64	12575.0	12417.0	598.0	3910.0	6285.0	1211.0	251.0	81.0	31.0	50.0	22141.0	1783.0	158.0
65 – 69	7860.0	7729.0	502.0	2221.0	3866.0	846.0	170.0	66.0	27.0	31.0	13908.0	1799.0	131.0
70 и более	10234.0	10040.0	805.0	2676.0	4267.0	1509.0	401.0	175.0	113.0	94.0	19659.0	1958.0	194.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	124124.0	122864.0	6312.0	31652.0	55238.0	18656.0	5300.0	3033.0	1244.0	1429.0	253753.0	2065.0	1260.0
в том числе в возрасте, лет:													
15 – 17	244.0	233.0	150.0	83.0	-	-	-	-	-	-	83.0	356.0	11.0
18 – 19	1170.0	1138.0	515.0	567.0	56.0	-	-	-	-	-	679.0	597.0	32.0
20 – 24	7432.0	7262.0	1671.0	4466.0	1002.0	99.0	12.0	-	8.0	4.0	6891.0	949.0	170.0
25 – 29	10806.0	10700.0	744.0	5806.0	3565.0	430.0	98.0	29.0	8.0	20.0	14959.0	1398.0	106.0
30 – 34	11698.0	11621.0	363.0	4292.0	5719.0	1011.0	126.0	61.0	29.0	20.0	19910.0	1713.0	77.0
35 – 39	13525.0	13393.0	296.0	3388.0	7478.0	1658.0	345.0	116.0	56.0	56.0	26030.0	1944.0	132.0
40 – 44	15684.0	15561.0	269.0	2856.0	9052.0	2417.0	535.0	218.0	79.0	135.0	33040.0	2123.0	123.0
45 – 49	13324.0	13148.0	355.0	2459.0	6989.0	2349.0	519.0	282.0	98.0	97.0	28341.0	2156.0	176.0
50 – 54	11401.0	11316.0	298.0	2221.0	5852.0	2075.0	464.0	230.0	56.0	120.0	24468.0	2162.0	85.0
55 – 59	6264.0	6192.0	136.0	1166.0	3104.0	1138.0	320.0	192.0	48.0	88.0	14076.0	2273.0	72.0
60 – 64	12132.0	12035.0	439.0	1681.0	5405.0	2741.0	802.0	528.0	222.0	217.0	29773.0	2474.0	97.0
65 – 69	8490.0	8437.0	369.0	1151.0	3281.0	1974.0	778.0	471.0	221.0	192.0	22029.0	2611.0	53.0
70 и более	11954.0	11828.0	707.0	1516.0	3735.0	2764.0	1301.0	906.0	419.0	480.0	33474.0	2830.0	126.0
Тверская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	348746.0	338661.0	23147.0	125800.0	151773.0	27730.0	5616.0	2358.0	948.0	1289.0	562844.0	1662.0	10085.0
в том числе в возрасте, лет:													
15 – 17	500.0	450.0	291.0	155.0	4.0	-	-	-	-	-	163.0	362.0	50.0
18 – 19	2810.0	2554.0	1373.0	1132.0	49.0	-	-	-	-	-	1230.0	482.0	256.0
20 – 24	21842.0	20445.0	6609.0	12282.0	1415.0	99.0	32.0	-	-	8.0	15593.0	763.0	1397.0
25 – 29	31381.0	30136.0	3706.0	19658.0	5927.0	622.0	139.0	28.0	20.0	36.0	34482.0	1144.0	1245.0
30 – 34	31950.0	31205.0	1588.0	15740.0	11862.0	1423.0	381.0	90.0	36.0	85.0	46614.0	1494.0	745.0
35 – 39	35972.0	35241.0	1017.0	13085.0	17259.0	2876.0	532.0	246.0	91.0	135.0	61240.0	1738.0	731.0
40 – 44	45600.0	44654.0	1222.0	12722.0	24480.0	4563.0	939.0	352.0	170.0	206.0	83657.0	1873.0	946.0
45 – 49	43637.0	42722.0	1511.0	11261.0	23493.0	4730.0	937.0	448.0	139.0	203.0	80865.0	1893.0	915.0
50 – 54	37550.0	36754.0	1269.0	11074.0	19855.0	3362.0	568.0	285.0	154.0	187.0	66956.0	1822.0	796.0
55 – 59	18176.0	17748.0	716.0	5709.0	9172.0	1665.0	222.0	146.0	47.0	71.0	31525.0	1776.0	428.0
60 – 64	28458.0	27646.0	1151.0	9164.0	14059.0	2398.0	471.0	208.0	98.0	97.0	48788.0	1765.0	812.0
65 – 69	21560.0	20910.0	946.0	6308.0	10775.0	2122.0	446.0	179.0	45.0	89.0	37900.0	1813.0	650.0
70 и более	29310.0	28196.0	1748.0	7510.0	13423.0	3870.0	949.0	376.0	148.0	172.0	53831.0	1909.0	1114.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	257087.0	248764.0	18496.0	102937.0	109079.0	14487.0	2144.0	776.0	285.0	560.0	383382.0	1541.0	8323.0
в том числе в возрасте, лет:													
15 – 17	343.0	318.0	219.0	95.0	4.0	-	-	-	-	-	103.0	324.0	25.0
18 – 19	2132.0	1929.0	1111.0	780.0	38.0	-	-	-	-	-	856.0	444.0	203.0
20 – 24	17279.0	16084.0	5569.0	9566.0	872.0	57.0	16.0	-	-	4.0	11573.0	720.0	1195.0
25 – 29	24966.0	23858.0	3187.0	16455.0	3850.0	268.0	54.0	8.0	12.0	24.0	25483.0	1068.0	1108.0
30 – 34	24466.0	23834.0	1354.0	13464.0	8098.0	693.0	131.0	29.0	12.0	53.0	32927.0	1382.0	632.0
35 – 39	26603.0	25987.0	791.0	11116.0	12324.0	1375.0	191.0	83.0	28.0	79.0	41889.0	1612.0	616.0
40 – 44	33942.0	33158.0	927.0	10913.0	18290.0	2382.0	370.0	114.0	61.0	101.0	57974.0	1748.0	784.0
45 – 49	33163.0	32371.0	1188.0	9611.0	18207.0	2711.0	388.0	145.0	53.0	68.0	57305.0	1770.0	792.0
50 – 54	28593.0	27911.0	954.0	9301.0	15307.0	1876.0	245.0	104.0	44.0	80.0	47931.0	1717.0	682.0
55 – 59	13564.0	13222.0	544.0	4662.0	6893.0	950.0	77.0	44.0	12.0	40.0	22238.0	1682.0	342.0
60 – 64	19673.0	19061.0	828.0	7095.0	9666.0	1224.0	160.0	36.0	20.0	32.0	31311.0	1643.0	612.0
65 – 69	14366.0	13872.0	654.0	4677.0	7217.0	1029.0	179.0	72.0	4.0	40.0	23618.0	1703.0	494.0
70 и более	17997.0	17159.0	1170.0	5202.0	8313.0	1922.0	333.0	141.0	39.0	39.0	30174.0	1758.0	838.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	91659.0	89897.0	4651.0	22863.0	42694.0	13243.0	3472.0	1582.0	663.0	729.0	179462.0	1996.0	1762.0
в том числе в возрасте, лет:													
15 – 17	157.0	132.0	72.0	60.0	-	-	-	-	-	-	60.0	455.0	25.0
18 – 19	678.0	625.0	262.0	352.0	11.0	-	-	-	-	-	374.0	598.0	53.0
20 – 24	4563.0	4361.0	1040.0	2716.0	543.0	42.0	16.0	-	-	4.0	4020.0	922.0	202.0
25 – 29	6415.0	6278.0	519.0	3203.0	2077.0	354.0	85.0	20.0	8.0	12.0	8999.0	1433.0	137.0
30 – 34	7484.0	7371.0	234.0	2276.0	3764.0	730.0	250.0	61.0	24.0	32.0	13687.0	1857.0	113.0
35 – 39	9369.0	9254.0	226.0	1969.0	4935.0	1501.0	341.0	163.0	63.0	56.0	19351.0	2091.0	115.0
40 – 44	11658.0	11496.0	295.0	1809.0	6190.0	2181.0	569.0	238.0	109.0	105.0	25683.0	2234.0	162.0
45 – 49	10474.0	10351.0	323.0	1650.0	5286.0	2019.0	549.0	303.0	86.0	135.0	23560.0	2276.0	123.0
50 – 54	8957.0	8843.0	315.0	1773.0	4548.0	1486.0	323.0	181.0	110.0	107.0	19025.0	2151.0	114.0
55 – 59	4612.0	4526.0	172.0	1047.0	2279.0	715.0	145.0	102.0	35.0	31.0	9287.0	2052.0	86.0
60 – 64	8785.0	8585.0	323.0	2069.0	4393.0	1174.0	311.0	172.0	78.0	65.0	17477.0	2036.0	200.0
65 – 69	7194.0	7038.0	292.0	1631.0	3558.0	1093.0	267.0	107.0	41.0	49.0	14282.0	2029.0	156.0
70 и более	11313.0	11037.0	578.0	2308.0	5110.0	1948.0	616.0	235.0	109.0	133.0	23657.0	2143.0	276.0
Тульская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	397623.0	388819.0	28789.0	162855.0	161135.0	26289.0	5214.0	2143.0	814.0	1580.0	612767.0	1576.0	8804.0
в том числе в возрасте, лет:													
15 – 17	608.0	559.0	365.0	172.0	22.0	-	-	-	-	-	216.0	386.0	49.0
18 – 19	3313.0	3099.0	1694.0	1361.0	36.0	8.0	-	-	-	-	1457.0	470.0	214.0
20 – 24	25975.0	24577.0	7975.0	14798.0	1606.0	138.0	40.0	4.0	8.0	8.0	18708.0	761.0	1398.0
25 – 29	37122.0	35979.0	4476.0	24188.0	6454.0	624.0	109.0	24.0	20.0	84.0	40308.0	1120.0	1143.0
30 – 34	36688.0	36008.0	2070.0	20694.0	11611.0	1199.0	227.0	84.0	20.0	103.0	49744.0	1381.0	680.0
35 – 39	37181.0	36524.0	1279.0	16260.0	15897.0	2360.0	428.0	139.0	52.0	109.0	58683.0	1607.0	657.0
40 – 44	48741.0	47967.0	1473.0	17074.0	24306.0	3878.0	732.0	224.0	90.0	190.0	83382.0	1738.0	774.0
45 – 49	48525.0	47775.0	1510.0	16209.0	24861.0	3863.0	670.0	275.0	94.0	293.0	84463.0	1768.0	750.0
50 – 54	45009.0	44209.0	1774.0	15488.0	22479.0	3281.0	544.0	290.0	132.0	221.0	76409.0	1728.0	800.0
55 – 59	22656.0	22265.0	1025.0	8196.0	10787.0	1710.0	271.0	132.0	68.0	76.0	37640.0	1691.0	391.0
60 – 64	34772.0	34120.0	1677.0	12124.0	16900.0	2503.0	472.0	222.0	87.0	135.0	58042.0	1701.0	652.0
65 – 69	24127.0	23632.0	1210.0	7683.0	11600.0	2324.0	432.0	190.0	66.0	127.0	41922.0	1774.0	495.0
70 и более	32906.0	32105.0	2261.0	8608.0	14576.0	4401.0	1289.0	559.0	177.0	234.0	61793.0	1925.0	801.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	326331.0	318447.0	24960.0	144100.0	128198.0	15995.0	2725.0	941.0	382.0	1146.0	475244.0	1492.0	7884.0
в том числе в возрасте, лет:													
15 – 17	467.0	427.0	286.0	123.0	18.0	-	-	-	-	-	159.0	372.0	40.0
18 – 19	2604.0	2410.0	1387.0	999.0	20.0	4.0	-	-	-	-	1051.0	436.0	194.0
20 – 24	21689.0	20436.0	7025.0	12258.0	1029.0	76.0	32.0	4.0	4.0	8.0	14772.0	723.0	1253.0
25 – 29	31408.0	30386.0	3986.0	21268.0	4591.0	361.0	68.0	16.0	20.0	76.0	32589.0	1073.0	1022.0
30 – 34	30423.0	29770.0	1805.0	18377.0	8691.0	657.0	110.0	20.0	16.0	94.0	39086.0	1313.0	653.0
35 – 39	30211.0	29595.0	1112.0	14722.0	12077.0	1305.0	225.0	62.0	15.0	77.0	44681.0	1510.0	616.0
40 – 44	39707.0	39036.0	1244.0	15334.0	19561.0	2241.0	369.0	98.0	51.0	138.0	64525.0	1653.0	671.0
45 – 49	40370.0	39731.0	1305.0	14654.0	20665.0	2452.0	313.0	107.0	28.0	207.0	66924.0	1684.0	639.0
50 – 54	38052.0	37333.0	1572.0	14107.0	18849.0	2142.0	318.0	145.0	39.0	161.0	61688.0	1652.0	719.0
55 – 59	19020.0	18665.0	916.0	7419.0	8979.0	1070.0	134.0	51.0	32.0	64.0	30062.0	1611.0	355.0
60 – 64	27984.0	27409.0	1430.0	10714.0	13389.0	1442.0	213.0	84.0	42.0	95.0	44087.0	1608.0	575.0
65 – 69	18867.0	18431.0	1002.0	6651.0	9033.0	1362.0	197.0	64.0	27.0	95.0	30822.0	1672.0	436.0
70 и более	25529.0	24818.0	1890.0	7474.0	11296.0	2883.0	746.0	290.0	108.0	131.0	44798.0	1805.0	711.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	71292.0	70372.0	3829.0	18755.0	32937.0	10294.0	2489.0	1202.0	432.0	434.0	137523.0	1954.0	920.0
в том числе в возрасте, лет:													
15 – 17	141.0	132.0	79.0	49.0	4.0	-	-	-	-	-	57.0	432.0	9.0
18 – 19	709.0	689.0	307.0	362.0	16.0	4.0	-	-	-	-	406.0	589.0	20.0
20 – 24	4286.0	4141.0	950.0	2540.0	577.0	62.0	8.0	-	4.0	-	3936.0	950.0	145.0
25 – 29	5714.0	5593.0	490.0	2920.0	1863.0	263.0	41.0	8.0	-	8.0	7719.0	1380.0	121.0
30 – 34	6265.0	6238.0	265.0	2317.0	2920.0	542.0	117.0	64.0	4.0	9.0	10658.0	1709.0	27.0
35 – 39	6970.0	6929.0	167.0	1538.0	3820.0	1055.0	203.0	77.0	37.0	32.0	14002.0	2021.0	41.0
40 – 44	9034.0	8931.0	229.0	1740.0	4745.0	1637.0	363.0	126.0	39.0	52.0	18857.0	2111.0	103.0
45 – 49	8155.0	8044.0	205.0	1555.0	4196.0	1411.0	357.0	168.0	66.0	86.0	17539.0	2180.0	111.0
50 – 54	6957.0	6876.0	202.0	1381.0	3630.0	1139.0	226.0	145.0	93.0	60.0	14721.0	2141.0	81.0
55 – 59	3636.0	3600.0	109.0	777.0	1808.0	640.0	137.0	81.0	36.0	12.0	7578.0	2105.0	36.0
60 – 64	6788.0	6711.0	247.0	1410.0	3511.0	1061.0	259.0	138.0	45.0	40.0	13955.0	2079.0	77.0
65 – 69	5260.0	5201.0	208.0	1032.0	2567.0	962.0	235.0	126.0	39.0	32.0	11100.0	2134.0	59.0
70 и более	7377.0	7287.0	371.0	1134.0	3280.0	1518.0	543.0	269.0	69.0	103.0	16995.0	2332.0	90.0
Ярославская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	326538.0	320984.0	25213.0	126228.0	140078.0	22103.0	4106.0	1882.0	627.0	747.0	508219.0	1583.0	5554.0
в том числе в возрасте, лет:													
15 – 17	437.0	433.0	318.0	107.0	8.0	-	-	-	-	-	123.0	284.0	4.0
18 – 19	2489.0	2366.0	1498.0	819.0	45.0	4.0	-	-	-	-	921.0	389.0	123.0
20 – 24	21490.0	20713.0	7564.0	11782.0	1160.0	155.0	28.0	4.0	16.0	4.0	14823.0	716.0	777.0
25 – 29	31684.0	30991.0	4903.0	20483.0	4998.0	443.0	104.0	4.0	24.0	32.0	32648.0	1053.0	693.0
30 – 34	32063.0	31582.0	1929.0	18075.0	10092.0	1188.0	177.0	65.0	12.0	44.0	43272.0	1370.0	481.0
35 – 39	33841.0	33359.0	1172.0	13722.0	15549.0	2323.0	353.0	140.0	52.0	48.0	54597.0	1637.0	482.0
40 – 44	41373.0	40826.0	1205.0	12011.0	23128.0	3467.0	614.0	229.0	64.0	108.0	73501.0	1800.0	547.0
45 – 49	40249.0	39729.0	1214.0	11080.0	22631.0	3587.0	671.0	329.0	87.0	130.0	72955.0	1836.0	520.0
50 – 54	36681.0	36189.0	1232.0	11341.0	19654.0	2981.0	475.0	305.0	78.0	123.0	64482.0	1782.0	492.0
55 – 59	18089.0	17798.0	822.0	6098.0	9301.0	1207.0	181.0	107.0	54.0	28.0	30136.0	1693.0	291.0
60 – 64	26995.0	26552.0	1134.0	9084.0	13638.0	2028.0	332.0	186.0	79.0	71.0	45745.0	1723.0	443.0
65 – 69	18485.0	18182.0	882.0	5720.0	9342.0	1672.0	333.0	137.0	51.0	45.0	32103.0	1766.0	303.0
70 и более	22662.0	22264.0	1340.0	5906.0	10532.0	3048.0	838.0	376.0	110.0	114.0	42913.0	1927.0	398.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	264617.0	259775.0	21973.0	110048.0	111016.0	13336.0	1987.0	783.0	260.0	372.0	388479.0	1495.0	4842.0
в том числе в возрасте, лет:													
15 – 17	354.0	350.0	267.0	79.0	4.0	-	-	-	-	-	87.0	249.0	4.0
18 – 19	2063.0	1964.0	1285.0	650.0	25.0	4.0	-	-	-	-	712.0	363.0	99.0
20 – 24	18088.0	17381.0	6747.0	9738.0	787.0	65.0	24.0	-	16.0	4.0	11727.0	675.0	707.0
25 – 29	26929.0	26296.0	4432.0	17762.0	3723.0	275.0	56.0	-	20.0	28.0	26609.0	1012.0	633.0
30 – 34	26537.0	26113.0	1749.0	15990.0	7537.0	694.0	95.0	12.0	4.0	32.0	33854.0	1296.0	424.0
35 – 39	27300.0	26869.0	1025.0	12186.0	12072.0	1298.0	199.0	57.0	20.0	12.0	41509.0	1545.0	431.0
40 – 44	33427.0	32943.0	968.0	10730.0	18582.0	2175.0	305.0	118.0	21.0	44.0	56723.0	1722.0	484.0
45 – 49	32883.0	32433.0	969.0	9892.0	18625.0	2348.0	310.0	181.0	36.0	72.0	57083.0	1760.0	450.0
50 – 54	30482.0	30052.0	1096.0	10096.0	16396.0	2026.0	225.0	126.0	39.0	48.0	51110.0	1701.0	430.0
55 – 59	15095.0	14837.0	710.0	5458.0	7669.0	774.0	115.0	59.0	32.0	20.0	24229.0	1633.0	258.0
60 – 64	21093.0	20724.0	954.0	7859.0	10601.0	1046.0	140.0	72.0	24.0	28.0	33487.0	1616.0	369.0
65 – 69	14047.0	13795.0	729.0	4841.0	7168.0	844.0	142.0	35.0	4.0	32.0	22736.0	1648.0	252.0
70 и более	16319.0	16018.0	1042.0	4767.0	7827.0	1787.0	376.0	123.0	44.0	52.0	28613.0	1786.0	301.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	61921.0	61209.0	3240.0	16180.0	29062.0	8767.0	2119.0	1099.0	367.0	375.0	119740.0	1956.0	712.0
в том числе в возрасте, лет:													
15 – 17	83.0	83.0	51.0	28.0	4.0	-	-	-	-	-	36.0	434.0	-
18 – 19	426.0	402.0	213.0	169.0	20.0	-	-	-	-	-	209.0	520.0	24.0
20 – 24	3402.0	3332.0	817.0	2044.0	373.0	90.0	4.0	4.0	-	-	3096.0	929.0	70.0
25 – 29	4755.0	4695.0	471.0	2721.0	1275.0	168.0	48.0	4.0	4.0	4.0	6039.0	1286.0	60.0
30 – 34	5526.0	5469.0	180.0	2085.0	2555.0	494.0	82.0	53.0	8.0	12.0	9418.0	1722.0	57.0
35 – 39	6541.0	6490.0	147.0	1536.0	3477.0	1025.0	154.0	83.0	32.0	36.0	13088.0	2017.0	51.0
40 – 44	7946.0	7883.0	237.0	1281.0	4546.0	1292.0	309.0	111.0	43.0	64.0	16778.0	2128.0	63.0
45 – 49	7366.0	7296.0	245.0	1188.0	4006.0	1239.0	361.0	148.0	51.0	58.0	15872.0	2175.0	70.0
50 – 54	6199.0	6137.0	136.0	1245.0	3258.0	955.0	250.0	179.0	39.0	75.0	13372.0	2179.0	62.0
55 – 59	2994.0	2961.0	112.0	640.0	1632.0	433.0	66.0	48.0	22.0	8.0	5907.0	1995.0	33.0
60 – 64	5902.0	5828.0	180.0	1225.0	3037.0	982.0	192.0	114.0	55.0	43.0	12258.0	2103.0	74.0
65 – 69	4438.0	4387.0	153.0	879.0	2174.0	828.0	191.0	102.0	47.0	13.0	9367.0	2135.0	51.0
70 и более	6343.0	6246.0	298.0	1139.0	2705.0	1261.0	462.0	253.0	66.0	62.0	14300.0	2289.0	97.0
г. Москва													
Городские населенные пункты													
Женщины в возрасте 15 лет и более	2237287.0	1998281.0	179341.0	984822.0	730552.0	76175.0	13122.0	3614.0	2129.0	8526.0	2826709.0	1415.0	239006.0
в том числе в возрасте, лет:													
15 – 17	1691.0	1116.0	641.0	383.0	78.0	14.0	-	-	-	-	581.0	521.0	575.0
18 – 19	10921.0	8104.0	4388.0	3497.0	192.0	27.0	-	-	-	-	3962.0	489.0	2817.0
20 – 24	120431.0	94809.0	35998.0	52113.0	5790.0	443.0	210.0	18.0	82.0	155.0	67529.0	712.0	25622.0
25 – 29	212013.0	180406.0	36414.0	112518.0	28020.0	2011.0	507.0	82.0	178.0	676.0	183655.0	1018.0	31607.0
30 – 34	243930.0	215788.0	21231.0	124764.0	61239.0	6081.0	1089.0	206.0	235.0	943.0	280012.0	1298.0	28142.0
35 – 39	257107.0	232306.0	13313.0	116976.0	88493.0	10109.0	1756.0	395.0	253.0	1011.0	343071.0	1477.0	24801.0
40 – 44	318966.0	291189.0	12659.0	125403.0	133005.0	15190.0	2455.0	733.0	346.0	1398.0	463774.0	1593.0	27777.0
45 – 49	278583.0	254857.0	11267.0	106309.0	119471.0	13399.0	2235.0	760.0	242.0	1174.0	408982.0	1605.0	23726.0
50 – 54	235766.0	214711.0	10797.0	96272.0	94055.0	10123.0	1622.0	565.0	270.0	1007.0	333708.0	1554.0	21055.0
55 – 59	144337.0	131467.0	7419.0	65171.0	52604.0	4633.0	757.0	202.0	134.0	547.0	193579.0	1472.0	12870.0
60 – 64	156786.0	142429.0	8592.0	72499.0	55355.0	4330.0	759.0	187.0	91.0	616.0	205737.0	1444.0	14357.0
65 – 69	111991.0	101526.0	6345.0	50658.0	40251.0	3174.0	500.0	125.0	70.0	403.0	146924.0	1447.0	10465.0
70 и более	144765.0	129573.0	10277.0	58259.0	51999.0	6641.0	1232.0	341.0	228.0	596.0	195195.0	1506.0	15192.0
Северо-Западный федеральный округ													
Республика Карелия													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	166532.0	165932.0	13793.0	53180.0	74738.0	17477.0	3705.0	1797.0	560.0	682.0	287886.0	1735.0	600.0
в том числе в возрасте, лет:													
15 – 17	238.0	237.0	149.0	88.0	-	-	-	-	-	-	88.0	371.0	1.0
18 – 19	1565.0	1549.0	906.0	609.0	34.0	-	-	-	-	-	677.0	437.0	16.0
20 – 24	12010.0	11922.0	4247.0	6770.0	837.0	56.0	4.0	-	4.0	4.0	8680.0	728.0	88.0
25 – 29	17555.0	17494.0	2665.0	10861.0	3492.0	373.0	63.0	4.0	8.0	28.0	19504.0	1115.0	61.0
30 – 34	16794.0	16731.0	1071.0	8221.0	6401.0	814.0	124.0	60.0	12.0	28.0	24561.0	1468.0	63.0
35 – 39	18124.0	18073.0	648.0	5699.0	9588.0	1695.0	266.0	93.0	28.0	56.0	32125.0	1778.0	51.0
40 – 44	22871.0	22803.0	697.0	5147.0	13048.0	3066.0	531.0	184.0	50.0	80.0	44489.0	1951.0	68.0
45 – 49	21988.0	21926.0	709.0	4179.0	12688.0	3361.0	597.0	267.0	56.0	69.0	44260.0	2019.0	62.0
50 – 54	18783.0	18736.0	714.0	4168.0	10607.0	2359.0	464.0	247.0	68.0	109.0	36826.0	1966.0	47.0
55 – 59	8457.0	8425.0	366.0	1900.0	4725.0	1011.0	204.0	132.0	31.0	56.0	16491.0	1957.0	32.0
60 – 64	10743.0	10719.0	527.0	2329.0	5674.0	1611.0	299.0	154.0	77.0	48.0	21366.0	1993.0	24.0
65 – 69	8822.0	8758.0	476.0	1661.0	4240.0	1535.0	480.0	246.0	50.0	70.0	18807.0	2147.0	64.0
70 и более	8582.0	8559.0	618.0	1548.0	3404.0	1596.0	673.0	410.0	176.0	134.0	20012.0	2338.0	23.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	124381.0	123915.0	11316.0	44123.0	55541.0	10023.0	1662.0	674.0	202.0	374.0	199605.0	1611.0	466.0
в том числе в возрасте, лет:													
15 – 17	159.0	159.0	91.0	68.0	-	-	-	-	-	-	68.0	428.0	-
18 – 19	1143.0	1131.0	698.0	417.0	16.0	-	-	-	-	-	449.0	397.0	12.0
20 – 24	9383.0	9311.0	3642.0	5155.0	482.0	24.0	-	-	4.0	4.0	6243.0	670.0	72.0
25 – 29	13951.0	13904.0	2344.0	8997.0	2301.0	191.0	35.0	4.0	8.0	24.0	14568.0	1048.0	47.0
30 – 34	13096.0	13045.0	892.0	6947.0	4639.0	426.0	78.0	27.0	12.0	24.0	18202.0	1395.0	51.0
35 – 39	13614.0	13571.0	501.0	4894.0	6945.0	994.0	134.0	47.0	16.0	40.0	22961.0	1692.0	43.0
40 – 44	16754.0	16699.0	512.0	4308.0	9695.0	1781.0	248.0	75.0	12.0	68.0	31088.0	1862.0	55.0
45 – 49	16281.0	16239.0	568.0	3500.0	9616.0	2116.0	297.0	91.0	23.0	28.0	31121.0	1916.0	42.0
50 – 54	14293.0	14258.0	550.0	3563.0	8240.0	1433.0	236.0	132.0	35.0	69.0	26704.0	1873.0	35.0
55 – 59	6460.0	6433.0	285.0	1661.0	3739.0	573.0	82.0	51.0	15.0	27.0	11736.0	1824.0	27.0
60 – 64	7767.0	7751.0	405.0	2008.0	4312.0	819.0	109.0	51.0	23.0	24.0	14142.0	1825.0	16.0
65 – 69	5870.0	5819.0	332.0	1380.0	3113.0	731.0	176.0	43.0	16.0	28.0	11038.0	1897.0	51.0
70 и более	5610.0	5595.0	496.0	1225.0	2443.0	935.0	267.0	153.0	38.0	38.0	11285.0	2017.0	15.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	42151.0	42017.0	2477.0	9057.0	19197.0	7454.0	2043.0	1123.0	358.0	308.0	88281.0	2101.0	134.0
в том числе в возрасте, лет:													
15 – 17	79.0	78.0	58.0	20.0	-	-	-	-	-	-	20.0	256.0	1.0
18 – 19	422.0	418.0	208.0	192.0	18.0	-	-	-	-	-	228.0	545.0	4.0
20 – 24	2627.0	2611.0	605.0	1615.0	355.0	32.0	4.0	-	-	-	2437.0	933.0	16.0
25 – 29	3604.0	3590.0	321.0	1864.0	1191.0	182.0	28.0	-	-	4.0	4936.0	1375.0	14.0
30 – 34	3698.0	3686.0	179.0	1274.0	1762.0	388.0	46.0	33.0	-	4.0	6359.0	1725.0	12.0
35 – 39	4510.0	4502.0	147.0	805.0	2643.0	701.0	132.0	46.0	12.0	16.0	9164.0	2036.0	8.0
40 – 44	6117.0	6104.0	185.0	839.0	3353.0	1285.0	283.0	109.0	38.0	12.0	13401.0	2195.0	13.0
45 – 49	5707.0	5687.0	141.0	679.0	3072.0	1245.0	300.0	176.0	33.0	41.0	13139.0	2310.0	20.0
50 – 54	4490.0	4478.0	164.0	605.0	2367.0	926.0	228.0	115.0	33.0	40.0	10122.0	2260.0	12.0
55 – 59	1997.0	1992.0	81.0	239.0	986.0	438.0	122.0	81.0	16.0	29.0	4755.0	2387.0	5.0
