7. НАСЕЛЕНИЕ, ЗАНЯТОЕ В ЭКОНОМИКЕ, ПО УРОВНЮ ОБРАЗОВАНИЯ, ПОЛУ И ВОЗРАСТНЫМ ГРУППАМ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ												
												
												
	Всего	Имеющие образование								Не имеющие 
60–64 	4128.0	49.0	1168.0	41.0	1359.0	389.0	497.0	489.0	132.0	-	-	4.0
65–69 	1328.0	14.0	343.0	10.0	409.0	116.0	105.0	211.0	113.0	5.0	-	2.0
70 и более	492.0	6.0	97.0	4.0	126.0	37.0	32.0	88.0	98.0	4.0	-	-
Возраст не указан	11.0	-	4.0	1.0	-	4.0	1.0	-	-	-	-	1.0
Из общей численности занятых - женщины в возрасте:												
трудоспособном	204667.0	745.0	47810.0	4911.0	79295.0	31429.0	32032.0	7634.0	568.0	74.0	43.0	169.0
старше трудоспособного	13771.0	112.0	3933.0	136.0	4787.0	1356.0	1718.0	1292.0	409.0	13.0	2.0	15.0
16-29 лет	54000.0	195.0	10518.0	2680.0	18644.0	9029.0	9602.0	3074.0	182.0	30.0	17.0	46.0
Сельское население, занятое в экономике, в возрасте 15 лет и более	73786.0	90.0	9046.0	855.0	23947.0	18193.0	12389.0	8105.0	1083.0	46.0	27.0	32.0
в том числе в возрасте, лет:												
15–17	493.0	-	-	-	12.0	39.0	98.0	290.0	51.0	-	-	3.0
18–19 	1649.0	-	-	11.0	294.0	475.0	398.0	404.0	62.0	4.0	1.0	1.0
20–24 	7653.0	5.0	538.0	191.0	2112.0	2041.0	1406.0	1228.0	119.0	8.0	2.0	5.0
25–29 	7966.0	13.0	872.0	121.0	2388.0	2022.0	1353.0	1119.0	71.0	5.0	1.0	2.0
30–34 	8007.0	9.0	1033.0	131.0	2931.0	1987.0	1324.0	539.0	45.0	5.0	2.0	3.0
35–39 	9973.0	20.0	1469.0	122.0	3668.0	2443.0	1679.0	518.0	45.0	6.0	4.0	3.0
40–44 	13310.0	16.0	1822.0	94.0	4802.0	3388.0	2358.0	756.0	64.0	5.0	5.0	5.0
45–49 	12175.0	11.0	1533.0	96.0	4113.0	3126.0	2023.0	1155.0	107.0	7.0	7.0	4.0
50–54 	8721.0	10.0	1078.0	51.0	2647.0	2033.0	1354.0	1359.0	180.0	5.0	4.0	4.0
55–59 	2503.0	3.0	422.0	29.0	649.0	468.0	285.0	485.0	159.0	1.0	1.0	2.0
60–64 	944.0	-	192.0	7.0	241.0	132.0	90.0	193.0	89.0	-	-	-
65–69 	288.0	1.0	69.0	1.0	77.0	29.0	18.0	38.0	55.0	-	-	-
70 и более	104.0	2.0	18.0	1.0	13.0	10.0	3.0	21.0	36.0	-	-	-
Возраст не указан	10.0	-	4.0	-	-	3.0	3.0	-	-	-	-	-
Из общей численности занятых - население в возрасте:												
трудоспособном	71491.0	85.0	8535.0	838.0	23291.0	17917.0	12178.0	7707.0	864.0	45.0	26.0	31.0
старше трудоспособного	2248.0	5.0	511.0	17.0	656.0	276.0	211.0	364.0	206.0	1.0	1.0	1.0
16-29 лет	17714.0	18.0	1410.0	323.0	4806.0	4577.0	3255.0	3007.0	290.0	17.0	4.0	11.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	37156.0	35.0	3344.0	396.0	9506.0	11074.0	7002.0	5004.0	749.0	29.0	19.0	17.0
в том числе в возрасте, лет:												
15–17	316.0	-	-	-	9.0	24.0	52.0	194.0	35.0	-	-	2.0
18–19 	809.0	-	-	4.0	124.0	233.0	142.0	249.0	53.0	3.0	1.0	1.0
20–24 	4180.0	3.0	221.0	67.0	913.0	1221.0	831.0	823.0	93.0	4.0	2.0	4.0
25–29 	4323.0	3.0	378.0	50.0	1031.0	1273.0	777.0	753.0	52.0	4.0	1.0	2.0
30–34 	4021.0	4.0	322.0	74.0	1200.0	1220.0	827.0	338.0	29.0	5.0	2.0	2.0
35–39 	4753.0	9.0	452.0	57.0	1422.0	1429.0	1050.0	304.0	26.0	3.0	3.0	1.0
40–44 	6439.0	2.0	626.0	43.0	1876.0	1988.0	1384.0	479.0	35.0	4.0	4.0	2.0
45–49 	5811.0	4.0	593.0	52.0	1514.0	1910.0	1035.0	626.0	72.0	4.0	4.0	1.0
50–54 	4235.0	7.0	420.0	22.0	969.0	1301.0	662.0	740.0	111.0	2.0	2.0	1.0
55–59 	1591.0	1.0	190.0	21.0	324.0	363.0	185.0	373.0	133.0	-	-	1.0
60–64 	495.0	-	100.0	5.0	93.0	87.0	49.0	101.0	60.0	-	-	-
65–69 	126.0	-	32.0	-	26.0	16.0	6.0	16.0	30.0	-	-	-
70 и более	57.0	2.0	10.0	1.0	5.0	9.0	2.0	8.0	20.0	-	-	-
Возраст не указан	6.0	-	3.0	-	-	3.0	-	-	-	-	-	-
Из общей численности занятых - мужчины в возрасте:												
трудоспособном	36453.0	33.0	3202.0	390.0	9382.0	10962.0	6945.0	4862.0	631.0	29.0	19.0	17.0
старше трудоспособного	678.0	2.0	142.0	6.0	124.0	112.0	57.0	125.0	110.0	-	-	-
16-29 лет	9603.0	6.0	599.0	121.0	2077.0	2751.0	1802.0	2002.0	225.0	11.0	4.0	9.0
Женщины, занятые в экономике, в возрасте 15 лет и более	36630.0	55.0	5702.0	459.0	14441.0	7119.0	5387.0	3101.0	334.0	17.0	8.0	15.0
в том числе в возрасте, лет:												
15–17	177.0	-	-	-	3.0	15.0	46.0	96.0	16.0	-	-	1.0
18–19 	840.0	-	-	7.0	170.0	242.0	256.0	155.0	9.0	1.0	-	-
20–24 	3473.0	2.0	317.0	124.0	1199.0	820.0	575.0	405.0	26.0	4.0	-	1.0
25–29 	3643.0	10.0	494.0	71.0	1357.0	749.0	576.0	366.0	19.0	1.0	-	-
30–34 	3986.0	5.0	711.0	57.0	1731.0	767.0	497.0	201.0	16.0	-	-	1.0
35–39 	5220.0	11.0	1017.0	65.0	2246.0	1014.0	629.0	214.0	19.0	3.0	1.0	2.0
40–44 	6871.0	14.0	1196.0	51.0	2926.0	1400.0	974.0	277.0	29.0	1.0	1.0	3.0
45–49 	6364.0	7.0	940.0	44.0	2599.0	1216.0	988.0	529.0	35.0	3.0	3.0	3.0
50–54 	4486.0	3.0	658.0	29.0	1678.0	732.0	692.0	619.0	69.0	3.0	2.0	3.0
55–59 	912.0	2.0	232.0	8.0	325.0	105.0	100.0	112.0	26.0	1.0	1.0	1.0
60–64 	449.0	-	92.0	2.0	148.0	45.0	41.0	92.0	29.0	-	-	-
65–69 	162.0	1.0	37.0	1.0	51.0	13.0	12.0	22.0	25.0	-	-	-
70 и более	47.0	-	8.0	-	8.0	1.0	1.0	13.0	16.0	-	-	-
Возраст не указан	4.0	-	1.0	-	-	-	3.0	-	-	-	-	-
Из общей численности занятых - женщины в возрасте:												
трудоспособном	35038.0	52.0	5333.0	448.0	13909.0	6955.0	5233.0	2845.0	233.0	16.0	7.0	14.0
старше трудоспособного	1570.0	3.0	369.0	11.0	532.0	164.0	154.0	239.0	96.0	1.0	1.0	1.0
16-29 лет	8111.0	12.0	811.0	202.0	2729.0	1826.0	1453.0	1005.0	65.0	6.0	-	2.0
Калужская область												
Все население, занятое в экономике, в возрасте 15 лет и более	475214.0	1571.0	105403.0	11459.0	187725.0	71946.0	69556.0	23508.0	3435.0	199.0	69.0	412.0
в том числе в возрасте, лет:												
15–17	2295.0	-	-	-	99.0	189.0	696.0	1167.0	124.0	9.0	3.0	11.0
18–19 	10467.0	-	-	288.0	2881.0	2015.0	3637.0	1506.0	116.0	18.0	4.0	6.0
20–24 	49218.0	48.0	6477.0	3519.0	18863.0	7913.0	8644.0	3418.0	277.0	27.0	10.0	32.0
25–29 	54383.0	175.0	12012.0	2037.0	21121.0	8386.0	7514.0	2846.0	205.0	36.0	13.0	51.0
30–34 	53587.0	132.0	12375.0	1466.0	23397.0	8154.0	6347.0	1492.0	141.0	24.0	8.0	59.0
35–39 	59787.0	162.0	14671.0	1174.0	26254.0	8877.0	7146.0	1291.0	135.0	20.0	9.0	57.0
40–44 	76040.0	232.0	17597.0	1026.0	31885.0	11834.0	11294.0	1904.0	196.0	13.0	4.0	59.0
45–49 	69951.0	198.0	15563.0	773.0	28175.0	11242.0	11025.0	2609.0	300.0	11.0	4.0	55.0
50–54 	56736.0	195.0	12984.0	638.0	21855.0	8478.0	8756.0	3361.0	410.0	13.0	4.0	46.0
55–59 	21296.0	128.0	6256.0	264.0	7209.0	2850.0	2582.0	1598.0	389.0	4.0	1.0	16.0
60–64 	13965.0	144.0	4746.0	185.0	4023.0	1407.0	1408.0	1515.0	518.0	7.0	3.0	12.0
65–69 	5468.0	104.0	2012.0	60.0	1525.0	434.0	400.0	546.0	373.0	7.0	3.0	7.0
70 и более	2021.0	53.0	710.0	29.0	438.0	167.0	107.0	255.0	251.0	10.0	3.0	1.0
Возраст не указан	25.0	-	5.0	1.0	5.0	1.0	3.0	2.0	-	-	-	8.0
Из общей численности занятых - население в возрасте:												
трудоспособном	444031.0	1219.0	94902.0	11069.0	178074.0	69128.0	66460.0	20455.0	2170.0	172.0	59.0	382.0
старше трудоспособного	31014.0	352.0	10501.0	390.0	9651.0	2814.0	3096.0	2915.0	1243.0	25.0	9.0	27.0
16-29 лет	116194.0	223.0	18489.0	5844.0	42964.0	18499.0	20491.0	8799.0	700.0	88.0	29.0	97.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	238525.0	946.0	48788.0	5493.0	84526.0	45588.0	36532.0	14116.0	2196.0	132.0	40.0	208.0
в том числе в возрасте, лет:												
15–17	1402.0	-	-	-	59.0	138.0	306.0	780.0	105.0	6.0	2.0	8.0
18–19 	6011.0	-	-	85.0	1653.0	1417.0	1698.0	1044.0	96.0	14.0	2.0	4.0
20–24 	27036.0	30.0	2929.0	1522.0	9826.0	5356.0	4771.0	2355.0	210.0	23.0	7.0	14.0
25–29 	29015.0	95.0	5653.0	1024.0	10531.0	5438.0	4281.0	1786.0	148.0	30.0	10.0	29.0
30–34 	27207.0	63.0	5447.0	744.0	11072.0	5207.0	3651.0	887.0	94.0	14.0	2.0	28.0
35–39 	29143.0	95.0	6402.0	577.0	11616.0	5517.0	4008.0	797.0	97.0	13.0	6.0	21.0
40–44 	35862.0	130.0	7671.0	484.0	13258.0	7151.0	5905.0	1097.0	124.0	11.0	4.0	31.0
45–49 	32515.0	103.0	6852.0	398.0	11247.0	6761.0	5453.0	1473.0	191.0	6.0	2.0	31.0
50–54 	26522.0	115.0	6041.0	322.0	8742.0	5155.0	4096.0	1770.0	254.0	6.0	1.0	21.0
55–59 	11736.0	77.0	3223.0	148.0	3544.0	2044.0	1401.0	999.0	288.0	3.0	1.0	9.0
60–64 	7738.0	108.0	2843.0	130.0	1934.0	981.0	698.0	744.0	289.0	3.0	2.0	8.0
65–69 	3193.0	85.0	1264.0	42.0	807.0	311.0	211.0	280.0	188.0	2.0	1.0	3.0
70 и более	1145.0	45.0	463.0	17.0	237.0	112.0	53.0	104.0	112.0	1.0	-	1.0
Возраст не указан	12.0	-	2.0	1.0	3.0	1.0	-	1.0	-	-	-	4.0
Из общей численности занятых - мужчины в возрасте:												
трудоспособном	226337.0	708.0	44218.0	5304.0	81548.0	44180.0	35570.0	12899.0	1592.0	124.0	36.0	194.0
старше трудоспособного	12076.0	238.0	4570.0	189.0	2978.0	1404.0	962.0	1128.0	589.0	6.0	3.0	12.0
16-29 лет	63352.0	125.0	8582.0	2631.0	22069.0	12345.0	11056.0	5876.0	544.0	71.0	20.0	53.0
Женщины, занятые в экономике, в возрасте 15 лет и более	236689.0	625.0	56615.0	5966.0	103199.0	26358.0	33024.0	9392.0	1239.0	67.0	29.0	204.0
в том числе в возрасте, лет:												
15–17	893.0	-	-	-	40.0	51.0	390.0	387.0	19.0	3.0	1.0	3.0
18–19 	4456.0	-	-	203.0	1228.0	598.0	1939.0	462.0	20.0	4.0	2.0	2.0
20–24 	22182.0	18.0	3548.0	1997.0	9037.0	2557.0	3873.0	1063.0	67.0	4.0	3.0	18.0
25–29	25368.0	80.0	6359.0	1013.0	10590.0	2948.0	3233.0	1060.0	57.0	6.0	3.0	22.0
30–34 	26380.0	69.0	6928.0	722.0	12325.0	2947.0	2696.0	605.0	47.0	10.0	6.0	31.0
35–39 	30644.0	67.0	8269.0	597.0	14638.0	3360.0	3138.0	494.0	38.0	7.0	3.0	36.0
40–44 	40178.0	102.0	9926.0	542.0	18627.0	4683.0	5389.0	807.0	72.0	2.0	-	28.0
45–49 	37436.0	95.0	8711.0	375.0	16928.0	4481.0	5572.0	1136.0	109.0	5.0	2.0	24.0
50–54 	30214.0	80.0	6943.0	316.0	13113.0	3323.0	4660.0	1591.0	156.0	7.0	3.0	25.0
55–59 	9560.0	51.0	3033.0	116.0	3665.0	806.0	1181.0	599.0	101.0	1.0	-	7.0
60–64 	6227.0	36.0	1903.0	55.0	2089.0	426.0	710.0	771.0	229.0	4.0	1.0	4.0
65–69 	2275.0	19.0	748.0	18.0	718.0	123.0	189.0	266.0	185.0	5.0	2.0	4.0
70 и более	876.0	8.0	247.0	12.0	201.0	55.0	54.0	151.0	139.0	9.0	3.0	-
Возраст не указан	13.0	-	3.0	-	2.0	-	3.0	1.0	-	-	-	4.0
Из общей численности занятых - женщины в возрасте:												
трудоспособном	217694.0	511.0	50684.0	5765.0	96526.0	24948.0	30890.0	7556.0	578.0	48.0	23.0	188.0
старше трудоспособного	18938.0	114.0	5931.0	201.0	6673.0	1410.0	2134.0	1787.0	654.0	19.0	6.0	15.0
16-29 лет	52842.0	98.0	9907.0	3213.0	20895.0	6154.0	9435.0	2923.0	156.0	17.0	9.0	44.0
Городское население, занятое в экономике, в возрасте 15 лет и более	379851.0	1458.0	93765.0	10138.0	154345.0	49930.0	53608.0	14253.0	1942.0	87.0	33.0	325.0
в том числе в возрасте, лет:												
15–17	1554.0	-	-	-	81.0	115.0	564.0	728.0	58.0	4.0	1.0	4.0
18–19 	8262.0	-	-	261.0	2371.0	1504.0	3037.0	1011.0	66.0	9.0	3.0	3.0
20–24 	39101.0	43.0	5777.0	3188.0	15638.0	5668.0	6645.0	1977.0	122.0	14.0	9.0	29.0
25–29 	43602.0	164.0	10878.0	1824.0	17567.0	5851.0	5554.0	1606.0	102.0	14.0	4.0	42.0
30–34 	42373.0	122.0	10994.0	1285.0	18957.0	5560.0	4589.0	738.0	74.0	11.0	6.0	43.0
35–39 	46743.0	145.0	12879.0	1024.0	21138.0	5833.0	4991.0	618.0	67.0	8.0	5.0	40.0
40–44 	59796.0	208.0	15404.0	880.0	25830.0	7869.0	8509.0	939.0	103.0	6.0	-	48.0
45–49 	55778.0	173.0	13777.0	649.0	23108.0	7702.0	8698.0	1480.0	143.0	3.0	1.0	45.0
50–54 	46060.0	183.0	11557.0	561.0	18191.0	6013.0	7160.0	2161.0	192.0	3.0	1.0	39.0
55–59 	17771.0	124.0	5623.0	223.0	6189.0	2137.0	2160.0	1101.0	199.0	2.0	-	13.0
60–64 	12233.0	143.0	4350.0	163.0	3552.0	1172.0	1246.0	1230.0	362.0	4.0	-	11.0
65–69 	4811.0	101.0	1869.0	56.0	1332.0	359.0	362.0	456.0	264.0	5.0	3.0	7.0
70 и более	1767.0	52.0	657.0	24.0	391.0	147.0	93.0	208.0	190.0	4.0	-	1.0
Возраст не указан	18.0	-	4.0	1.0	3.0	-	1.0	1.0	-	-	-	8.0
Из общей численности занятых - население в возрасте:												
трудоспособном	352701.0	1111.0	84195.0	9797.0	145912.0	47548.0	50888.0	11828.0	1050.0	73.0	30.0	299.0
старше трудоспособного	27051.0	347.0	9570.0	341.0	8433.0	2380.0	2720.0	2341.0	880.0	14.0	3.0	25.0
16-29 лет	92420.0	207.0	16655.0	5273.0	35657.0	13136.0	15800.0	5238.0	336.0	41.0	17.0	77.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	188154.0	886.0	43764.0	4898.0	70529.0	30298.0	27759.0	8652.0	1172.0	44.0	17.0	152.0
в том числе в возрасте, лет:												
15–17	927.0	-	-	-	51.0	86.0	247.0	490.0	49.0	1.0	-	3.0
18–19 	4792.0	-	-	75.0	1414.0	1103.0	1392.0	743.0	58.0	5.0	1.0	2.0
20–24 	21299.0	27.0	2578.0	1394.0	8303.0	3806.0	3653.0	1425.0	91.0	10.0	6.0	12.0
25–29 	23120.0	89.0	5129.0	942.0	8936.0	3695.0	3174.0	1051.0	70.0	11.0	4.0	23.0
30–34 	21444.0	62.0	4921.0	664.0	9214.0	3409.0	2646.0	461.0	45.0	3.0	1.0	19.0
35–39 	22428.0	85.0	5679.0	504.0	9528.0	3449.0	2731.0	388.0	48.0	5.0	3.0	11.0
40–44 	27554.0	120.0	6763.0	419.0	10817.0	4466.0	4334.0	547.0	61.0	4.0	-	23.0
45–49 	25242.0	90.0	6075.0	326.0	9232.0	4295.0	4280.0	834.0	84.0	1.0	1.0	25.0
50–54 	21067.0	106.0	5412.0	280.0	7315.0	3405.0	3298.0	1121.0	114.0	-	-	16.0
55–59 	9531.0	73.0	2929.0	125.0	3031.0	1435.0	1141.0	654.0	135.0	1.0	-	7.0
60–64 	6869.0	107.0	2655.0	115.0	1747.0	805.0	617.0	615.0	200.0	1.0	-	7.0
65–69 	2853.0	82.0	1186.0	40.0	726.0	249.0	198.0	237.0	131.0	1.0	1.0	3.0
70 и более	1028.0	45.0	437.0	14.0	215.0	95.0	48.0	86.0	86.0	1.0	-	1.0
Возраст не указан	10.0	-	2.0	1.0	3.0	-	-	-	-	-	-	4.0
Из общей численности занятых - мужчины в возрасте:												
трудоспособном	177340.0	652.0	39486.0	4729.0	67841.0	29147.0	26896.0	7660.0	747.0	41.0	16.0	141.0
старше трудоспособного	10750.0	234.0	4278.0	169.0	2688.0	1149.0	863.0	938.0	417.0	3.0	1.0	11.0
16-29 лет	50074.0	116.0	7707.0	2411.0	18704.0	8688.0	8466.0	3655.0	260.0	27.0	11.0	40.0
Женщины, занятые в экономике, в возрасте 15 лет и более	191697.0	572.0	50001.0	5240.0	83816.0	19632.0	25849.0	5601.0	770.0	43.0	16.0	173.0
в том числе в возрасте, лет:												
15–17	627.0	-	-	-	30.0	29.0	317.0	238.0	9.0	3.0	1.0	1.0
18–19 	3470.0	-	-	186.0	957.0	401.0	1645.0	268.0	8.0	4.0	2.0	1.0
20–24 	17802.0	16.0	3199.0	1794.0	7335.0	1862.0	2992.0	552.0	31.0	4.0	3.0	17.0
25–29 	20482.0	75.0	5749.0	882.0	8631.0	2156.0	2380.0	555.0	32.0	3.0	-	19.0
30–34 	20929.0	60.0	6073.0	621.0	9743.0	2151.0	1943.0	277.0	29.0	8.0	5.0	24.0
35–39 	24315.0	60.0	7200.0	520.0	11610.0	2384.0	2260.0	230.0	19.0	3.0	2.0	29.0
40–44 	32242.0	88.0	8641.0	461.0	15013.0	3403.0	4175.0	392.0	42.0	2.0	-	25.0
45–49 	30536.0	83.0	7702.0	323.0	13876.0	3407.0	4418.0	646.0	59.0	2.0	-	20.0
50–54 	24993.0	77.0	6145.0	281.0	10876.0	2608.0	3862.0	1040.0	78.0	3.0	1.0	23.0
55–59 	8240.0	51.0	2694.0	98.0	3158.0	702.0	1019.0	447.0	64.0	1.0	-	6.0
60–64 	5364.0	36.0	1695.0	48.0	1805.0	367.0	629.0	615.0	162.0	3.0	-	4.0
65–69 	1958.0	19.0	683.0	16.0	606.0	110.0	164.0	219.0	133.0	4.0	2.0	4.0
70 и более	739.0	7.0	220.0	10.0	176.0	52.0	45.0	122.0	104.0	3.0	-	-
Возраст не указан	8.0	-	2.0	-	-	-	1.0	1.0	-	-	-	4.0
Из общей численности занятых - женщины в возрасте:												
трудоспособном	175361.0	459.0	44709.0	5068.0	78071.0	18401.0	23992.0	4168.0	303.0	32.0	14.0	158.0
старше трудоспособного	16301.0	113.0	5292.0	172.0	5745.0	1231.0	1857.0	1403.0	463.0	11.0	2.0	14.0
16-29 лет	42346.0	91.0	8948.0	2862.0	16953.0	4448.0	7334.0	1583.0	76.0	14.0	6.0	37.0
Сельское население, занятое в экономике, в возрасте 15 лет и более	95363.0	113.0	11638.0	1321.0	33380.0	22016.0	15948.0	9255.0	1493.0	112.0	36.0	87.0
в том числе в возрасте, лет:												
15–17	741.0	-	-	-	18.0	74.0	132.0	439.0	66.0	5.0	2.0	7.0
18–19 	2205.0	-	-	27.0	510.0	511.0	600.0	495.0	50.0	9.0	1.0	3.0
20–24 	10117.0	5.0	700.0	331.0	3225.0	2245.0	1999.0	1441.0	155.0	13.0	1.0	3.0
25–29 	10781.0	11.0	1134.0	213.0	3554.0	2535.0	1960.0	1240.0	103.0	22.0	9.0	9.0
30–34 	11214.0	10.0	1381.0	181.0	4440.0	2594.0	1758.0	754.0	67.0	13.0	2.0	16.0
35–39 	13044.0	17.0	1792.0	150.0	5116.0	3044.0	2155.0	673.0	68.0	12.0	4.0	17.0
40–44 	16244.0	24.0	2193.0	146.0	6055.0	3965.0	2785.0	965.0	93.0	7.0	4.0	11.0
45–49 	14173.0	25.0	1786.0	124.0	5067.0	3540.0	2327.0	1129.0	157.0	8.0	3.0	10.0
50–54 	10676.0	12.0	1427.0	77.0	3664.0	2465.0	1596.0	1200.0	218.0	10.0	3.0	7.0
55–59 	3525.0	4.0	633.0	41.0	1020.0	713.0	422.0	497.0	190.0	2.0	1.0	3.0
60–64 	1732.0	1.0	396.0	22.0	471.0	235.0	162.0	285.0	156.0	3.0	3.0	1.0
65–69 	657.0	3.0	143.0	4.0	193.0	75.0	38.0	90.0	109.0	2.0	-	-
70 и более	254.0	1.0	53.0	5.0	47.0	20.0	14.0	47.0	61.0	6.0	3.0	-
Возраст не указан	7.0	-	1.0	-	2.0	1.0	2.0	1.0	-	-	-	-
Из общей численности занятых - население в возрасте:												
трудоспособном	91330.0	108.0	10707.0	1272.0	32162.0	21580.0	15572.0	8627.0	1120.0	99.0	29.0	83.0
старше трудоспособного	3963.0	5.0	931.0	49.0	1218.0	434.0	376.0	574.0	363.0	11.0	6.0	2.0
16-29 лет	23774.0	16.0	1834.0	571.0	7307.0	5363.0	4691.0	3561.0	364.0	47.0	12.0	20.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	50371.0	60.0	5024.0	595.0	13997.0	15290.0	8773.0	5464.0	1024.0	88.0	23.0	56.0
в том числе в возрасте, лет:												
15–17	475.0	-	-	-	8.0	52.0	59.0	290.0	56.0	5.0	2.0	5.0
18–19 	1219.0	-	-	10.0	239.0	314.0	306.0	301.0	38.0	9.0	1.0	2.0
20–24 	5737.0	3.0	351.0	128.0	1523.0	1550.0	1118.0	930.0	119.0	13.0	1.0	2.0
25–29 	5895.0	6.0	524.0	82.0	1595.0	1743.0	1107.0	735.0	78.0	19.0	6.0	6.0
30–34 	5763.0	1.0	526.0	80.0	1858.0	1798.0	1005.0	426.0	49.0	11.0	1.0	9.0
35–39 	6715.0	10.0	723.0	73.0	2088.0	2068.0	1277.0	409.0	49.0	8.0	3.0	10.0
40–44 	8308.0	10.0	908.0	65.0	2441.0	2685.0	1571.0	550.0	63.0	7.0	4.0	8.0
45–49 	7273.0	13.0	777.0	72.0	2015.0	2466.0	1173.0	639.0	107.0	5.0	1.0	6.0
50–54 	5455.0	9.0	629.0	42.0	1427.0	1750.0	798.0	649.0	140.0	6.0	1.0	5.0
55–59 	2205.0	4.0	294.0	23.0	513.0	609.0	260.0	345.0	153.0	2.0	1.0	2.0
60–64 	869.0	1.0	188.0	15.0	187.0	176.0	81.0	129.0	89.0	2.0	2.0	1.0
65–69 	340.0	3.0	78.0	2.0	81.0	62.0	13.0	43.0	57.0	1.0	-	-
70 и более	117.0	-	26.0	3.0	22.0	17.0	5.0	18.0	26.0	-	-	-
Возраст не указан	2.0	-	-	-	-	1.0	-	1.0	-	-	-	-
Из общей численности занятых - мужчины в возрасте:												
трудоспособном	48997.0	56.0	4732.0	575.0	13707.0	15033.0	8674.0	5239.0	845.0	83.0	20.0	53.0
старше трудоспособного	1326.0	4.0	292.0	20.0	290.0	255.0	99.0	190.0	172.0	3.0	2.0	1.0
16-29 лет	13278.0	9.0	875.0	220.0	3365.0	3657.0	2590.0	2221.0	284.0	44.0	9.0	13.0
Женщины, занятые в экономике, в возрасте 15 лет и более	44992.0	53.0	6614.0	726.0	19383.0	6726.0	7175.0	3791.0	469.0	24.0	13.0	31.0
в том числе в возрасте, лет:												
15–17	266.0	-	-	-	10.0	22.0	73.0	149.0	10.0	-	-	2.0
18–19 	986.0	-	-	17.0	271.0	197.0	294.0	194.0	12.0	-	-	1.0
20–24 	4380.0	2.0	349.0	203.0	1702.0	695.0	881.0	511.0	36.0	-	-	1.0
25–29 	4886.0	5.0	610.0	131.0	1959.0	792.0	853.0	505.0	25.0	3.0	3.0	3.0
30–34 	5451.0	9.0	855.0	101.0	2582.0	796.0	753.0	328.0	18.0	2.0	1.0	7.0
35–39 	6329.0	7.0	1069.0	77.0	3028.0	976.0	878.0	264.0	19.0	4.0	1.0	7.0
40–44 	7936.0	14.0	1285.0	81.0	3614.0	1280.0	1214.0	415.0	30.0	-	-	3.0
45–49 	6900.0	12.0	1009.0	52.0	3052.0	1074.0	1154.0	490.0	50.0	3.0	2.0	4.0
50–54 	5221.0	3.0	798.0	35.0	2237.0	715.0	798.0	551.0	78.0	4.0	2.0	2.0
55–59 	1320.0	-	339.0	18.0	507.0	104.0	162.0	152.0	37.0	-	-	1.0
60–64 	863.0	-	208.0	7.0	284.0	59.0	81.0	156.0	67.0	1.0	1.0	-
65–69 	317.0	-	65.0	2.0	112.0	13.0	25.0	47.0	52.0	1.0	-	-
70 и более	137.0	1.0	27.0	2.0	25.0	3.0	9.0	29.0	35.0	6.0	3.0	-
Возраст не указан	5.0	-	1.0	-	2.0	-	2.0	-	-	-	-	-
Из общей численности занятых - женщины в возрасте:												
трудоспособном	42333.0	52.0	5975.0	697.0	18455.0	6547.0	6898.0	3388.0	275.0	16.0	9.0	30.0
старше трудоспособного	2637.0	1.0	639.0	29.0	928.0	179.0	277.0	384.0	191.0	8.0	4.0	1.0
16-29 лет	10496.0	7.0	959.0	351.0	3942.0	1706.0	2101.0	1340.0	80.0	3.0	3.0	7.0
Костромская область												
Все население, занятое в экономике, в возрасте 15 лет и более	320647.0	724.0	60711.0	5819.0	134236.0	53168.0	41093.0	21235.0	3303.0	178.0	77.0	180.0
в том числе в возрасте, лет:												
15–17	1337.0	-	-	5.0	52.0	95.0	303.0	746.0	125.0	5.0	4.0	6.0
18–19 	7323.0	-	3.0	112.0	2328.0	1352.0	1950.0	1395.0	175.0	5.0	3.0	3.0
20–24 	35148.0	30.0	4240.0	1702.0	14574.0	6592.0	4377.0	3241.0	358.0	18.0	7.0	16.0
25–29 	38602.0	96.0	7880.0	988.0	16168.0	6676.0	4031.0	2511.0	202.0	24.0	10.0	26.0
30–34 	37000.0	85.0	7706.0	708.0	17135.0	6083.0	3899.0	1213.0	126.0	28.0	9.0	17.0
35–39 	40977.0	75.0	8609.0	588.0	18953.0	6652.0	4797.0	1129.0	129.0	21.0	8.0	24.0
40–44 	54035.0	115.0	10181.0	570.0	23961.0	8994.0	8036.0	1913.0	209.0	23.0	14.0	33.0
45–49 	47762.0	105.0	8936.0	522.0	19880.0	8358.0	6680.0	2885.0	356.0	15.0	5.0	25.0
50–54 	37417.0	101.0	7336.0	371.0	14541.0	5860.0	5021.0	3672.0	491.0	10.0	5.0	14.0
55–59 	12033.0	43.0	3090.0	152.0	3995.0	1740.0	1322.0	1292.0	386.0	8.0	3.0	5.0
60–64 	6273.0	38.0	1878.0	65.0	1900.0	587.0	525.0	891.0	372.0	9.0	4.0	8.0
65–69 	2102.0	29.0	657.0	26.0	607.0	144.0	122.0	267.0	241.0	7.0	3.0	2.0
70 и более	638.0	7.0	195.0	10.0	142.0	35.0	30.0	80.0	133.0	5.0	2.0	1.0
