1. ЖЕНЩИНЫ ПО ВОЗРАСТНЫМ ГРУППАМ И ЧИСЛУ РОЖДЕННЫХ ДЕТЕЙ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
	Всего	Женщины, указавшие число рожденных детей	из них женщины с числом рожденных детей								Общее число рожденных детей	Среднее число рожденных детей (на 1000 женщин)	Женщины, не указавшие число рожденных детей
45 – 49	76909.0	75031.0	4784.0	23825.0	37311.0	7065.0	1134.0	513.0	176.0	223.0	129564.0	1727.0	1878.0
50 – 54	68975.0	67014.0	4462.0	23054.0	32386.0	5170.0	1021.0	507.0	151.0	263.0	112915.0	1685.0	1961.0
55 – 59	36826.0	35770.0	2706.0	13027.0	16541.0	2615.0	448.0	195.0	99.0	139.0	58479.0	1635.0	1056.0
60 – 64	58212.0	56768.0	4146.0	20746.0	25870.0	4409.0	872.0	392.0	98.0	235.0	93703.0	1651.0	1444.0
65 – 69	52264.0	50923.0	3490.0	17607.0	23156.0	4824.0	1062.0	391.0	197.0	196.0	87375.0	1716.0	1341.0
70 и более	117466.0	114380.0	10004.0	34202.0	44451.0	15717.0	5161.0	2592.0	997.0	1256.0	219890.0	1922.0	3086.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	520005.0	496475.0	101430.0	181426.0	174825.0	28337.0	5673.0	2260.0	940.0	1584.0	668459.0	1346.0	23530.0
в том числе в возрасте, лет:													
15 – 17	26750.0	23538.0	22936.0	496.0	102.0	4.0	-	-	-	-	712.0	30.0	3212.0
18 – 19	17222.0	15477.0	14103.0	1232.0	138.0	4.0	-	-	-	-	1520.0	98.0	1745.0
20 – 24	39606.0	36147.0	23255.0	11595.0	1172.0	65.0	12.0	8.0	28.0	12.0	14474.0	400.0	3459.0
25 – 29	38932.0	36773.0	10477.0	21088.0	4684.0	309.0	53.0	16.0	32.0	114.0	32762.0	891.0	2159.0
30 – 34	35929.0	34382.0	4437.0	19047.0	9602.0	967.0	140.0	45.0	25.0	119.0	43030.0	1252.0	1547.0
35 – 39	39294.0	37893.0	2929.0	16607.0	16124.0	1730.0	297.0	79.0	24.0	103.0	56593.0	1493.0	1401.0
40 – 44	52218.0	50621.0	3076.0	17529.0	25397.0	3579.0	625.0	146.0	83.0	186.0	84349.0	1666.0	1597.0
45 – 49	52317.0	50750.0	3438.0	17462.0	25003.0	3871.0	529.0	231.0	93.0	123.0	83864.0	1652.0	1567.0
50 – 54	47447.0	45877.0	3148.0	17082.0	21836.0	2831.0	521.0	243.0	67.0	149.0	74114.0	1615.0	1570.0
55 – 59	24905.0	24113.0	1911.0	9488.0	10984.0	1353.0	196.0	85.0	42.0	54.0	37429.0	1552.0	792.0
60 – 64	38066.0	36910.0	2781.0	14640.0	16628.0	2203.0	352.0	140.0	45.0	121.0	57882.0	1568.0	1156.0
65 – 69	33514.0	32523.0	2370.0	12150.0	14860.0	2515.0	345.0	138.0	54.0	91.0	52569.0	1616.0	991.0
70 и более	73805.0	71471.0	6569.0	23010.0	28295.0	8906.0	2603.0	1129.0	447.0	512.0	129161.0	1807.0	2334.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	258758.0	251028.0	46698.0	75483.0	92635.0	24221.0	6321.0	3060.0	1132.0	1478.0	392594.0	1564.0	7730.0
в том числе в возрасте, лет:													
15 – 17	13468.0	11989.0	11590.0	354.0	41.0	4.0	-	-	-	-	448.0	37.0	1479.0
18 – 19	8716.0	7908.0	7061.0	740.0	103.0	4.0	-	-	-	-	958.0	121.0	808.0
20 – 24	19714.0	18382.0	10554.0	6784.0	919.0	100.0	13.0	-	8.0	4.0	9050.0	492.0	1332.0
25 – 29	17633.0	17027.0	4105.0	9289.0	3206.0	289.0	71.0	29.0	13.0	25.0	17267.0	1014.0	606.0
30 – 34	15893.0	15525.0	1667.0	7284.0	5442.0	887.0	143.0	33.0	24.0	45.0	22053.0	1420.0	368.0
35 – 39	18106.0	17742.0	1072.0	6016.0	8482.0	1669.0	311.0	123.0	24.0	45.0	30337.0	1710.0	364.0
40 – 44	24630.0	24213.0	1274.0	6387.0	12333.0	3147.0	631.0	251.0	93.0	97.0	45574.0	1882.0	417.0
45 – 49	24592.0	24281.0	1346.0	6363.0	12308.0	3194.0	605.0	282.0	83.0	100.0	45700.0	1882.0	311.0
50 – 54	21528.0	21137.0	1314.0	5972.0	10550.0	2339.0	500.0	264.0	84.0	114.0	38801.0	1836.0	391.0
55 – 59	11921.0	11657.0	795.0	3539.0	5557.0	1262.0	252.0	110.0	57.0	85.0	21050.0	1806.0	264.0
60 – 64	20146.0	19858.0	1365.0	6106.0	9242.0	2206.0	520.0	252.0	53.0	114.0	35821.0	1804.0	288.0
65 – 69	18750.0	18400.0	1120.0	5457.0	8296.0	2309.0	717.0	253.0	143.0	105.0	34806.0	1892.0	350.0
70 и более	43661.0	42909.0	3435.0	11192.0	16156.0	6811.0	2558.0	1463.0	550.0	744.0	90729.0	2114.0	752.0
Мурманская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	385111.0	377718.0	80693.0	128497.0	135035.0	25342.0	4887.0	1706.0	661.0	897.0	513736.0	1360.0	7393.0
в том числе в возрасте, лет:													
15 – 17	22155.0	20796.0	20521.0	239.0	36.0	-	-	-	-	-	311.0	15.0	1359.0
18 – 19	13355.0	12703.0	11628.0	1030.0	41.0	4.0	-	-	-	-	1124.0	88.0	652.0
20 – 24	34307.0	33088.0	20604.0	11466.0	921.0	64.0	5.0	8.0	8.0	12.0	13692.0	414.0	1219.0
25 – 29	35817.0	35128.0	9298.0	20595.0	4754.0	396.0	47.0	8.0	4.0	26.0	31759.0	904.0	689.0
30 – 34	32119.0	31651.0	3318.0	17360.0	9875.0	840.0	168.0	39.0	8.0	43.0	40863.0	1291.0	468.0
35 – 39	33740.0	33355.0	2193.0	14146.0	14627.0	1953.0	278.0	62.0	33.0	63.0	51392.0	1541.0	385.0
40 – 44	43342.0	42862.0	2314.0	13986.0	22477.0	3344.0	492.0	125.0	48.0	76.0	72484.0	1691.0	480.0
45 – 49	42938.0	42477.0	2436.0	12139.0	22692.0	4240.0	622.0	217.0	66.0	65.0	74701.0	1759.0	461.0
50 – 54	38432.0	38044.0	2285.0	11521.0	19601.0	3736.0	554.0	190.0	60.0	97.0	66255.0	1742.0	388.0
55 – 59	18777.0	18576.0	1330.0	5808.0	9203.0	1767.0	262.0	92.0	52.0	62.0	31829.0	1713.0	201.0
60 – 64	24325.0	23964.0	1596.0	7926.0	11844.0	2049.0	334.0	108.0	39.0	68.0	40381.0	1685.0	361.0
65 – 69	17583.0	17309.0	1106.0	5223.0	8180.0	2111.0	426.0	168.0	40.0	55.0	31142.0	1799.0	274.0
70 и более	28221.0	27765.0	2064.0	7058.0	10784.0	4838.0	1699.0	689.0	303.0	330.0	57803.0	2082.0	456.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	361072.0	354171.0	76437.0	121239.0	126261.0	23058.0	4312.0	1523.0	552.0	789.0	477340.0	1348.0	6901.0
в том числе в возрасте, лет:													
15 – 17	20743.0	19495.0	19242.0	217.0	36.0	-	-	-	-	-	289.0	15.0	1248.0
18 – 19	12661.0	12051.0	11084.0	923.0	40.0	4.0	-	-	-	-	1015.0	84.0	610.0
20 – 24	31884.0	30756.0	19440.0	10426.0	805.0	52.0	5.0	8.0	8.0	12.0	12384.0	403.0	1128.0
25 – 29	33193.0	32556.0	8883.0	19067.0	4201.0	323.0	44.0	8.0	4.0	26.0	28894.0	888.0	637.0
30 – 34	29719.0	29287.0	3184.0	16214.0	8908.0	746.0	149.0	37.0	8.0	41.0	37401.0	1277.0	432.0
35 – 39	31254.0	30894.0	2062.0	13316.0	13404.0	1745.0	228.0	49.0	28.0	62.0	47189.0	1527.0	360.0
40 – 44	40343.0	39900.0	2209.0	13307.0	20800.0	2933.0	423.0	109.0	45.0	74.0	66830.0	1675.0	443.0
45 – 49	40287.0	39858.0	2328.0	11594.0	21235.0	3837.0	552.0	196.0	55.0	61.0	69553.0	1745.0	429.0
50 – 54	36309.0	35946.0	2167.0	11032.0	18503.0	3441.0	496.0	166.0	50.0	91.0	62225.0	1731.0	363.0
55 – 59	17917.0	17729.0	1283.0	5611.0	8800.0	1639.0	203.0	88.0	45.0	60.0	30127.0	1699.0	188.0
60 – 64	23205.0	22851.0	1536.0	7662.0	11314.0	1856.0	286.0	102.0	29.0	66.0	38182.0	1671.0	354.0
65 – 69	16738.0	16478.0	1065.0	5067.0	7838.0	1940.0	351.0	144.0	31.0	42.0	29199.0	1772.0	260.0
70 и более	26819.0	26370.0	1954.0	6803.0	10377.0	4542.0	1575.0	616.0	249.0	254.0	54052.0	2050.0	449.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	24039.0	23547.0	4256.0	7258.0	8774.0	2284.0	575.0	183.0	109.0	108.0	36396.0	1546.0	492.0
в том числе в возрасте, лет:													
15 – 17	1412.0	1301.0	1279.0	22.0	-	-	-	-	-	-	22.0	17.0	111.0
18 – 19	694.0	652.0	544.0	107.0	1.0	-	-	-	-	-	109.0	167.0	42.0
20 – 24	2423.0	2332.0	1164.0	1040.0	116.0	12.0	-	-	-	-	1308.0	561.0	91.0
25 – 29	2624.0	2572.0	415.0	1528.0	553.0	73.0	3.0	-	-	-	2865.0	1114.0	52.0
30 – 34	2400.0	2364.0	134.0	1146.0	967.0	94.0	19.0	2.0	-	2.0	3462.0	1464.0	36.0
35 – 39	2486.0	2461.0	131.0	830.0	1223.0	208.0	50.0	13.0	5.0	1.0	4203.0	1708.0	25.0
40 – 44	2999.0	2962.0	105.0	679.0	1677.0	411.0	69.0	16.0	3.0	2.0	5654.0	1909.0	37.0
45 – 49	2651.0	2619.0	108.0	545.0	1457.0	403.0	70.0	21.0	11.0	4.0	5148.0	1966.0	32.0
50 – 54	2123.0	2098.0	118.0	489.0	1098.0	295.0	58.0	24.0	10.0	6.0	4030.0	1921.0	25.0
55 – 59	860.0	847.0	47.0	197.0	403.0	128.0	59.0	4.0	7.0	2.0	1702.0	2009.0	13.0
60 – 64	1120.0	1113.0	60.0	264.0	530.0	193.0	48.0	6.0	10.0	2.0	2199.0	1976.0	7.0
65 – 69	845.0	831.0	41.0	156.0	342.0	171.0	75.0	24.0	9.0	13.0	1943.0	2338.0	14.0
70 и более	1402.0	1395.0	110.0	255.0	407.0	296.0	124.0	73.0	54.0	76.0	3751.0	2689.0	7.0
Новгородская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	328999.0	323371.0	68674.0	103907.0	112312.0	25729.0	6760.0	3056.0	1260.0	1673.0	469150.0	1451.0	5628.0
в том числе в возрасте, лет:													
15 – 17	16920.0	15909.0	15705.0	184.0	20.0	-	-	-	-	-	224.0	14.0	1011.0
18 – 19	11257.0	10670.0	9671.0	922.0	69.0	8.0	-	-	-	-	1084.0	102.0	587.0
20 – 24	25087.0	24200.0	15602.0	7672.0	830.0	60.0	8.0	4.0	20.0	4.0	9712.0	401.0	887.0
25 – 29	22588.0	22024.0	6154.0	11770.0	3541.0	393.0	75.0	32.0	8.0	51.0	20944.0	951.0	564.0
30 – 34	21182.0	20944.0	2679.0	10755.0	6224.0	989.0	162.0	69.0	19.0	47.0	27646.0	1320.0	238.0
35 – 39	23904.0	23719.0	1822.0	9341.0	10129.0	1767.0	361.0	164.0	68.0	67.0	38138.0	1608.0	185.0
40 – 44	30589.0	30298.0	2174.0	8681.0	15397.0	2899.0	672.0	254.0	71.0	150.0	53749.0	1774.0	291.0
45 – 49	30776.0	30493.0	2165.0	8967.0	15111.0	3060.0	609.0	262.0	147.0	172.0	54420.0	1785.0	283.0
50 – 54	26994.0	26730.0	1967.0	9003.0	12492.0	2345.0	419.0	243.0	110.0	151.0	45736.0	1711.0	264.0
55 – 59	14268.0	14153.0	1051.0	5210.0	6403.0	1047.0	215.0	120.0	43.0	64.0	23386.0	1652.0	115.0
60 – 64	24698.0	24399.0	2046.0	8515.0	10817.0	2144.0	489.0	203.0	67.0	118.0	40928.0	1677.0	299.0
65 – 69	23363.0	23153.0	1990.0	7048.0	10430.0	2586.0	624.0	277.0	89.0	109.0	40958.0	1769.0	210.0
70 и более	57373.0	56679.0	5648.0	15839.0	20849.0	8431.0	3126.0	1428.0	618.0	740.0	112225.0	1980.0	694.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	231949.0	227679.0	52769.0	80422.0	76244.0	13122.0	2845.0	1092.0	447.0	738.0	297792.0	1308.0	4270.0
в том числе в возрасте, лет:													
15 – 17	12523.0	11779.0	11638.0	125.0	16.0	-	-	-	-	-	157.0	13.0	744.0
18 – 19	8851.0	8416.0	7787.0	581.0	40.0	8.0	-	-	-	-	685.0	81.0	435.0
20 – 24	19443.0	18730.0	12560.0	5656.0	470.0	16.0	4.0	4.0	16.0	4.0	6804.0	363.0	713.0
25 – 29	17649.0	17189.0	5155.0	9449.0	2318.0	169.0	39.0	12.0	-	47.0	15177.0	883.0	460.0
30 – 34	16132.0	15913.0	2147.0	8930.0	4200.0	496.0	74.0	12.0	15.0	39.0	19565.0	1229.0	219.0
35 – 39	17465.0	17321.0	1472.0	7841.0	6866.0	861.0	167.0	49.0	27.0	38.0	25557.0	1475.0	144.0
40 – 44	22456.0	22217.0	1655.0	7238.0	11222.0	1598.0	323.0	88.0	23.0	70.0	36903.0	1661.0	239.0
45 – 49	22925.0	22683.0	1707.0	7347.0	11299.0	1803.0	288.0	81.0	69.0	89.0	38062.0	1678.0	242.0
50 – 54	20300.0	20112.0	1590.0	7400.0	9393.0	1319.0	214.0	83.0	34.0	79.0	32213.0	1602.0	188.0
55 – 59	10466.0	10379.0	844.0	4091.0	4727.0	546.0	84.0	44.0	7.0	36.0	16084.0	1550.0	87.0
60 – 64	16561.0	16362.0	1451.0	6425.0	7172.0	983.0	188.0	70.0	19.0	54.0	25376.0	1551.0	199.0
65 – 69	14257.0	14127.0	1320.0	4992.0	6279.0	1204.0	209.0	63.0	26.0	34.0	22746.0	1610.0	130.0
70 и более	32921.0	32451.0	3443.0	10347.0	12242.0	4119.0	1255.0	586.0	211.0	248.0	58463.0	1802.0	470.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	97050.0	95692.0	15905.0	23485.0	36068.0	12607.0	3915.0	1964.0	813.0	935.0	171358.0	1791.0	1358.0
в том числе в возрасте, лет:													
15 – 17	4397.0	4130.0	4067.0	59.0	4.0	-	-	-	-	-	67.0	16.0	267.0
18 – 19	2406.0	2254.0	1884.0	341.0	29.0	-	-	-	-	-	399.0	177.0	152.0
20 – 24	5644.0	5470.0	3042.0	2016.0	360.0	44.0	4.0	-	4.0	-	2908.0	532.0	174.0
25 – 29	4939.0	4835.0	999.0	2321.0	1223.0	224.0	36.0	20.0	8.0	4.0	5767.0	1193.0	104.0
30 – 34	5050.0	5031.0	532.0	1825.0	2024.0	493.0	88.0	57.0	4.0	8.0	8081.0	1606.0	19.0
35 – 39	6439.0	6398.0	350.0	1500.0	3263.0	906.0	194.0	115.0	41.0	29.0	12581.0	1966.0	41.0
40 – 44	8133.0	8081.0	519.0	1443.0	4175.0	1301.0	349.0	166.0	48.0	80.0	16846.0	2085.0	52.0
45 – 49	7851.0	7810.0	458.0	1620.0	3812.0	1257.0	321.0	181.0	78.0	83.0	16358.0	2094.0	41.0
50 – 54	6694.0	6618.0	377.0	1603.0	3099.0	1026.0	205.0	160.0	76.0	72.0	13523.0	2043.0	76.0
55 – 59	3802.0	3774.0	207.0	1119.0	1676.0	501.0	131.0	76.0	36.0	28.0	7302.0	1935.0	28.0
60 – 64	8137.0	8037.0	595.0	2090.0	3645.0	1161.0	301.0	133.0	48.0	64.0	15552.0	1935.0	100.0
65 – 69	9106.0	9026.0	670.0	2056.0	4151.0	1382.0	415.0	214.0	63.0	75.0	18212.0	2018.0	80.0
70 и более	24452.0	24228.0	2205.0	5492.0	8607.0	4312.0	1871.0	842.0	407.0	492.0	53762.0	2219.0	224.0
Псковская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	356784.0	352523.0	72313.0	114724.0	125124.0	27506.0	6881.0	3151.0	1273.0	1551.0	511008.0	1450.0	4261.0
в том числе в возрасте, лет:													
15 – 17	17850.0	16863.0	16639.0	212.0	8.0	4.0	-	-	-	-	240.0	14.0	987.0
18 – 19	11425.0	11105.0	10218.0	834.0	49.0	4.0	-	-	-	-	944.0	85.0	320.0
20 – 24	24918.0	24334.0	15582.0	7700.0	923.0	71.0	30.0	8.0	12.0	8.0	10047.0	413.0	584.0
25 – 29	23933.0	23531.0	6547.0	12910.0	3502.0	431.0	57.0	16.0	24.0	44.0	22007.0	935.0	402.0
30 – 34	23647.0	23423.0	2771.0	12442.0	6960.0	897.0	173.0	88.0	48.0	44.0	30809.0	1315.0	224.0
35 – 39	25879.0	25662.0	2047.0	10594.0	10635.0	1670.0	430.0	136.0	73.0	77.0	40315.0	1571.0	217.0
40 – 44	32782.0	32574.0	2167.0	10525.0	15729.0	3003.0	618.0	260.0	146.0	126.0	56672.0	1740.0	208.0
45 – 49	32437.0	32206.0	2184.0	10081.0	15828.0	3064.0	594.0	252.0	82.0	121.0	56017.0	1739.0	231.0
50 – 54	30100.0	29906.0	2194.0	9999.0	14220.0	2564.0	460.0	235.0	90.0	144.0	50826.0	1700.0	194.0
55 – 59	15948.0	15787.0	1352.0	5373.0	7179.0	1342.0	250.0	172.0	54.0	65.0	26448.0	1675.0	161.0
60 – 64	26369.0	26144.0	1990.0	8426.0	12364.0	2338.0	499.0	300.0	106.0	121.0	45287.0	1732.0	225.0
65 – 69	25236.0	25149.0	1878.0	7632.0	11771.0	2801.0	572.0	276.0	106.0	113.0	44820.0	1782.0	87.0
70 и более	66260.0	65839.0	6744.0	17996.0	25956.0	9317.0	3198.0	1408.0	532.0	688.0	126576.0	1923.0	421.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	237602.0	234116.0	53518.0	85472.0	78806.0	12193.0	2258.0	876.0	366.0	627.0	300418.0	1283.0	3486.0
в том числе в возрасте, лет:													
15 – 17	12992.0	12162.0	12007.0	143.0	8.0	4.0	-	-	-	-	171.0	14.0	830.0
18 – 19	8963.0	8689.0	8125.0	532.0	28.0	4.0	-	-	-	-	600.0	69.0	274.0
20 – 24	19153.0	18665.0	12432.0	5679.0	492.0	25.0	17.0	8.0	8.0	4.0	6922.0	371.0	488.0
25 – 29	18169.0	17820.0	5316.0	10120.0	2153.0	167.0	12.0	8.0	12.0	32.0	15343.0	861.0	349.0
30 – 34	17449.0	17257.0	2218.0	10119.0	4362.0	428.0	82.0	24.0	4.0	20.0	20751.0	1202.0	192.0
35 – 39	18372.0	18180.0	1529.0	8589.0	7044.0	770.0	159.0	41.0	20.0	28.0	26184.0	1440.0	192.0
40 – 44	23383.0	23228.0	1603.0	8737.0	11062.0	1472.0	218.0	48.0	40.0	48.0	37033.0	1594.0	155.0
45 – 49	23642.0	23456.0	1668.0	8197.0	11552.0	1699.0	186.0	75.0	28.0	51.0	38066.0	1623.0	186.0
50 – 54	21700.0	21547.0	1589.0	8020.0	10298.0	1325.0	165.0	63.0	24.0	63.0	34195.0	1587.0	153.0
55 – 59	10906.0	10774.0	1033.0	4154.0	4786.0	625.0	84.0	48.0	8.0	36.0	16493.0	1531.0	132.0
60 – 64	16068.0	15900.0	1314.0	5901.0	7391.0	1006.0	136.0	72.0	20.0	60.0	25225.0	1586.0	168.0
65 – 69	13791.0	13724.0	1107.0	4948.0	6399.0	949.0	166.0	67.0	36.0	52.0	22248.0	1621.0	67.0
70 и более	33014.0	32714.0	3577.0	10333.0	13231.0	3719.0	1033.0	422.0	166.0	233.0	57187.0	1748.0	300.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	119182.0	118407.0	18795.0	29252.0	46318.0	15313.0	4623.0	2275.0	907.0	924.0	210590.0	1779.0	775.0
в том числе в возрасте, лет:													
15 – 17	4858.0	4701.0	4632.0	69.0	-	-	-	-	-	-	69.0	15.0	157.0
18 – 19	2462.0	2416.0	2093.0	302.0	21.0	-	-	-	-	-	344.0	142.0	46.0
20 – 24	5765.0	5669.0	3150.0	2021.0	431.0	46.0	13.0	-	4.0	4.0	3125.0	551.0	96.0
25 – 29	5764.0	5711.0	1231.0	2790.0	1349.0	264.0	45.0	8.0	12.0	12.0	6664.0	1167.0	53.0
30 – 34	6198.0	6166.0	553.0	2323.0	2598.0	469.0	91.0	64.0	44.0	24.0	10058.0	1631.0	32.0
35 – 39	7507.0	7482.0	518.0	2005.0	3591.0	900.0	271.0	95.0	53.0	49.0	14131.0	1889.0	25.0
40 – 44	9399.0	9346.0	564.0	1788.0	4667.0	1531.0	400.0	212.0	106.0	78.0	19639.0	2101.0	53.0
45 – 49	8795.0	8750.0	516.0	1884.0	4276.0	1365.0	408.0	177.0	54.0	70.0	17951.0	2052.0	45.0
50 – 54	8400.0	8359.0	605.0	1979.0	3922.0	1239.0	295.0	172.0	66.0	81.0	16631.0	1990.0	41.0
55 – 59	5042.0	5013.0	319.0	1219.0	2393.0	717.0	166.0	124.0	46.0	29.0	9955.0	1986.0	29.0
60 – 64	10301.0	10244.0	676.0	2525.0	4973.0	1332.0	363.0	228.0	86.0	61.0	20062.0	1958.0	57.0
65 – 69	11445.0	11425.0	771.0	2684.0	5372.0	1852.0	406.0	209.0	70.0	61.0	22572.0	1976.0	20.0
70 и более	33246.0	33125.0	3167.0	7663.0	12725.0	5598.0	2165.0	986.0	366.0	455.0	69389.0	2095.0	121.0
г. Санкт-Петербург													
Городские населенные пункты													
Женщины в возрасте 15 лет и более	2264836.0	2086893.0	540550.0	909208.0	547313.0	64513.0	12155.0	3686.0	2341.0	7127.0	2338333.0	1120.0	177943.0
в том числе в возрасте, лет:													
15 – 17	104662.0	87132.0	85203.0	1619.0	293.0	17.0	-	-	-	-	2256.0	26.0	17530.0
18 – 19	81562.0	69163.0	65556.0	3113.0	463.0	31.0	-	-	-	-	4132.0	60.0	12399.0
20 – 24	182753.0	158341.0	122241.0	32177.0	3157.0	197.0	170.0	54.0	251.0	94.0	42196.0	266.0	24412.0
25 – 29	166385.0	149326.0	63491.0	71109.0	12828.0	909.0	268.0	31.0	145.0	545.0	106098.0	711.0	17059.0
30 – 34	163738.0	150419.0	32696.0	85429.0	28603.0	2343.0	558.0	58.0	174.0	558.0	158224.0	1052.0	13319.0
35 – 39	170285.0	158879.0	20434.0	83883.0	47726.0	4924.0	932.0	222.0	133.0	625.0	204880.0	1290.0	11406.0
40 – 44	215246.0	202181.0	20434.0	91332.0	78332.0	9263.0	1349.0	336.0	227.0	908.0	291896.0	1444.0	13065.0
45 – 49	210718.0	199133.0	19453.0	88890.0	78559.0	9288.0	1450.0	412.0	247.0	834.0	290083.0	1457.0	11585.0
50 – 54	197921.0	186127.0	19744.0	87426.0	68567.0	7733.0	1278.0	482.0	199.0	698.0	262221.0	1409.0	11794.0
55 – 59	133720.0	125251.0	15205.0	63581.0	41119.0	3884.0	697.0	235.0	89.0	441.0	165747.0	1323.0	8469.0
60 – 64	153983.0	145072.0	16889.0	77515.0	44974.0	4139.0	661.0	209.0	128.0	557.0	189128.0	1304.0	8911.0
65 – 69	141846.0	133909.0	16127.0	71362.0	41275.0	3784.0	614.0	187.0	97.0	463.0	173132.0	1293.0	7937.0
70 и более	342017.0	321960.0	43077.0	151772.0	101417.0	18001.0	4178.0	1460.0	651.0	1404.0	448340.0	1393.0	20057.0
Южный федеральный округ													
Республика Адыгея													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	200145.0	198947.0	45008.0	45954.0	69210.0	24866.0	7233.0	3359.0	1587.0	1730.0	328111.0	1649.0	1198.0
в том числе в возрасте, лет:													
15 – 17	12016.0	11955.0	11797.0	149.0	9.0	-	-	-	-	-	167.0	14.0	61.0
18 – 19	8003.0	7943.0	7285.0	604.0	49.0	5.0	-	-	-	-	717.0	90.0	60.0
20 – 24	17242.0	17114.0	10939.0	4956.0	1036.0	113.0	36.0	2.0	26.0	6.0	7719.0	451.0	128.0
25 – 29	15201.0	15081.0	4010.0	6711.0	3658.0	519.0	115.0	19.0	20.0	29.0	16489.0	1093.0	120.0
30 – 34	14649.0	14553.0	1848.0	5329.0	5799.0	1210.0	233.0	54.0	33.0	47.0	22314.0	1533.0	96.0
35 – 39	15303.0	15210.0	1148.0	3958.0	7355.0	2073.0	434.0	130.0	54.0	58.0	28061.0	1845.0	93.0
40 – 44	18742.0	18633.0	1165.0	3912.0	9383.0	3113.0	642.0	213.0	85.0	120.0	37112.0	1992.0	109.0
45 – 49	16835.0	16742.0	975.0	3399.0	8240.0	3006.0	649.0	247.0	99.0	127.0	34340.0	2051.0	93.0
50 – 54	15533.0	15453.0	832.0	3206.0	7439.0	2857.0	659.0	253.0	91.0	116.0	32060.0	2075.0	80.0
55 – 59	8805.0	8758.0	531.0	1809.0	4148.0	1529.0	395.0	188.0	76.0	82.0	18338.0	2094.0	47.0
60 – 64	16875.0	16801.0	1010.0	3370.0	7516.0	3035.0	975.0	519.0	200.0	176.0	36662.0	2182.0	74.0
65 – 69	12879.0	12800.0	859.0	2559.0	5276.0	2378.0	863.0	461.0	229.0	175.0	28759.0	2247.0	79.0
70 и более	28062.0	27904.0	2609.0	5992.0	9302.0	5028.0	2232.0	1273.0	674.0	794.0	65373.0	2343.0	158.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	109054.0	108411.0	27878.0	28644.0	38576.0	9546.0	2074.0	863.0	385.0	445.0	152951.0	1411.0	643.0
в том числе в возрасте, лет:													
15 – 17	6729.0	6702.0	6648.0	52.0	2.0	-	-	-	-	-	56.0	8.0	27.0
18 – 19	5021.0	4993.0	4758.0	223.0	11.0	1.0	-	-	-	-	248.0	50.0	28.0
20 – 24	10184.0	10107.0	7256.0	2487.0	306.0	22.0	11.0	-	20.0	5.0	3364.0	333.0	77.0
25 – 29	8578.0	8507.0	2714.0	4149.0	1473.0	124.0	18.0	5.0	9.0	15.0	7737.0	909.0	71.0
30 – 34	8138.0	8080.0	1254.0	3512.0	2839.0	383.0	56.0	8.0	11.0	17.0	10796.0	1336.0	58.0
35 – 39	8272.0	8215.0	731.0	2693.0	3912.0	701.0	112.0	34.0	12.0	20.0	13470.0	1640.0	57.0
40 – 44	10167.0	10110.0	736.0	2633.0	5299.0	1164.0	170.0	59.0	17.0	32.0	18070.0	1787.0	57.0
45 – 49	9524.0	9461.0	650.0	2300.0	4958.0	1231.0	181.0	79.0	22.0	40.0	17477.0	1847.0	63.0
50 – 54	8890.0	8840.0	513.0	2218.0	4585.0	1194.0	206.0	70.0	14.0	40.0	16547.0	1872.0	50.0
55 – 59	4885.0	4862.0	323.0	1232.0	2556.0	582.0	100.0	32.0	17.0	20.0	8920.0	1835.0	23.0
60 – 64	8447.0	8413.0	570.0	2153.0	4265.0	1021.0	239.0	97.0	38.0	30.0	15675.0	1863.0	34.0
65 – 69	6301.0	6261.0	422.0	1625.0	3001.0	864.0	197.0	83.0	37.0	32.0	11901.0	1901.0	40.0
70 и более	13918.0	13860.0	1303.0	3367.0	5369.0	2259.0	784.0	396.0	188.0	194.0	28690.0	2070.0	58.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	91091.0	90536.0	17130.0	17310.0	30634.0	15320.0	5159.0	2496.0	1202.0	1285.0	175160.0	1935.0	555.0
в том числе в возрасте, лет:													
15 – 17	5287.0	5253.0	5149.0	97.0	7.0	-	-	-	-	-	111.0	21.0	34.0
18 – 19	2982.0	2950.0	2527.0	381.0	38.0	4.0	-	-	-	-	469.0	159.0	32.0
20 – 24	7058.0	7007.0	3683.0	2469.0	730.0	91.0	25.0	2.0	6.0	1.0	4355.0	622.0	51.0
