13. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ																			
ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ																			
																			
	Численность населения соответст-вующей националь-ности	Всего указали источников средств к существова-нию	в том числе												Не указавшие источник средств к существова-нию	Из общей численности населения данной национальности указали			
Украинцы	12471.0	16291.0	6658.0	2207.0	76.0	4039.0	516.0	657.0	121.0	128.0	39.0	8.0	1583.0	259.0	7.0	8868.0	3367.0	227.0	2.0
Белорусы	9664.0	12885.0	5146.0	1985.0	191.0	2815.0	349.0	545.0	113.0	119.0	26.0	8.0	1393.0	195.0	7.0	6594.0	2899.0	163.0	1.0
Городское население	502654.0	648384.0	235189.0	45448.0	13849.0	113949.0	18499.0	63591.0	4699.0	7781.0	1018.0	333.0	134916.0	9112.0	2356.0	359557.0	133513.0	7115.0	113.0
Русские	472634.0	612817.0	220697.0	42698.0	13490.0	106797.0	17402.0	61437.0	4434.0	7310.0	921.0	310.0	129143.0	8178.0	687.0	338037.0	127063.0	6738.0	109.0
Украинцы	8975.0	11297.0	5081.0	963.0	63.0	2922.0	393.0	430.0	71.0	80.0	30.0	7.0	1116.0	141.0	7.0	6800.0	2009.0	157.0	2.0
Белорусы	6595.0	8345.0	3781.0	758.0	148.0	1806.0	230.0	348.0	75.0	79.0	20.0	7.0	986.0	107.0	5.0	4936.0	1553.0	101.0	-
Сельское население	258156.0	384067.0	76587.0	86292.0	3024.0	91497.0	12730.0	37346.0	2503.0	5885.0	387.0	166.0	58305.0	9345.0	191.0	136575.0	116733.0	4603.0	54.0
Русские	244467.0	364540.0	71282.0	81839.0	2904.0	87975.0	12200.0	35811.0	2345.0	5510.0	352.0	161.0	55553.0	8608.0	102.0	128682.0	111241.0	4393.0	49.0
Украинцы	3496.0	4994.0	1577.0	1244.0	13.0	1117.0	123.0	227.0	50.0	48.0	9.0	1.0	467.0	118.0	-	2068.0	1358.0	70.0	-
Белорусы	3069.0	4540.0	1365.0	1227.0	43.0	1009.0	119.0	197.0	38.0	40.0	6.0	1.0	407.0	88.0	2.0	1658.0	1346.0	62.0	1.0
г. Санкт–Петербург																			
Городское население	4661219.0	4963858.0	2094399.0	56935.0	130427.0	1025862.0	154643.0	250837.0	14504.0	71926.0	13837.0	5010.0	1077574.0	67904.0	378738.0	3627218.0	631108.0	22722.0	1433.0
Русские	3949623.0	4526181.0	1902773.0	51765.0	121181.0	922324.0	140903.0	236960.0	13206.0	63189.0	11789.0	4339.0	998452.0	59300.0	47794.0	3300766.0	579344.0	20543.0	1176.0
Украинцы	87119.0	99922.0	50214.0	1442.0	1250.0	27861.0	3328.0	2045.0	317.0	1211.0	353.0	75.0	10521.0	1305.0	751.0	73400.0	12427.0	509.0	32.0
Белорусы	54484.0	62496.0	30697.0	1068.0	729.0	18410.0	2518.0	1320.0	172.0	653.0	174.0	56.0	5985.0	714.0	415.0	46024.0	7713.0	300.0	32.0
Евреи	36570.0	43208.0	15503.0	444.0	563.0	19850.0	2146.0	579.0	71.0	275.0	231.0	67.0	3084.0	395.0	457.0	29301.0	6566.0	216.0	30.0
Татары	35553.0	40214.0	18392.0	437.0	817.0	8901.0	1465.0	1566.0	139.0	515.0	150.0	46.0	7166.0	620.0	386.0	30339.0	4632.0	182.0	14.0
Финны	3980.0	4549.0	1932.0	92.0	106.0	1238.0	176.0	127.0	29.0	50.0	12.0	6.0	706.0	75.0	40.0	3352.0	569.0	18.0	1.0
Узбеки	2987.0	3361.0	1652.0	24.0	98.0	240.0	62.0	176.0	17.0	70.0	31.0	5.0	865.0	121.0	33.0	2568.0	368.0	16.0	2.0
Казахи	2830.0	3204.0	1542.0	17.0	134.0	233.0	44.0	165.0	7.0	73.0	16.0	5.0	890.0	78.0	22.0	2430.0	361.0	16.0	1.0
Южный федеральный округ																			
Республика Адыгея																			
Все население	447109.0	608525.0	147245.0	70513.0	12571.0	103958.0	16355.0	78625.0	3074.0	5666.0	1638.0	1183.0	166096.0	1601.0	1772.0	289536.0	148557.0	7103.0	141.0
Адыгейцы	108115.0	158101.0	33720.0	24007.0	3562.0	19669.0	4226.0	23964.0	915.0	495.0	333.0	564.0	46402.0	244.0	22.0	61033.0	44166.0	2841.0	53.0
Русские	288280.0	385789.0	99887.0	38251.0	7918.0	73423.0	10489.0	46805.0	1914.0	4541.0	1013.0	541.0	100139.0	868.0	40.0	194543.0	89927.0	3689.0	81.0
Армяне	15268.0	20216.0	4029.0	2444.0	309.0	2444.0	439.0	2812.0	75.0	133.0	84.0	20.0	7377.0	50.0	3.0	10483.0	4615.0	165.0	2.0
Украинцы	9091.0	11127.0	3164.0	1175.0	98.0	4170.0	393.0	448.0	61.0	62.0	42.0	25.0	1454.0	35.0	-	7124.0	1898.0	69.0	-
Городское население	234900.0	295210.0	89699.0	6257.0	9395.0	52371.0	8751.0	34371.0	1211.0	3550.0	1126.0	550.0	87196.0	733.0	1097.0	174255.0	57721.0	1796.0	31.0
Адыгейцы	44547.0	58124.0	16774.0	921.0	2520.0	5825.0	1606.0	8553.0	250.0	284.0	244.0	66.0	20972.0	109.0	21.0	31329.0	12801.0	391.0	5.0
Русские	164501.0	206338.0	64153.0	4558.0	6010.0	40537.0	6230.0	22746.0	854.0	2842.0	679.0	427.0	56826.0	476.0	38.0	123849.0	39379.0	1210.0	25.0
Армяне	7607.0	9508.0	2453.0	231.0	212.0	1301.0	243.0	1218.0	29.0	95.0	56.0	12.0	3628.0	30.0	3.0	5754.0	1797.0	52.0	1.0
Украинцы	5579.0	6478.0	2222.0	195.0	77.0	2479.0	247.0	224.0	26.0	48.0	30.0	20.0	886.0	24.0	-	4706.0	847.0	26.0	-
Сельское население	212209.0	313315.0	57546.0	64256.0	3176.0	51587.0	7604.0	44254.0	1863.0	2116.0	512.0	633.0	78900.0	868.0	675.0	115281.0	90836.0	5307.0	110.0
Адыгейцы	63568.0	99977.0	16946.0	23086.0	1042.0	13844.0	2620.0	15411.0	665.0	211.0	89.0	498.0	25430.0	135.0	1.0	29704.0	31365.0	2450.0	48.0
Русские	123779.0	179451.0	35734.0	33693.0	1908.0	32886.0	4259.0	24059.0	1060.0	1699.0	334.0	114.0	43313.0	392.0	2.0	70694.0	50548.0	2479.0	56.0
Армяне	7661.0	10708.0	1576.0	2213.0	97.0	1143.0	196.0	1594.0	46.0	38.0	28.0	8.0	3749.0	20.0	-	4729.0	2818.0	113.0	1.0
Украинцы	3512.0	4649.0	942.0	980.0	21.0	1691.0	146.0	224.0	35.0	14.0	12.0	5.0	568.0	11.0	-	2418.0	1051.0	43.0	-
Республика Дагестан																			
Все население	2576531.0	3825581.0	574322.0	472252.0	102982.0	285995.0	90030.0	846592.0	95284.0	9331.0	7561.0	6870.0	1301727.0	32635.0	54.0	1361938.0	1180440.0	33637.0	462.0
Аварцы	758438.0	1152521.0	150561.0	163376.0	28174.0	80839.0	29694.0	262977.0	32302.0	2425.0	2017.0	1638.0	389518.0	9000.0	8.0	376117.0	370681.0	11487.0	145.0
Даргинцы	425526.0	645712.0	93191.0	85363.0	15041.0	46763.0	15753.0	144409.0	13674.0	1257.0	1821.0	997.0	222203.0	5240.0	8.0	212342.0	206260.0	6816.0	100.0
Кумыки	365804.0	536347.0	89585.0	54642.0	15458.0	35043.0	12452.0	123632.0	6202.0	1156.0	984.0	1103.0	191949.0	4141.0	10.0	199109.0	162883.0	3736.0	66.0
Лезгины	336698.0	493451.0	67991.0	65486.0	15788.0	35436.0	8647.0	109048.0	19534.0	1173.0	745.0	982.0	164426.0	4195.0	8.0	182880.0	150899.0	2871.0	40.0
Лакцы	139732.0	200374.0	41008.0	11974.0	10166.0	17926.0	4717.0	39825.0	3728.0	526.0	617.0	459.0	67814.0	1614.0	1.0	80322.0	58197.0	1190.0	22.0
Русские	120875.0	161886.0	49716.0	12225.0	5266.0	25395.0	5213.0	21206.0	1496.0	896.0	349.0	236.0	38617.0	1271.0	5.0	81239.0	38262.0	1354.0	15.0
Азербайджанцы	111656.0	157278.0	21901.0	18942.0	3410.0	10964.0	3463.0	36806.0	2754.0	523.0	235.0	538.0	56224.0	1518.0	5.0	66811.0	44062.0	769.0	9.0
Табасараны	110152.0	171151.0	18529.0	21370.0	3592.0	11199.0	2993.0	39786.0	9083.0	440.0	203.0	271.0	61104.0	2581.0	1.0	51086.0	57150.0	1895.0	20.0
Чеченцы	87867.0	127823.0	13036.0	12617.0	1297.0	7937.0	2651.0	32502.0	3015.0	347.0	284.0	446.0	52174.0	1517.0	-	48729.0	38332.0	794.0	12.0
Ногайцы	38168.0	59861.0	8276.0	11028.0	1058.0	3525.0	1992.0	12745.0	602.0	92.0	115.0	60.0	19786.0	582.0	-	17569.0	19518.0	1068.0	13.0
Рутульцы	24298.0	35528.0	4617.0	4182.0	1094.0	2454.0	610.0	8070.0	1522.0	65.0	28.0	33.0	12699.0	154.0	-	13330.0	10710.0	254.0	4.0
Агулы	23314.0	37750.0	5459.0	7651.0	980.0	2316.0	620.0	8019.0	755.0	72.0	36.0	32.0	11522.0	288.0	-	10043.0	12122.0	1133.0	16.0
Цахуры	8168.0	12100.0	1412.0	1623.0	324.0	805.0	167.0	3009.0	240.0	18.0	10.0	18.0	4428.0	46.0	-	4308.0	3788.0	72.0	-
Таты	825.0	1074.0	268.0	16.0	47.0	199.0	41.0	164.0	9.0	1.0	5.0	3.0	308.0	13.0	-	579.0	243.0	3.0	-
Городское население	1102577.0	1538704.0	316113.0	27119.0	94537.0	104394.0	35766.0	317692.0	21642.0	7041.0	4674.0	4012.0	589833.0	15881.0	38.0	671846.0	425366.0	5182.0	145.0
Аварцы	265646.0	378047.0	72284.0	5564.0	26147.0	19550.0	8161.0	82424.0	5181.0	1668.0	1232.0	1031.0	150858.0	3947.0	6.0	154695.0	109521.0	1386.0	38.0
Даргинцы	148714.0	211365.0	40128.0	3894.0	13703.0	11821.0	4794.0	45314.0	2790.0	922.0	783.0	469.0	84395.0	2352.0	2.0	86879.0	61046.0	754.0	33.0
Кумыки	172268.0	241751.0	48143.0	4943.0	13917.0	15312.0	5808.0	52460.0	3223.0	926.0	700.0	746.0	93406.0	2167.0	10.0	103600.0	67854.0	773.0	31.0
Лезгины	139032.0	195718.0	39852.0	3248.0	14629.0	10195.0	3769.0	39314.0	2621.0	842.0	425.0	385.0	78477.0	1961.0	7.0	82966.0	55437.0	610.0	12.0
Лакцы	97264.0	135720.0	30515.0	1843.0	9809.0	10208.0	3322.0	26184.0	1693.0	458.0	473.0	381.0	49577.0	1257.0	1.0	59224.0	37634.0	392.0	13.0
Русские	97117.0	123904.0	40569.0	2168.0	5129.0	19935.0	4183.0	16653.0	1199.0	771.0	313.0	213.0	31610.0	1161.0	5.0	70791.0	25855.0	461.0	5.0
Азербайджанцы	51257.0	69861.0	13111.0	1714.0	2540.0	4849.0	1697.0	15000.0	1444.0	392.0	197.0	200.0	27974.0	743.0	4.0	32876.0	18151.0	221.0	5.0
Табасараны	43757.0	61742.0	9911.0	1044.0	3229.0	3132.0	1179.0	14147.0	1396.0	321.0	142.0	100.0	26385.0	756.0	1.0	25926.0	17675.0	154.0	1.0
Чеченцы	39551.0	55309.0	7159.0	1299.0	1122.0	3188.0	1120.0	14450.0	1284.0	269.0	213.0	366.0	24068.0	771.0	-	23977.0	15392.0	180.0	2.0
Ногайцы	6252.0	9058.0	1366.0	537.0	818.0	413.0	307.0	1945.0	169.0	67.0	29.0	17.0	3316.0	74.0	-	3484.0	2731.0	36.0	1.0
Рутульцы	8392.0	11964.0	2323.0	186.0	1039.0	493.0	244.0	2415.0	143.0	40.0	18.0	16.0	4945.0	102.0	-	4867.0	3479.0	45.0	1.0
Агулы	9466.0	13376.0	2426.0	265.0	851.0	705.0	231.0	2943.0	205.0	31.0	32.0	24.0	5532.0	131.0	-	5616.0	3793.0	54.0	3.0
Цахуры	2375.0	3534.0	620.0	75.0	292.0	111.0	42.0	818.0	33.0	10.0	10.0	11.0	1478.0	34.0	-	1224.0	1143.0	8.0	-
Таты	803.0	1041.0	267.0	5.0	47.0	195.0	41.0	156.0	9.0	1.0	5.0	3.0	299.0	13.0	-	568.0	232.0	3.0	-
Сельское население	1473954.0	2286877.0	258209.0	445133.0	8445.0	181601.0	54264.0	528900.0	73642.0	2290.0	2887.0	2858.0	711894.0	16754.0	16.0	690092.0	755074.0	28455.0	317.0
Аварцы	492792.0	774474.0	78277.0	157812.0	2027.0	61289.0	21533.0	180553.0	27121.0	757.0	785.0	607.0	238660.0	5053.0	2.0	221422.0	261160.0	10101.0	107.0
Даргинцы	276812.0	434347.0	53063.0	81469.0	1338.0	34942.0	10959.0	99095.0	10884.0	335.0	1038.0	528.0	137808.0	2888.0	6.0	125463.0	145214.0	6062.0	67.0
Кумыки	193536.0	294596.0	41442.0	49699.0	1541.0	19731.0	6644.0	71172.0	2979.0	230.0	284.0	357.0	98543.0	1974.0	-	95509.0	95029.0	2963.0	35.0
Лезгины	197666.0	297733.0	28139.0	62238.0	1159.0	25241.0	4878.0	69734.0	16913.0	331.0	320.0	597.0	85949.0	2234.0	1.0	99914.0	95462.0	2261.0	28.0
Лакцы	42468.0	64654.0	10493.0	10131.0	357.0	7718.0	1395.0	13641.0	2035.0	68.0	144.0	78.0	18237.0	357.0	-	21098.0	20563.0	798.0	9.0
Русские	23758.0	37982.0	9147.0	10057.0	137.0	5460.0	1030.0	4553.0	297.0	125.0	36.0	23.0	7007.0	110.0	-	10448.0	12407.0	893.0	10.0
Азербайджанцы	60399.0	87417.0	8790.0	17228.0	870.0	6115.0	1766.0	21806.0	1310.0	131.0	38.0	338.0	28250.0	775.0	1.0	33935.0	25911.0	548.0	4.0
Табасараны	66395.0	109409.0	8618.0	20326.0	363.0	8067.0	1814.0	25639.0	7687.0	119.0	61.0	171.0	34719.0	1825.0	-	25160.0	39475.0	1741.0	19.0
Чеченцы	48316.0	72514.0	5877.0	11318.0	175.0	4749.0	1531.0	18052.0	1731.0	78.0	71.0	80.0	28106.0	746.0	-	24752.0	22940.0	614.0	10.0
Ногайцы	31916.0	50803.0	6910.0	10491.0	240.0	3112.0	1685.0	10800.0	433.0	25.0	86.0	43.0	16470.0	508.0	-	14085.0	16787.0	1032.0	12.0
Рутульцы	15906.0	23564.0	2294.0	3996.0	55.0	1961.0	366.0	5655.0	1379.0	25.0	10.0	17.0	7754.0	52.0	-	8463.0	7231.0	209.0	3.0
Агулы	13848.0	24374.0	3033.0	7386.0	129.0	1611.0	389.0	5076.0	550.0	41.0	4.0	8.0	5990.0	157.0	-	4427.0	8329.0	1079.0	13.0
Цахуры	5793.0	8566.0	792.0	1548.0	32.0	694.0	125.0	2191.0	207.0	8.0	-	7.0	2950.0	12.0	-	3084.0	2645.0	64.0	-
Таты	22.0	33.0	1.0	11.0	-	4.0	-	8.0	-	-	-	-	9.0	-	-	11.0	11.0	-	-
Республика Ингушетия																			
Все население	467294.0	505178.0	42664.0	15763.0	14648.0	37638.0	16168.0	163364.0	27299.0	11963.0	2439.0	1073.0	154014.0	18145.0	963.0	428289.0	37260.0	759.0	23.0
Ингуши	361057.0	389565.0	36098.0	13666.0	12957.0	30209.0	13271.0	128395.0	21876.0	2442.0	1670.0	887.0	117072.0	11022.0	715.0	331552.0	28369.0	409.0	12.0
Чеченцы	95403.0	103991.0	3882.0	1695.0	1435.0	5814.0	2490.0	32570.0	4919.0	9302.0	723.0	139.0	34318.0	6704.0	158.0	86853.0	8047.0	336.0	9.0
Русские	5559.0	6048.0	1974.0	127.0	136.0	1042.0	266.0	785.0	271.0	146.0	15.0	25.0	1104.0	157.0	7.0	5065.0	478.0	9.0	-
Украинцы	189.0	205.0	45.0	3.0	2.0	59.0	3.0	27.0	9.0	5.0	1.0	1.0	41.0	9.0	-	173.0	16.0	-	-
Кумыки	136.0	142.0	17.0	8.0	4.0	17.0	3.0	41.0	3.0	1.0	-	-	46.0	2.0	-	130.0	6.0	-	-
Аварцы	102.0	107.0	21.0	5.0	2.0	8.0	3.0	22.0	11.0	5.0	2.0	1.0	21.0	6.0	-	99.0	2.0	-	1.0
Армяне	64.0	70.0	17.0	1.0	-	5.0	3.0	12.0	-	3.0	-	-	27.0	2.0	-	58.0	6.0	-	-
Городское население	198496.0	214518.0	22318.0	4743.0	7670.0	15547.0	7408.0	64959.0	10268.0	5113.0	1391.0	533.0	68004.0	6564.0	465.0	181897.0	15790.0	335.0	9.0
Ингуши	161160.0	173880.0	18947.0	4183.0	7048.0	13068.0	6418.0	55113.0	9147.0	1016.0	955.0	486.0	53055.0	4444.0	345.0	147955.0	12662.0	191.0	7.0
Чеченцы	33673.0	36792.0	1763.0	488.0	573.0	1898.0	881.0	9351.0	1032.0	4064.0	427.0	39.0	14253.0	2023.0	77.0	30539.0	2919.0	137.0	1.0
Русские	2545.0	2692.0	1308.0	44.0	27.0	416.0	76.0	257.0	58.0	16.0	6.0	4.0	419.0	61.0	5.0	2394.0	140.0	6.0	-
Украинцы	72.0	78.0	29.0	1.0	-	26.0	1.0	4.0	3.0	1.0	-	-	11.0	2.0	-	66.0	6.0	-	-
Кумыки	60.0	64.0	6.0	5.0	2.0	7.0	2.0	23.0	2.0	-	-	-	16.0	1.0	-	56.0	4.0	-	-
Аварцы	22.0	25.0	9.0	-	-	2.0	-	4.0	1.0	-	1.0	1.0	5.0	2.0	-	21.0	-	-	1.0
Армяне	29.0	31.0	10.0	-	-	-	1.0	3.0	-	2.0	-	-	13.0	2.0	-	27.0	2.0	-	-
Сельское население	268798.0	290660.0	20346.0	11020.0	6978.0	22091.0	8760.0	98405.0	17031.0	6850.0	1048.0	540.0	86010.0	11581.0	498.0	246392.0	21470.0	424.0	14.0
Ингуши	199897.0	215685.0	17151.0	9483.0	5909.0	17141.0	6853.0	73282.0	12729.0	1426.0	715.0	401.0	64017.0	6578.0	370.0	183597.0	15707.0	218.0	5.0
Чеченцы	61730.0	67199.0	2119.0	1207.0	862.0	3916.0	1609.0	23219.0	3887.0	5238.0	296.0	100.0	20065.0	4681.0	81.0	56314.0	5128.0	199.0	8.0
Русские	3014.0	3356.0	666.0	83.0	109.0	626.0	190.0	528.0	213.0	130.0	9.0	21.0	685.0	96.0	2.0	2671.0	338.0	3.0	-
Украинцы	117.0	127.0	16.0	2.0	2.0	33.0	2.0	23.0	6.0	4.0	1.0	1.0	30.0	7.0	-	107.0	10.0	-	-
Кумыки	76.0	78.0	11.0	3.0	2.0	10.0	1.0	18.0	1.0	1.0	-	-	30.0	1.0	-	74.0	2.0	-	-
Аварцы	80.0	82.0	12.0	5.0	2.0	6.0	3.0	18.0	10.0	5.0	1.0	-	16.0	4.0	-	78.0	2.0	-	-
Армяне	35.0	39.0	7.0	1.0	-	5.0	2.0	9.0	-	1.0	-	-	14.0	-	-	31.0	4.0	-	-
Кабардино–Балкарская Республика																			
Все население	901494.0	1353393.0	293288.0	174005.0	38196.0	144209.0	25075.0	238277.0	6862.0	5077.0	2319.0	976.0	420182.0	4927.0	12.0	471830.0	407864.0	21319.0	469.0
Кабардинцы	498702.0	777697.0	143506.0	114670.0	22693.0	63989.0	13075.0	150944.0	3454.0	2224.0	1097.0	519.0	259774.0	1752.0	3.0	234330.0	250009.0	14092.0	268.0
Балкарцы	104951.0	159984.0	35752.0	19857.0	5624.0	14386.0	2628.0	28351.0	1351.0	312.0	219.0	92.0	51125.0	287.0	-	52730.0	49476.0	2678.0	67.0
Русские	226620.0	313368.0	92482.0	28482.0	7658.0	52716.0	7125.0	41826.0	1642.0	1821.0	612.0	239.0	76861.0	1904.0	-	143443.0	79687.0	3410.0	80.0
Осетины	9845.0	14281.0	3362.0	1667.0	348.0	2152.0	391.0	2118.0	54.0	172.0	49.0	9.0	3925.0	34.0	-	5592.0	4073.0	177.0	3.0
Украинцы	7592.0	9844.0	2974.0	1052.0	94.0	3249.0	328.0	597.0	51.0	26.0	24.0	13.0	1369.0	67.0	-	5415.0	2102.0	75.0	-
Немцы	2525.0	3631.0	964.0	454.0	67.0	494.0	88.0	523.0	27.0	25.0	5.0	2.0	966.0	16.0	-	1459.0	1029.0	34.0	3.0
Городское население	510346.0	689340.0	199558.0	23117.0	24351.0	82133.0	14407.0	114105.0	4229.0	1771.0	1977.0	663.0	219935.0	3094.0	9.0	336370.0	169007.0	4885.0	75.0
Кабардинцы	227882.0	315761.0	84451.0	10055.0	12780.0	24701.0	5927.0	59640.0	2035.0	679.0	860.0	306.0	113612.0	715.0	-	142275.0	83369.0	2205.0	33.0
Балкарцы	49116.0	68064.0	20249.0	2345.0	3233.0	5196.0	1093.0	11542.0	432.0	93.0	178.0	54.0	23468.0	181.0	-	30795.0	17701.0	613.0	7.0
Русские	180746.0	234328.0	77716.0	7668.0	6484.0	42069.0	5679.0	31140.0	1421.0	748.0	574.0	213.0	59090.0	1526.0	-	128805.0	50330.0	1581.0	30.0
Осетины	6984.0	9133.0	2465.0	156.0	252.0	1557.0	301.0	1416.0	49.0	20.0	44.0	8.0	2838.0	27.0	-	4880.0	2060.0	43.0	1.0
Украинцы	6182.0	7523.0	2481.0	306.0	87.0	2664.0	273.0	469.0	40.0	14.0	20.0	11.0	1100.0	58.0	-	4877.0	1269.0	36.0	-
Немцы	1716.0	2265.0	686.0	103.0	55.0	345.0	58.0	324.0	21.0	11.0	5.0	2.0	641.0	14.0	-	1178.0	527.0	11.0	-
Сельское население	391148.0	664053.0	93730.0	150888.0	13845.0	62076.0	10668.0	124172.0	2633.0	3306.0	342.0	313.0	200247.0	1833.0	3.0	135460.0	238857.0	16434.0	394.0
Кабардинцы	270820.0	461936.0	59055.0	104615.0	9913.0	39288.0	7148.0	91304.0	1419.0	1545.0	237.0	213.0	146162.0	1037.0	3.0	92055.0	166640.0	11887.0	235.0
Балкарцы	55835.0	91920.0	15503.0	17512.0	2391.0	9190.0	1535.0	16809.0	919.0	219.0	41.0	38.0	27657.0	106.0	-	21935.0	31775.0	2065.0	60.0
Русские	45874.0	79040.0	14766.0	20814.0	1174.0	10647.0	1446.0	10686.0	221.0	1073.0	38.0	26.0	17771.0	378.0	-	14638.0	29357.0	1829.0	50.0
Осетины	2861.0	5148.0	897.0	1511.0	96.0	595.0	90.0	702.0	5.0	152.0	5.0	1.0	1087.0	7.0	-	712.0	2013.0	134.0	2.0
Украинцы	1410.0	2321.0	493.0	746.0	7.0	585.0	55.0	128.0	11.0	12.0	4.0	2.0	269.0	9.0	-	538.0	833.0	39.0	-
Немцы	809.0	1366.0	278.0	351.0	12.0	149.0	30.0	199.0	6.0	14.0	-	-	325.0	2.0	-	281.0	502.0	23.0	3.0
Республика Калмыкия																			
Все население	292410.0	406813.0	98713.0	27176.0	7439.0	49334.0	10960.0	70619.0	3698.0	2659.0	505.0	339.0	134438.0	933.0	31.0	183089.0	104190.0	5057.0	43.0
Калмыки	155938.0	218048.0	53401.0	10466.0	5317.0	21846.0	6348.0	40242.0	2399.0	912.0	258.0	183.0	76235.0	441.0	9.0	96899.0	55966.0	3040.0	24.0
Русские	98115.0	133863.0	35169.0	9848.0	1704.0	22899.0	3543.0	20005.0	923.0	1293.0	161.0	125.0	37900.0	293.0	2.0	63826.0	32837.0	1437.0	13.0
Даргинцы	7295.0	10919.0	1775.0	2266.0	15.0	365.0	188.0	2091.0	68.0	30.0	9.0	6.0	4089.0	17.0	-	3778.0	3411.0	105.0	1.0
Чеченцы	5979.0	8636.0	824.0	1034.0	55.0	367.0	123.0	1939.0	64.0	53.0	42.0	1.0	4113.0	21.0	-	3402.0	2497.0	80.0	-
Казахи	5011.0	7047.0	1525.0	450.0	113.0	726.0	216.0	1301.0	116.0	27.0	1.0	2.0	2547.0	23.0	-	3086.0	1814.0	111.0	-
Украинцы	2505.0	3190.0	974.0	295.0	24.0	878.0	97.0	242.0	17.0	33.0	2.0	5.0	609.0	14.0	-	1854.0	617.0	34.0	-
Немцы	1643.0	2320.0	629.0	214.0	29.0	274.0	44.0	411.0	19.0	8.0	4.0	2.0	683.0	3.0	-	996.0	618.0	28.0	1.0
Городское население	129539.0	171844.0	47336.0	1411.0	6305.0	21678.0	4397.0	27762.0	958.0	992.0	322.0	227.0	59971.0	485.0	19.0	89059.0	38614.0	1832.0	15.0
Калмыки	75205.0	101362.0	27373.0	396.0	4612.0	10288.0	2593.0	17213.0	548.0	363.0	193.0	126.0	37411.0	246.0	6.0	50324.0	23601.0	1261.0	13.0
Русские	46242.0	59840.0	17294.0	805.0	1394.0	10139.0	1579.0	8884.0	355.0	475.0	102.0	92.0	18590.0	131.0	2.0	33124.0	12634.0	480.0	2.0
Даргинцы	217.0	291.0	55.0	10.0	4.0	9.0	4.0	55.0	-	5.0	2.0	-	147.0	-	-	145.0	70.0	2.0	-
Чеченцы	815.0	1142.0	131.0	33.0	39.0	42.0	20.0	238.0	7.0	11.0	6.0	1.0	611.0	3.0	-	501.0	301.0	13.0	-
Казахи	1706.0	2310.0	556.0	15.0	93.0	207.0	53.0	428.0	15.0	14.0	1.0	1.0	918.0	9.0	-	1133.0	542.0	31.0	-
Украинцы	1053.0	1276.0	439.0	34.0	19.0	357.0	39.0	85.0	7.0	17.0	2.0	2.0	267.0	8.0	-	837.0	209.0	7.0	-
Немцы	436.0	576.0	172.0	16.0	22.0	76.0	10.0	85.0	8.0	1.0	4.0	-	180.0	2.0	-	304.0	124.0	8.0	-
Сельское население	162871.0	234969.0	51377.0	25765.0	1134.0	27656.0	6563.0	42857.0	2740.0	1667.0	183.0	112.0	74467.0	448.0	12.0	94030.0	65576.0	3225.0	28.0
Калмыки	80733.0	116686.0	26028.0	10070.0	705.0	11558.0	3755.0	23029.0	1851.0	549.0	65.0	57.0	38824.0	195.0	3.0	46575.0	32365.0	1779.0	11.0
Русские	51873.0	74023.0	17875.0	9043.0	310.0	12760.0	1964.0	11121.0	568.0	818.0	59.0	33.0	19310.0	162.0	-	30702.0	20203.0	957.0	11.0
Даргинцы	7078.0	10628.0	1720.0	2256.0	11.0	356.0	184.0	2036.0	68.0	25.0	7.0	6.0	3942.0	17.0	-	3633.0	3341.0	103.0	1.0
Чеченцы	5164.0	7494.0	693.0	1001.0	16.0	325.0	103.0	1701.0	57.0	42.0	36.0	-	3502.0	18.0	-	2901.0	2196.0	67.0	-
Казахи	3305.0	4737.0	969.0	435.0	20.0	519.0	163.0	873.0	101.0	13.0	-	1.0	1629.0	14.0	-	1953.0	1272.0	80.0	-
Украинцы	1452.0	1914.0	535.0	261.0	5.0	521.0	58.0	157.0	10.0	16.0	-	3.0	342.0	6.0	-	1017.0	408.0	27.0	-
Немцы	1207.0	1744.0	457.0	198.0	7.0	198.0	34.0	326.0	11.0	7.0	-	2.0	503.0	1.0	-	692.0	494.0	20.0	1.0
Карачаево-Черкесская Республика																			
Все население	439470.0	599652.0	111924.0	57212.0	16705.0	80142.0	22694.0	100623.0	4394.0	1457.0	830.0	558.0	180858.0	22255.0	271.0	282375.0	153233.0	3554.0	37.0
Карачаевцы	169198.0	239951.0	29125.0	29878.0	8401.0	23667.0	8929.0	44962.0	1922.0	502.0	317.0	240.0	80796.0	11212.0	29.0	100000.0	67576.0	1574.0	19.0
Черкесы	49591.0	67108.0	13109.0	6465.0	1839.0	7399.0	2195.0	12177.0	451.0	113.0	89.0	79.0	21618.0	1574.0	1.0	32318.0	17029.0	240.0	3.0
Русские	147878.0	194818.0	50234.0	13587.0	3870.0	36397.0	7781.0	26978.0	1543.0	651.0	236.0	150.0	47602.0	5789.0	119.0	101950.0	44571.0	1226.0	12.0
Абазины	32346.0	43362.0	8159.0	3236.0	1109.0	5349.0	1492.0	7830.0	217.0	72.0	67.0	37.0	14431.0	1363.0	14.0	21478.0	10678.0	176.0	-
