3. НАСЕЛЕНИЕ ПО УРОВНЮ ОБРАЗОВАНИЯ, ПОЛУ И ВОЗРАСТНЫМ ГРУППАМ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ 												
												
												
	Всего	Имеющие образование								Не имеющие 
старше трудоспособного	168991.0	649.0	29046.0	1638.0	42166.0	14970.0	17770.0	29993.0	29966.0	2079.0	889.0	714.0
16-29 лет	167511.0	234.0	19716.0	11252.0	46145.0	17887.0	44829.0	24895.0	1363.0	290.0	187.0	900.0
Мужчины в возрасте 15 лет и более	297749.0	1097.0	55736.0	8267.0	92615.0	43472.0	49050.0	34431.0	10946.0	509.0	286.0	1626.0
в том числе в возрасте, лет:												
15–17	19960.0	-	-	-	149.0	373.0	4215.0	14054.0	1021.0	39.0	29.0	109.0
18–19 	13293.0	-	-	502.0	2257.0	1627.0	6620.0	2072.0	132.0	29.0	20.0	54.0
20–24 	29945.0	32.0	2952.0	3336.0	9948.0	4720.0	6302.0	2189.0	239.0	53.0	37.0	174.0
25–29 	27028.0	95.0	5451.0	1120.0	9990.0	4451.0	3952.0	1604.0	165.0	37.0	21.0	163.0
30–34 	24999.0	67.0	5191.0	756.0	10463.0	4177.0	3286.0	741.0	119.0	42.0	33.0	157.0
35–39 	26225.0	88.0	6075.0	573.0	10880.0	4263.0	3419.0	634.0	122.0	25.0	18.0	146.0
40–44 	32556.0	126.0	7389.0	493.0	12376.0	5462.0	5455.0	851.0	182.0	38.0	27.0	184.0
45–49 	30746.0	101.0	7014.0	401.0	10870.0	5387.0	5323.0	1258.0	207.0	21.0	15.0	164.0
50–54 	26873.0	114.0	6414.0	361.0	9074.0	4461.0	4328.0	1706.0	240.0	13.0	10.0	162.0
55–59 	13790.0	84.0	3754.0	180.0	4316.0	2220.0	1742.0	1103.0	294.0	7.0	4.0	90.0
60–64 	18994.0	152.0	4850.0	241.0	4946.0	2692.0	2014.0	2721.0	1257.0	21.0	11.0	100.0
65–69 	13673.0	114.0	3192.0	132.0	3364.0	1724.0	1153.0	2054.0	1846.0	35.0	14.0	59.0
70 и более	19667.0	124.0	3454.0	172.0	3982.0	1915.0	1241.0	3444.0	5122.0	149.0	47.0	64.0
Возраст не указан	135.0	-	3.0	2.0	6.0	-	3.0	3.0	4.0	-	-	114.0
Из общей численности – мужчины в возрасте:												
трудоспособном	238712.0	707.0	44240.0	7722.0	80323.0	37108.0	44642.0	20323.0	1995.0	292.0	206.0	1360.0
старше трудоспособного	52334.0	390.0	11496.0	545.0	12292.0	6331.0	4408.0	8219.0	8225.0	205.0	72.0	223.0
16-29 лет	83523.0	127.0	8403.0	4958.0	22344.0	11138.0	21089.0	14030.0	831.0	146.0	99.0	457.0
Женщины в возрасте 15 лет и более	368758.0	778.0	69198.0	10101.0	126901.0	32900.0	58745.0	42585.0	23557.0	2185.0	1014.0	1808.0
в том числе в возрасте, лет:												
15–17	19854.0	-	-	-	109.0	237.0	5138.0	13381.0	848.0	40.0	26.0	101.0
18–19 	13678.0	-	-	843.0	1863.0	827.0	8723.0	1279.0	62.0	26.0	15.0	55.0
20–24 	29753.0	18.0	4245.0	4251.0	10561.0	2774.0	6371.0	1163.0	156.0	64.0	43.0	150.0
25–29 	27345.0	89.0	7068.0	1200.0	11268.0	2939.0	3511.0	962.0	105.0	29.0	17.0	174.0
30–34 	26204.0	67.0	7044.0	782.0	12067.0	2812.0	2649.0	502.0	87.0	38.0	21.0	156.0
35–39 	28942.0	68.0	8141.0	624.0	13627.0	2875.0	2954.0	386.0	75.0	34.0	22.0	158.0
40–44 	37526.0	100.0	9514.0	563.0	17278.0	4048.0	5111.0	576.0	124.0	38.0	26.0	174.0
45–49 	36196.0	87.0	8523.0	389.0	16253.0	4138.0	5514.0	941.0	154.0	29.0	20.0	168.0
50–54 	32603.0	90.0	7113.0	356.0	14001.0	3611.0	5412.0	1621.0	205.0	13.0	7.0	181.0
55–59 	17710.0	62.0	4395.0	208.0	6573.0	1754.0	2756.0	1501.0	348.0	21.0	15.0	92.0
60–64 	27640.0	72.0	4846.0	228.0	8805.0	2305.0	4311.0	5070.0	1797.0	66.0	37.0	140.0
65–69 	21925.0	53.0	3497.0	179.0	5993.0	1680.0	2303.0	4582.0	3423.0	123.0	58.0	92.0
70 и более	49382.0	72.0	4812.0	478.0	8503.0	2900.0	3992.0	10621.0	16173.0	1664.0	707.0	167.0
Возраст не указан	144.0	-	7.0	-	3.0	1.0	8.0	8.0	1.0	-	-	116.0
Из общей численности – женщины в возрасте:												
трудоспособном	245459.0	519.0	51648.0	9008.0	97027.0	24233.0	45380.0	14891.0	1177.0	296.0	184.0	1280.0
старше трудоспособного	116657.0	259.0	17550.0	1093.0	29874.0	8639.0	13362.0	21774.0	21741.0	1874.0	817.0	491.0
16-29 лет	83988.0	107.0	11313.0	6294.0	23801.0	6749.0	23740.0	10865.0	532.0	144.0	88.0	443.0
Сельское население в возрасте 15 лет и более	221016.0	179.0	17017.0	2552.0	51372.0	36596.0	31565.0	39535.0	37770.0	4048.0	2139.0	382.0
в том числе в возрасте, лет:												
15–17	12112.0	-	-	-	65.0	256.0	1928.0	8470.0	1209.0	113.0	100.0	71.0
18–19 	6380.0	-	-	126.0	900.0	879.0	2837.0	1393.0	165.0	66.0	49.0	14.0
20–24 	15415.0	10.0	885.0	769.0	4344.0	3008.0	3374.0	2507.0	385.0	121.0	87.0	12.0
25–29 	14580.0	15.0	1290.0	271.0	4431.0	3357.0	2755.0	2067.0	258.0	109.0	82.0	27.0
30–34 	14684.0	13.0	1551.0	224.0	5458.0	3439.0	2396.0	1277.0	198.0	99.0	74.0	29.0
35–39 	17134.0	18.0	2029.0	189.0	6249.0	4065.0	3002.0	1230.0	211.0	90.0	66.0	51.0
40–44 	21553.0	27.0	2488.0	195.0	7505.0	5338.0	3904.0	1659.0	277.0	114.0	92.0	46.0
45–49 	19750.0	29.0	2095.0	167.0	6467.0	5014.0	3418.0	2033.0	395.0	99.0	75.0	33.0
50–54 	16771.0	17.0	1804.0	140.0	5297.0	3837.0	2640.0	2384.0	542.0	78.0	56.0	32.0
55–59 	9270.0	7.0	1111.0	114.0	2384.0	1680.0	1226.0	1819.0	866.0	54.0	38.0	9.0
60–64 	18213.0	9.0	1423.0	104.0	3042.0	2360.0	1889.0	5035.0	4196.0	142.0	94.0	13.0
65–69 	16439.0	15.0	1032.0	76.0	2295.0	1559.0	997.0	3624.0	6507.0	320.0	160.0	14.0
70 и более	38715.0	19.0	1309.0	177.0	2935.0	1804.0	1199.0	6037.0	22561.0	2643.0	1166.0	31.0
Возраст не указан	53.0	-	1.0	-	5.0	1.0	6.0	5.0	3.0	2.0	-	30.0
Из общей численности – население в возрасте:												
трудоспособном	138181.0	135.0	12610.0	2134.0	41604.0	30319.0	26772.0	20229.0	3227.0	870.0	662.0	281.0
старше трудоспособного	78435.0	44.0	4407.0	418.0	9768.0	6263.0	4793.0	15814.0	33726.0	3140.0	1444.0	62.0
16-29 лет	44087.0	25.0	2175.0	1166.0	9740.0	7486.0	10894.0	10945.0	1200.0	371.0	285.0	85.0
Мужчины в возрасте 15 лет и более	99093.0	97.0	7289.0	1101.0	20548.0	24086.0	15276.0	17377.0	12154.0	924.0	605.0	241.0
в том числе в возрасте, лет:												
15–17	6325.0	-	-	-	40.0	170.0	895.0	4419.0	688.0	75.0	64.0	38.0
18–19 	3164.0	-	-	51.0	428.0	541.0	1254.0	730.0	106.0	48.0	31.0	6.0
20–24 	7920.0	6.0	406.0	311.0	1904.0	1917.0	1633.0	1405.0	255.0	76.0	55.0	7.0
25–29 	7514.0	7.0	559.0	99.0	1854.0	2171.0	1423.0	1136.0	179.0	65.0	45.0	21.0
30–34 	7458.0	2.0	569.0	96.0	2261.0	2305.0	1309.0	715.0	126.0	56.0	39.0	19.0
35–39 	8996.0	10.0	829.0	88.0	2617.0	2756.0	1730.0	755.0	129.0	47.0	36.0	35.0
40–44 	11427.0	12.0	1060.0	92.0	3136.0	3641.0	2230.0	968.0	177.0	78.0	68.0	33.0
45–49 	10414.0	16.0	948.0	93.0	2663.0	3454.0	1738.0	1172.0	241.0	65.0	48.0	24.0
50–54 	8366.0	12.0	815.0	78.0	2041.0	2598.0	1255.0	1190.0	314.0	43.0	29.0	20.0
55–59 	4202.0	6.0	468.0	53.0	888.0	1140.0	518.0	701.0	404.0	19.0	14.0	5.0
60–64 	7281.0	4.0	634.0	50.0	1045.0	1572.0	599.0	1507.0	1792.0	68.0	50.0	10.0
65–69 	6217.0	10.0	480.0	41.0	808.0	950.0	348.0	1088.0	2396.0	87.0	44.0	9.0
70 и более	9809.0	12.0	521.0	49.0	863.0	871.0	344.0	1591.0	5347.0	197.0	82.0	14.0
Возраст не указан	19.0	-	-	-	1.0	1.0	1.0	3.0	-	1.0	-	12.0
Из общей численности – мужчины в возрасте:												
трудоспособном	73539.0	71.0	5654.0	961.0	17832.0	20685.0	13985.0	11439.0	2179.0	544.0	406.0	189.0
старше трудоспособного	23307.0	26.0	1635.0	140.0	2716.0	3393.0	1291.0	4186.0	9535.0	352.0	176.0	33.0
16-29 лет	22676.0	13.0	965.0	461.0	4226.0	4791.0	5205.0	5938.0	788.0	236.0	172.0	53.0
Женщины в возрасте 15 лет и более	121923.0	82.0	9728.0	1451.0	30824.0	12510.0	16289.0	22158.0	25616.0	3124.0	1534.0	141.0
в том числе в возрасте, лет:												
15–17	5787.0	-	-	-	25.0	86.0	1033.0	4051.0	521.0	38.0	36.0	33.0
18–19 	3216.0	-	-	75.0	472.0	338.0	1583.0	663.0	59.0	18.0	18.0	8.0
20–24 	7495.0	4.0	479.0	458.0	2440.0	1091.0	1741.0	1102.0	130.0	45.0	32.0	5.0
25–29 	7066.0	8.0	731.0	172.0	2577.0	1186.0	1332.0	931.0	79.0	44.0	37.0	6.0
30–34 	7226.0	11.0	982.0	128.0	3197.0	1134.0	1087.0	562.0	72.0	43.0	35.0	10.0
35–39 	8138.0	8.0	1200.0	101.0	3632.0	1309.0	1272.0	475.0	82.0	43.0	30.0	16.0
40–44 	10126.0	15.0	1428.0	103.0	4369.0	1697.0	1674.0	691.0	100.0	36.0	24.0	13.0
45–49 	9336.0	13.0	1147.0	74.0	3804.0	1560.0	1680.0	861.0	154.0	34.0	27.0	9.0
50–54 	8405.0	5.0	989.0	62.0	3256.0	1239.0	1385.0	1194.0	228.0	35.0	27.0	12.0
55–59 	5068.0	1.0	643.0	61.0	1496.0	540.0	708.0	1118.0	462.0	35.0	24.0	4.0
60–64 	10932.0	5.0	789.0	54.0	1997.0	788.0	1290.0	3528.0	2404.0	74.0	44.0	3.0
65–69 	10222.0	5.0	552.0	35.0	1487.0	609.0	649.0	2536.0	4111.0	233.0	116.0	5.0
70 и более	28906.0	7.0	788.0	128.0	2072.0	933.0	855.0	4446.0	17214.0	2446.0	1084.0	17.0
Возраст не указан	34.0	-	1.0	-	4.0	-	5.0	2.0	3.0	1.0	-	18.0
Из общей численности – женщины в возрасте:												
трудоспособном	64642.0	64.0	6956.0	1173.0	23772.0	9634.0	12787.0	8790.0	1048.0	326.0	256.0	92.0
старше трудоспособного	55128.0	18.0	2772.0	278.0	7052.0	2870.0	3502.0	11628.0	24191.0	2788.0	1268.0	29.0
16-29 лет	21411.0	12.0	1210.0	705.0	5514.0	2695.0	5689.0	5007.0	412.0	135.0	113.0	32.0
Костромская область												
Все население в возрасте 15 лет и более	622950.0	883.0	80447.0	12019.0	191030.0	83112.0	82174.0	93041.0	67577.0	7288.0	3222.0	5379.0
в том числе в возрасте, лет:												
15–17	37592.0	-	-	51.0	269.0	527.0	6946.0	26067.0	3211.0	171.0	132.0	350.0
18–19 	23825.0	-	12.0	707.0	3852.0	2578.0	11299.0	4627.0	456.0	99.0	78.0	195.0
20–24 	53195.0	41.0	5174.0	4967.0	19008.0	8984.0	8086.0	5405.0	856.0	181.0	143.0	493.0
25–29 	48879.0	113.0	8928.0	1240.0	19464.0	8523.0	5406.0	3960.0	472.0	208.0	148.0	565.0
30–34 	45354.0	90.0	8438.0	844.0	20169.0	7682.0	5148.0	2022.0	303.0	191.0	144.0	467.0
35–39 	50013.0	80.0	9452.0	725.0	22083.0	8491.0	6304.0	1903.0	292.0	196.0	151.0	487.0
40–44 	66120.0	124.0	11292.0	690.0	27862.0	11501.0	10372.0	2996.0	527.0	191.0	148.0	565.0
45–49 	60795.0	110.0	10130.0	669.0	23852.0	10963.0	8910.0	4601.0	829.0	201.0	155.0	530.0
50–54 	51908.0	111.0	8735.0	538.0	19066.0	8385.0	7286.0	6095.0	1095.0	133.0	96.0	464.0
55–59 	24737.0	54.0	4693.0	291.0	7836.0	3664.0	2959.0	3589.0	1340.0	88.0	61.0	223.0
60–64 	43844.0	54.0	5427.0	331.0	10386.0	4855.0	4480.0	10389.0	7302.0	262.0	133.0	358.0
65–69 	39039.0	54.0	3773.0	257.0	7471.0	3248.0	2175.0	8161.0	12868.0	798.0	317.0	234.0
70 и более	77649.0	52.0	4393.0	709.0	9712.0	3711.0	2803.0	13226.0	38026.0	4569.0	1516.0	448.0
Возраст не указан	440.0	-	14.0	1.0	8.0	3.0	6.0	10.0	4.0	10.0	9.0	384.0
Из общей численности – население в возрасте:												
трудоспособном	435763.0	696.0	64221.0	10574.0	158686.0	69792.0	70965.0	48656.0	6507.0	1557.0	1188.0	4109.0
старше трудоспособного	173978.0	187.0	16226.0	1445.0	32344.0	13270.0	11112.0	33760.0	58815.0	5675.0	1997.0	1144.0
16-29 лет	150282.0	154.0	14114.0	6965.0	42593.0	20562.0	31640.0	29434.0	2740.0	603.0	464.0	1477.0
Мужчины в возрасте 15 лет и более	278698.0	464.0	33568.0	5350.0	76434.0	48825.0	41372.0	43439.0	25117.0	1682.0	986.0	2447.0
в том числе в возрасте, лет:												
15–17	18981.0	-	-	21.0	135.0	336.0	3044.0	13307.0	1840.0	107.0	87.0	191.0
18–19 	11673.0	-	2.0	270.0	1877.0	1396.0	4866.0	2764.0	338.0	58.0	47.0	102.0
20–24 	26710.0	16.0	2151.0	2259.0	8458.0	5158.0	4124.0	3557.0	652.0	114.0	88.0	221.0
25–29 	24055.0	60.0	3698.0	548.0	8605.0	5000.0	3048.0	2386.0	325.0	106.0	79.0	279.0
30–34 	22230.0	41.0	3299.0	388.0	8826.0	4728.0	3204.0	1226.0	190.0	96.0	79.0	232.0
35–39 	24487.0	39.0	3919.0	360.0	9379.0	5136.0	3908.0	1207.0	186.0	112.0	86.0	241.0
40–44 	32382.0	59.0	4605.0	294.0	11325.0	7087.0	6413.0	1901.0	327.0	100.0	76.0	271.0
45–49 	29189.0	58.0	4145.0	346.0	9205.0	6726.0	5049.0	2798.0	536.0	88.0	67.0	238.0
50–54 	24573.0	66.0	3842.0	288.0	7312.0	5106.0	3657.0	3371.0	652.0	72.0	48.0	207.0
55–59 	11291.0	27.0	2060.0	143.0	3061.0	2208.0	1305.0	1605.0	721.0	42.0	30.0	119.0
60–64 	17660.0	38.0	2530.0	164.0	3388.0	2747.0	1406.0	3537.0	3584.0	112.0	58.0	154.0
65–69 	14928.0	34.0	1625.0	121.0	2395.0	1720.0	689.0	2497.0	5544.0	216.0	81.0	87.0
70 и более	20539.0	26.0	1692.0	148.0	2468.0	1477.0	659.0	3283.0	10222.0	459.0	160.0	105.0
Возраст не указан	198.0	-	9.0	1.0	3.0	1.0	2.0	4.0	2.0	5.0	4.0	171.0
Из общей численности – мужчины в возрасте:												
трудоспособном	218870.0	366.0	27721.0	4917.0	68183.0	42855.0	38562.0	28847.0	4526.0	862.0	663.0	2031.0
старше трудоспособного	53127.0	98.0	5847.0	433.0	8251.0	5944.0	2754.0	9317.0	19350.0	787.0	299.0	346.0
16-29 лет	74718.0	76.0	5851.0	3098.0	19075.0	11864.0	15026.0	16739.0	1914.0	352.0	277.0	723.0
Женщины в возрасте 15 лет и более	344252.0	419.0	46879.0	6669.0	114596.0	34287.0	40802.0	49602.0	42460.0	5606.0	2236.0	2932.0
в том числе в возрасте, лет:												
15–17	18611.0	-	-	30.0	134.0	191.0	3902.0	12760.0	1371.0	64.0	45.0	159.0
18–19 	12152.0	-	10.0	437.0	1975.0	1182.0	6433.0	1863.0	118.0	41.0	31.0	93.0
20–24 	26485.0	25.0	3023.0	2708.0	10550.0	3826.0	3962.0	1848.0	204.0	67.0	55.0	272.0
25–29	24824.0	53.0	5230.0	692.0	10859.0	3523.0	2358.0	1574.0	147.0	102.0	69.0	286.0
30–34 	23124.0	49.0	5139.0	456.0	11343.0	2954.0	1944.0	796.0	113.0	95.0	65.0	235.0
35–39 	25526.0	41.0	5533.0	365.0	12704.0	3355.0	2396.0	696.0	106.0	84.0	65.0	246.0
40–44 	33738.0	65.0	6687.0	396.0	16537.0	4414.0	3959.0	1095.0	200.0	91.0	72.0	294.0
45–49 	31606.0	52.0	5985.0	323.0	14647.0	4237.0	3861.0	1803.0	293.0	113.0	88.0	292.0
50–54 	27335.0	45.0	4893.0	250.0	11754.0	3279.0	3629.0	2724.0	443.0	61.0	48.0	257.0
55–59 	13446.0	27.0	2633.0	148.0	4775.0	1456.0	1654.0	1984.0	619.0	46.0	31.0	104.0
60–64 	26184.0	16.0	2897.0	167.0	6998.0	2108.0	3074.0	6852.0	3718.0	150.0	75.0	204.0
65–69 	24111.0	20.0	2148.0	136.0	5076.0	1528.0	1486.0	5664.0	7324.0	582.0	236.0	147.0
70 и более	57110.0	26.0	2701.0	561.0	7244.0	2234.0	2144.0	9943.0	27804.0	4110.0	1356.0	343.0
Возраст не указан	242.0	-	5.0	-	5.0	2.0	4.0	6.0	2.0	5.0	5.0	213.0
Из общей численности – женщины в возрасте:												
трудоспособном	216893.0	330.0	36500.0	5657.0	90503.0	26937.0	32403.0	19809.0	1981.0	695.0	525.0	2078.0
старше трудоспособного	120851.0	89.0	10379.0	1012.0	24093.0	7326.0	8358.0	24443.0	39465.0	4888.0	1698.0	798.0
16-29 лет	75564.0	78.0	8263.0	3867.0	23518.0	8698.0	16614.0	12695.0	826.0	251.0	187.0	754.0
Городское население в возрасте 15 лет и более	421752.0	701.0	66231.0	9702.0	140412.0	50686.0	57019.0	56684.0	32508.0	2640.0	1082.0	5169.0
в том числе в возрасте, лет:												
15–17	25796.0	-	-	41.0	194.0	332.0	5533.0	17508.0	1832.0	56.0	43.0	300.0
18–19 	18118.0	-	12.0	579.0	2902.0	1812.0	9219.0	3207.0	173.0	29.0	21.0	185.0
20–24 	38860.0	37.0	4483.0	4155.0	14516.0	6154.0	5847.0	2801.0	324.0	61.0	45.0	482.0
25–29 	35853.0	101.0	7744.0	1052.0	14970.0	5662.0	3504.0	2017.0	203.0	57.0	36.0	543.0
30–34 	32329.0	74.0	7080.0	695.0	14856.0	4952.0	3102.0	919.0	129.0	67.0	48.0	455.0
35–39 	33593.0	65.0	7518.0	566.0	15569.0	5025.0	3362.0	816.0	122.0	81.0	59.0	469.0
40–44 	43719.0	98.0	9029.0	519.0	19496.0	6392.0	6070.0	1309.0	203.0	55.0	37.0	548.0
45–49 	40503.0	88.0	8151.0	497.0	16963.0	5861.0	5796.0	2265.0	303.0	59.0	44.0	520.0
50–54 	35713.0	88.0	7113.0	415.0	13838.0	4649.0	5282.0	3366.0	461.0	44.0	29.0	457.0
55–59 	17507.0	41.0	3842.0	226.0	5995.0	2302.0	2202.0	2083.0	572.0	28.0	16.0	216.0
60–64 	28941.0	34.0	4475.0	262.0	8026.0	2977.0	3345.0	6174.0	3239.0	58.0	23.0	351.0
65–69 	24494.0	38.0	3103.0	194.0	5695.0	2016.0	1615.0	5313.0	6046.0	248.0	95.0	226.0
70 и более	46326.0	37.0	3681.0	501.0	7392.0	2552.0	2142.0	8906.0	18901.0	1797.0	586.0	417.0
Возраст не указан	396.0	-	10.0	1.0	7.0	2.0	5.0	4.0	1.0	10.0	9.0	356.0
Из общей численности – население в возрасте:												
трудоспособном	303675.0	572.0	52849.0	8636.0	115629.0	42104.0	48568.0	28139.0	2701.0	503.0	357.0	3974.0
старше трудоспособного	109486.0	129.0	13382.0	1066.0	24783.0	8549.0	8369.0	21542.0	28453.0	2118.0	713.0	1095.0
16-29 лет	110036.0	138.0	12239.0	5827.0	32582.0	13927.0	24021.0	18530.0	1178.0	184.0	133.0	1410.0
Мужчины в возрасте 15 лет и более	186471.0	355.0	28112.0	4349.0	56939.0	28631.0	27510.0	26204.0	11510.0	518.0	286.0	2343.0
в том числе в возрасте, лет:												
15–17	12788.0	-	-	13.0	89.0	199.0	2342.0	8963.0	989.0	31.0	25.0	162.0
18–19 	8787.0	-	2.0	220.0	1449.0	990.0	3942.0	1943.0	125.0	18.0	14.0	98.0
20–24 	19269.0	12.0	1838.0	1876.0	6607.0	3562.0	2957.0	1907.0	257.0	38.0	25.0	215.0
25–29 	17581.0	52.0	3255.0	484.0	6810.0	3300.0	1957.0	1278.0	149.0	30.0	23.0	266.0
30–34 	15805.0	32.0	2862.0	330.0	6726.0	3005.0	1915.0	591.0	84.0	34.0	24.0	226.0
35–39 	16173.0	32.0	3232.0	290.0	6703.0	2993.0	2025.0	541.0	78.0	47.0	37.0	232.0
40–44 	20625.0	44.0	3774.0	219.0	7971.0	3771.0	3609.0	825.0	125.0	28.0	17.0	259.0
45–49 	18694.0	46.0	3419.0	251.0	6536.0	3424.0	3181.0	1381.0	197.0	26.0	20.0	233.0
50–54 	16267.0	53.0	3169.0	222.0	5276.0	2578.0	2582.0	1891.0	273.0	19.0	10.0	204.0
55–59 	7782.0	21.0	1719.0	117.0	2325.0	1298.0	935.0	934.0	305.0	13.0	7.0	115.0
60–64 	11376.0	23.0	2073.0	128.0	2638.0	1563.0	1060.0	2153.0	1557.0	30.0	15.0	151.0
65–69 	8968.0	24.0	1339.0	89.0	1860.0	998.0	508.0	1598.0	2410.0	58.0	20.0	84.0
70 и более	12356.0	16.0	1430.0	110.0	1949.0	950.0	497.0	2199.0	4961.0	146.0	49.0	98.0
Возраст не указан	182.0	-	8.0	1.0	3.0	-	1.0	1.0	1.0	5.0	4.0	162.0
Из общей численности – мужчины в возрасте:												
трудоспособном	149482.0	292.0	23270.0	4022.0	50492.0	25103.0	25400.0	16804.0	1866.0	274.0	195.0	1959.0
старше трудоспособного	32700.0	63.0	4842.0	327.0	6447.0	3511.0	2065.0	5950.0	8928.0	234.0	84.0	333.0
16-29 лет	54136.0	64.0	5095.0	2593.0	14955.0	8034.0	11153.0	10641.0	804.0	107.0	80.0	690.0
Женщины в возрасте 15 лет и более	235281.0	346.0	38119.0	5353.0	83473.0	22055.0	29509.0	30480.0	20998.0	2122.0	796.0	2826.0
в том числе в возрасте, лет:												
15–17	13008.0	-	-	28.0	105.0	133.0	3191.0	8545.0	843.0	25.0	18.0	138.0
18–19 	9331.0	-	10.0	359.0	1453.0	822.0	5277.0	1264.0	48.0	11.0	7.0	87.0
20–24 	19591.0	25.0	2645.0	2279.0	7909.0	2592.0	2890.0	894.0	67.0	23.0	20.0	267.0
25–29 	18272.0	49.0	4489.0	568.0	8160.0	2362.0	1547.0	739.0	54.0	27.0	13.0	277.0
30–34 	16524.0	42.0	4218.0	365.0	8130.0	1947.0	1187.0	328.0	45.0	33.0	24.0	229.0
35–39 	17420.0	33.0	4286.0	276.0	8866.0	2032.0	1337.0	275.0	44.0	34.0	22.0	237.0
40–44 	23094.0	54.0	5255.0	300.0	11525.0	2621.0	2461.0	484.0	78.0	27.0	20.0	289.0
45–49 	21809.0	42.0	4732.0	246.0	10427.0	2437.0	2615.0	884.0	106.0	33.0	24.0	287.0
50–54 	19446.0	35.0	3944.0	193.0	8562.0	2071.0	2700.0	1475.0	188.0	25.0	19.0	253.0
55–59 	9725.0	20.0	2123.0	109.0	3670.0	1004.0	1267.0	1149.0	267.0	15.0	9.0	101.0
60–64 	17565.0	11.0	2402.0	134.0	5388.0	1414.0	2285.0	4021.0	1682.0	28.0	8.0	200.0
65–69 	15526.0	14.0	1764.0	105.0	3835.0	1018.0	1107.0	3715.0	3636.0	190.0	75.0	142.0
70 и более	33970.0	21.0	2251.0	391.0	5443.0	1602.0	1645.0	6707.0	13940.0	1651.0	537.0	319.0
Возраст не указан	214.0	-	2.0	-	4.0	2.0	4.0	3.0	-	5.0	5.0	194.0
Из общей численности – женщины в возрасте:												
трудоспособном	154193.0	280.0	29579.0	4614.0	65137.0	17001.0	23168.0	11335.0	835.0	229.0	162.0	2015.0
старше трудоспособного	76786.0	66.0	8540.0	739.0	18336.0	5038.0	6304.0	15592.0	19525.0	1884.0	629.0	762.0
16-29 лет	55900.0	74.0	7144.0	3234.0	17627.0	5893.0	12868.0	7889.0	374.0	77.0	53.0	720.0
Сельское население в возрасте 15 лет и более	201198.0	182.0	14216.0	2317.0	50618.0	32426.0	25155.0	36357.0	35069.0	4648.0	2140.0	210.0
в том числе в возрасте, лет:												
15–17	11796.0	-	-	10.0	75.0	195.0	1413.0	8559.0	1379.0	115.0	89.0	50.0
18–19 	5707.0	-	-	128.0	950.0	766.0	2080.0	1420.0	283.0	70.0	57.0	10.0
20–24 	14335.0	4.0	691.0	812.0	4492.0	2830.0	2239.0	2604.0	532.0	120.0	98.0	11.0
25–29 	13026.0	12.0	1184.0	188.0	4494.0	2861.0	1902.0	1943.0	269.0	151.0	112.0	22.0
30–34 	13025.0	16.0	1358.0	149.0	5313.0	2730.0	2046.0	1103.0	174.0	124.0	96.0	12.0
35–39 	16420.0	15.0	1934.0	159.0	6514.0	3466.0	2942.0	1087.0	170.0	115.0	92.0	18.0
40–44 	22401.0	26.0	2263.0	171.0	8366.0	5109.0	4302.0	1687.0	324.0	136.0	111.0	17.0
45–49 	20292.0	22.0	1979.0	172.0	6889.0	5102.0	3114.0	2336.0	526.0	142.0	111.0	10.0
50–54 	16195.0	23.0	1622.0	123.0	5228.0	3736.0	2004.0	2729.0	634.0	89.0	67.0	7.0
55–59 	7230.0	13.0	851.0	65.0	1841.0	1362.0	757.0	1506.0	768.0	60.0	45.0	7.0
60–64 	14903.0	20.0	952.0	69.0	2360.0	1878.0	1135.0	4215.0	4063.0	204.0	110.0	7.0
65–69 	14545.0	16.0	670.0	63.0	1776.0	1232.0	560.0	2848.0	6822.0	550.0	222.0	8.0
70 и более	31323.0	15.0	712.0	208.0	2320.0	1159.0	661.0	4320.0	19125.0	2772.0	930.0	31.0
Возраст не указан	44.0	-	4.0	-	1.0	1.0	1.0	6.0	3.0	-	-	28.0
Из общей численности – население в возрасте:												
трудоспособном	132088.0	124.0	11372.0	1938.0	43057.0	27688.0	22397.0	20517.0	3806.0	1054.0	831.0	135.0
старше трудоспособного	64492.0	58.0	2844.0	379.0	7561.0	4721.0	2743.0	12218.0	30362.0	3557.0	1284.0	49.0
16-29 лет	40246.0	16.0	1875.0	1138.0	10011.0	6635.0	7619.0	10904.0	1562.0	419.0	331.0	67.0
Мужчины в возрасте 15 лет и более	92227.0	109.0	5456.0	1001.0	19495.0	20194.0	13862.0	17235.0	13607.0	1164.0	700.0	104.0
в том числе в возрасте, лет:												
15–17	6193.0	-	-	8.0	46.0	137.0	702.0	4344.0	851.0	76.0	62.0	29.0
18–19 	2886.0	-	-	50.0	428.0	406.0	924.0	821.0	213.0	40.0	33.0	4.0
20–24 	7441.0	4.0	313.0	383.0	1851.0	1596.0	1167.0	1650.0	395.0	76.0	63.0	6.0
25–29 	6474.0	8.0	443.0	64.0	1795.0	1700.0	1091.0	1108.0	176.0	76.0	56.0	13.0
30–34 	6425.0	9.0	437.0	58.0	2100.0	1723.0	1289.0	635.0	106.0	62.0	55.0	6.0
35–39 	8314.0	7.0	687.0	70.0	2676.0	2143.0	1883.0	666.0	108.0	65.0	49.0	9.0
40–44 	11757.0	15.0	831.0	75.0	3354.0	3316.0	2804.0	1076.0	202.0	72.0	59.0	12.0
