2.5. ЗАНЯТОЕ НАСЕЛЕНИЕ ПО УРОВНЮ ОБРАЗОВАНИЯ И ПОЛУ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ 									
(на 1000 занятых в возрасте 15 лет и более)									
									
	Имеющие образование								Не имеющие начального общего образования
1989.0	...	130.0	10.0	193.0	198.0	213.0	156.0	90.0	10.0
2002.0	4.0	203.0	24.0	345.0	168.0	183.0	62.0	10.0	-
Женщины									
1989.0	...	146.0	9.0	300.0	98.0	201.0	156.0	75.0	15.0
2002.0	3.0	244.0	26.0	422.0	105.0	154.0	39.0	6.0	-
Сельское население									
1989.0	...	53.0	6.0	173.0	159.0	173.0	242.0	173.0	21.0
2002.0	1.0	99.0	12.0	338.0	220.0	182.0	127.0	19.0	1.0
Мужчины									
1989.0	...	43.0	5.0	114.0	200.0	182.0	236.0	198.0	22.0
2002.0	2.0	79.0	10.0	264.0	271.0	196.0	151.0	25.0	1.0
Женщины									
1989.0	...	65.0	7.0	245.0	109.0	163.0	248.0	143.0	20.0
2002.0	1.0	122.0	14.0	421.0	162.0	166.0	100.0	13.0	-
Ярославская область									
Городское и сельское население									
1989.0	...	125.0	11.0	237.0	195.0	190.0	145.0	86.0	11.0
2002.0	3.0	211.0	24.0	354.0	192.0	145.0	60.0	10.0	-
Мужчины									
1989.0	...	111.0	10.0	179.0	244.0	194.0	151.0	101.0	10.0
2002.0	4.0	187.0	23.0	307.0	233.0	159.0	73.0	13.0	-
Женщины									
1989.0	...	138.0	11.0	296.0	146.0	185.0	140.0	71.0	13.0
2002.0	3.0	233.0	25.0	398.0	152.0	134.0	47.0	7.0	-
Городское население									
1989.0	...	138.0	11.0	248.0	190.0	201.0	134.0	69.0	9.0
2002.0	4.0	230.0	26.0	359.0	177.0	146.0	50.0	7.0	-
Мужчины									
1989.0	...	125.0	12.0	193.0	234.0	208.0	142.0	79.0	7.0
2002.0	4.0	209.0	25.0	320.0	211.0	159.0	62.0	9.0	-
Женщины									
1989.0	...	150.0	11.0	301.0	147.0	193.0	127.0	60.0	11.0
2002.0	3.0	251.0	26.0	396.0	145.0	134.0	38.0	6.0	-
Сельское население									
1989.0	...	58.0	7.0	183.0	222.0	133.0	201.0	171.0	25.0
2002.0	1.0	106.0	13.0	322.0	269.0	146.0	118.0	24.0	1.0
Мужчины									
1989.0	...	45.0	4.0	116.0	288.0	130.0	189.0	202.0	26.0
2002.0	2.0	80.0	9.0	245.0	345.0	154.0	133.0	31.0	1.0
Женщины									
1989.0	...	75.0	9.0	266.0	140.0	138.0	215.0	133.0	24.0
2002.0	1.0	135.0	17.0	404.0	188.0	137.0	101.0	16.0	1.0
г. Москва									
Городское и сельское население									
1989.0	...	320.0	26.0	235.0	109.0	184.0	89.0	33.0	4.0
2002.0	13.0	367.0	54.0	303.0	76.0	144.0	30.0	5.0	1.0
Мужчины									
1989.0	...	333.0	28.0	191.0	130.0	191.0	91.0	34.0	2.0
2002.0	15.0	345.0	53.0	294.0	84.0	158.0	37.0	5.0	1.0
Женщины									
1989.0	...	307.0	24.0	276.0	90.0	178.0	86.0	33.0	6.0
2002.0	11.0	393.0	55.0	314.0	66.0	127.0	23.0	3.0	1.0
Городское население									
1989.0	...	320.0	26.0	235.0	109.0	184.0	89.0	33.0	4.0
2002.0	13.0	367.0	54.0	303.0	76.0	144.0	30.0	5.0	1.0
Мужчины									
1989.0	...	333.0	28.0	191.0	130.0	191.0	91.0	34.0	2.0
2002.0	15.0	345.0	53.0	294.0	84.0	158.0	37.0	5.0	1.0
Женщины									
1989.0	...	307.0	24.0	276.0	90.0	178.0	86.0	33.0	6.0
2002.0	11.0	393.0	55.0	314.0	66.0	127.0	23.0	3.0	1.0
Сельское население									
1989.0	...	121.0	13.0	200.0	111.0	223.0	211.0	104.0	17.0
2002.0	-	-	-	-	-	-	-	-	-
Мужчины									
1989.0	...	97.0	12.0	181.0	126.0	244.0	206.0	130.0	4.0
2002.0	-	-	-	-	-	-	-	-	-
Женщины									
1989.0	...	145.0	13.0	220.0	95.0	203.0	216.0	79.0	29.0
2002.0	-	-	-	-	-	-	-	-	-
Северо-Западный федеральный округ									
Городское и сельское население									
1989.0	...	170.0	15.0	260.0	189.0	182.0	118.0	58.0	8.0
2002.0	6.0	247.0	34.0	369.0	150.0	136.0	49.0	7.0	-
Мужчины									
1989.0	...	165.0	15.0	206.0	230.0	190.0	123.0	65.0	6.0
2002.0	6.0	228.0	34.0	332.0	179.0	146.0	63.0	9.0	1.0
Женщины									
1989.0	...	175.0	15.0	317.0	145.0	174.0	114.0	51.0	9.0
2002.0	5.0	266.0	35.0	406.0	121.0	124.0	36.0	5.0	-
Городское население									
1989.0	...	188.0	16.0	272.0	179.0	186.0	107.0	46.0	6.0
2002.0	6.0	269.0	38.0	374.0	133.0	132.0	40.0	5.0	-
Мужчины									
1989.0	...	186.0	17.0	222.0	217.0	195.0	111.0	48.0	4.0
2002.0	7.0	253.0	38.0	344.0	157.0	142.0	50.0	7.0	-
Женщины									
1989.0	...	191.0	16.0	322.0	140.0	178.0	103.0	43.0	7.0
2002.0	6.0	286.0	38.0	403.0	110.0	122.0	29.0	4.0	-
Сельское население									
1989.0	...	76.0	7.0	199.0	240.0	161.0	179.0	121.0	17.0
2002.0	2.0	118.0	15.0	339.0	248.0	155.0	105.0	16.0	1.0
Мужчины									
1989.0	...	68.0	6.0	133.0	290.0	170.0	179.0	138.0	16.0
2002.0	2.0	97.0	13.0	270.0	299.0	168.0	127.0	22.0	1.0
Женщины									
1989.0	...	85.0	8.0	284.0	175.0	151.0	180.0	99.0	18.0
2002.0	1.0	143.0	18.0	421.0	190.0	138.0	79.0	9.0	-
Республика Карелия									
Городское и сельское население									
1989.0	...	121.0	12.0	247.0	239.0	159.0	136.0	76.0	10.0
2002.0	3.0	194.0	24.0	362.0	208.0	139.0	61.0	9.0	-
Мужчины									
1989.0	...	101.0	11.0	189.0	297.0	167.0	141.0	86.0	8.0
2002.0	3.0	155.0	24.0	318.0	254.0	154.0	80.0	12.0	-
Женщины									
1989.0	...	143.0	12.0	309.0	176.0	151.0	131.0	65.0	13.0
2002.0	3.0	232.0	24.0	405.0	163.0	125.0	42.0	6.0	-
Городское население									
1989.0	...	133.0	13.0	261.0	228.0	165.0	126.0	65.0	9.0
2002.0	4.0	220.0	27.0	374.0	186.0	134.0	49.0	6.0	-
Мужчины									
1989.0	...	112.0	13.0	206.0	285.0	173.0	132.0	72.0	7.0
2002.0	4.0	182.0	27.0	340.0	228.0	148.0	63.0	8.0	-
Женщины									
1989.0	...	155.0	13.0	318.0	168.0	157.0	121.0	57.0	11.0
2002.0	4.0	257.0	27.0	407.0	146.0	122.0	33.0	4.0	-
Сельское население									
1989.0	...	62.0	6.0	180.0	290.0	132.0	182.0	129.0	19.0
2002.0	1.0	93.0	10.0	315.0	293.0	159.0	110.0	18.0	1.0
Мужчины									
1989.0	...	49.0	4.0	111.0	350.0	140.0	182.0	148.0	16.0
2002.0	1.0	60.0	9.0	240.0	345.0	178.0	140.0	26.0	1.0
Женщины									
1989.0	...	80.0	8.0	265.0	216.0	121.0	183.0	105.0	22.0
2002.0	1.0	129.0	12.0	398.0	235.0	138.0	77.0	10.0	-
Республика Коми									
Городское и сельское население									
1989.0	...	108.0	11.0	252.0	226.0	210.0	133.0	53.0	7.0
2002.0	3.0	172.0	25.0	401.0	180.0	146.0	65.0	7.0	-
Мужчины									
1989.0	...	92.0	11.0	187.0	275.0	232.0	140.0	57.0	6.0
2002.0	3.0	143.0	24.0	361.0	219.0	159.0	81.0	9.0	-
Женщины									
1989.0	...	126.0	10.0	331.0	167.0	183.0	125.0	49.0	9.0
2002.0	3.0	203.0	26.0	443.0	142.0	130.0	47.0	5.0	-
Городское население									
1989.0	...	121.0	12.0	268.0	216.0	218.0	116.0	43.0	6.0
2002.0	3.0	191.0	28.0	419.0	161.0	144.0	48.0	5.0	-
Мужчины									
1989.0	...	107.0	13.0	207.0	263.0	241.0	122.0	43.0	4.0
2002.0	3.0	164.0	28.0	391.0	191.0	155.0	60.0	6.0	-
Женщины									
1989.0	...	138.0	11.0	338.0	161.0	192.0	110.0	42.0	8.0
2002.0	3.0	217.0	28.0	448.0	130.0	132.0	37.0	4.0	-
Сельское население									
1989.0	...	60.0	7.0	199.0	262.0	182.0	191.0	88.0	11.0
2002.0	1.0	101.0	14.0	331.0	259.0	152.0	128.0	14.0	-
Мужчины									
1989.0	...	46.0	7.0	125.0	310.0	206.0	198.0	98.0	10.0
2002.0	1.0	65.0	11.0	251.0	317.0	174.0	159.0	21.0	1.0
Женщины									
1989.0	...	80.0	7.0	306.0	192.0	148.0	181.0	73.0	13.0
2002.0	1.0	142.0	17.0	424.0	193.0	127.0	89.0	7.0	-
Архангельская область									
Городское и сельское население									
1989.0	...	114.0	10.0	247.0	241.0	171.0	147.0	63.0	7.0
2002.0	2.0	173.0	22.0	377.0	215.0	131.0	71.0	9.0	-
Мужчины									
1989.0	...	111.0	10.0	182.0	283.0	182.0	153.0	73.0	6.0
2002.0	2.0	156.0	20.0	317.0	252.0	145.0	94.0	13.0	1.0
Женщины									
1989.0	...	118.0	10.0	325.0	191.0	157.0	140.0	51.0	8.0
2002.0	2.0	190.0	24.0	441.0	175.0	117.0	47.0	4.0	-
Городское население									
1989.0	...	131.0	11.0	266.0	226.0	179.0	132.0	50.0	5.0
2002.0	3.0	192.0	25.0	390.0	195.0	131.0	58.0	6.0	-
Мужчины									
1989.0	...	130.0	12.0	204.0	266.0	190.0	137.0	56.0	5.0
2002.0	3.0	178.0	24.0	341.0	227.0	142.0	76.0	9.0	-
Женщины									
1989.0	...	131.0	11.0	335.0	181.0	166.0	127.0	43.0	6.0
2002.0	3.0	206.0	26.0	441.0	162.0	119.0	39.0	4.0	-
Сельское население									
1989.0	...	63.0	7.0	191.0	288.0	145.0	191.0	103.0	12.0
2002.0	1.0	97.0	11.0	325.0	294.0	133.0	121.0	18.0	-
Мужчины									
1989.0	...	55.0	5.0	119.0	333.0	161.0	196.0	120.0	11.0
2002.0	1.0	78.0	8.0	230.0	346.0	154.0	156.0	26.0	1.0
Женщины									
1989.0	...	75.0	8.0	291.0	226.0	123.0	184.0	79.0	14.0
2002.0	1.0	120.0	15.0	440.0	230.0	107.0	79.0	8.0	-
Ненецкий автономный округ									
Городское и сельское население									
1989.0	...	105.0	11.0	265.0	247.0	156.0	152.0	56.0	8.0
2002.0	3.0	140.0	17.0	402.0	164.0	118.0	133.0	19.0	3.0
Мужчины									
1989.0	...	103.0	10.0	189.0	297.0	165.0	167.0	62.0	7.0
2002.0	2.0	115.0	16.0	345.0	200.0	124.0	166.0	27.0	4.0
Женщины									
1989.0	...	108.0	12.0	363.0	181.0	144.0	132.0	49.0	11.0
2002.0	4.0	165.0	18.0	461.0	127.0	112.0	99.0	11.0	2.0
Городское население									
1989.0	...	131.0	12.0	294.0	252.0	165.0	109.0	35.0	2.0
2002.0	4.0	176.0	21.0	446.0	153.0	109.0	78.0	8.0	4.0
Мужчины									
1989.0	...	131.0	12.0	220.0	313.0	173.0	113.0	36.0	2.0
2002.0	3.0	148.0	21.0	408.0	198.0	115.0	91.0	9.0	5.0
Женщины									
1989.0	...	132.0	13.0	389.0	171.0	154.0	104.0	34.0	3.0
2002.0	5.0	204.0	21.0	483.0	108.0	103.0	65.0	7.0	3.0
Сельское население									
1989.0	...	54.0	8.0	208.0	237.0	137.0	237.0	98.0	21.0
2002.0	-	57.0	7.0	301.0	189.0	140.0	259.0	45.0	2.0
Мужчины									
1989.0	...	48.0	6.0	125.0	266.0	147.0	277.0	114.0	17.0
2002.0	-	44.0	5.0	205.0	203.0	144.0	331.0	65.0	3.0
Женщины									
1989.0	...	62.0	10.0	311.0	201.0	125.0	187.0	78.0	26.0
2002.0	1.0	71.0	9.0	408.0	174.0	134.0	179.0	23.0	1.0
Вологодская область									
Городское и сельское население									
1989.0	...	110.0	10.0	254.0	192.0	194.0	152.0	77.0	11.0
2002.0	2.0	177.0	22.0	397.0	162.0	154.0	75.0	10.0	1.0
Мужчины									
1989.0	...	93.0	9.0	192.0	237.0	206.0	161.0	92.0	10.0
2002.0	2.0	146.0	20.0	352.0	198.0	171.0	95.0	14.0	1.0
Женщины									
1989.0	...	128.0	10.0	323.0	142.0	182.0	142.0	61.0	12.0
2002.0	2.0	208.0	23.0	441.0	127.0	138.0	53.0	6.0	1.0
Городское население									
1989.0	...	131.0	12.0	277.0	181.0	208.0	131.0	53.0	7.0
2002.0	3.0	204.0	26.0	419.0	135.0	149.0	56.0	7.0	-
Мужчины									
1989.0	...	118.0	12.0	225.0	219.0	220.0	141.0	60.0	5.0
2002.0	3.0	176.0	25.0	392.0	157.0	162.0	74.0	9.0	1.0
Женщины									
1989.0	...	144.0	11.0	331.0	142.0	195.0	121.0	47.0	9.0
2002.0	3.0	231.0	26.0	444.0	113.0	136.0	40.0	5.0	1.0
Сельское население									
1989.0	...	65.0	6.0	203.0	216.0	166.0	197.0	128.0	19.0
2002.0	1.0	100.0	10.0	335.0	239.0	172.0	123.0	19.0	1.0
Мужчины									
1989.0	...	49.0	4.0	131.0	269.0	179.0	197.0	152.0	19.0
2002.0	1.0	67.0	8.0	249.0	301.0	195.0	151.0	27.0	1.0
Женщины									
1989.0	...	88.0	8.0	304.0	141.0	148.0	195.0	96.0	20.0
2002.0	1.0	136.0	12.0	432.0	171.0	145.0	92.0	10.0	1.0
Калининградская область									
Городское и сельское население									
1989.0	...	152.0	11.0	267.0	177.0	185.0	124.0	72.0	12.0
2002.0	4.0	243.0	31.0	386.0	140.0	137.0	50.0	8.0	-
Мужчины									
1989.0	...	155.0	11.0	216.0	227.0	190.0	120.0	72.0	9.0
2002.0	4.0	233.0	29.0	346.0	169.0	147.0	61.0	10.0	-
Женщины									
1989.0	...	148.0	12.0	322.0	123.0	179.0	129.0	72.0	15.0
2002.0	3.0	254.0	32.0	432.0	106.0	125.0	40.0	7.0	-
Городское население									
1989.0	...	171.0	13.0	287.0	160.0	190.0	112.0	58.0	9.0
2002.0	5.0	269.0	34.0	399.0	115.0	132.0	39.0	6.0	-
Мужчины									
1989.0	...	177.0	12.0	238.0	206.0	197.0	109.0	55.0	6.0
2002.0	5.0	263.0	32.0	362.0	138.0	145.0	48.0	6.0	-
Женщины									
1989.0	...	165.0	13.0	338.0	113.0	183.0	115.0	61.0	12.0
2002.0	4.0	277.0	35.0	440.0	89.0	119.0	29.0	6.0	-
Сельское население									
1989.0	...	74.0	7.0	184.0	244.0	162.0	175.0	131.0	23.0
2002.0	2.0	121.0	17.0	328.0	253.0	154.0	103.0	20.0	1.0
Мужчины									
1989.0	...	74.0	7.0	133.0	306.0	163.0	160.0	136.0	21.0
2002.0	2.0	108.0	16.0	280.0	298.0	158.0	111.0	25.0	1.0
Женщины									
1989.0	...	73.0	8.0	248.0	166.0	161.0	194.0	124.0	26.0
2002.0	2.0	139.0	18.0	391.0	194.0	149.0	92.0	13.0	1.0
Ленинградская область									
Городское и сельское население									
1989.0	...	120.0	11.0	252.0	222.0	170.0	134.0	80.0	11.0
2002.0	3.0	193.0	31.0	382.0	182.0	141.0	57.0	10.0	-
Мужчины									
1989.0	...	118.0	11.0	196.0	272.0	172.0	135.0	88.0	8.0
2002.0	4.0	178.0	28.0	343.0	215.0	147.0	71.0	12.0	-
Женщины									
1989.0	...	122.0	11.0	309.0	172.0	169.0	133.0	72.0	12.0
2002.0	3.0	208.0	33.0	422.0	146.0	134.0	45.0	8.0	-
Городское население									
1989.0	...	134.0	12.0	272.0	205.0	179.0	125.0	65.0	8.0
2002.0	3.0	213.0	34.0	392.0	159.0	142.0	48.0	8.0	-
Мужчины									
1989.0	...	131.0	12.0	218.0	252.0	183.0	128.0	70.0	6.0
2002.0	4.0	197.0	32.0	357.0	190.0	150.0	60.0	9.0	-
Женщины									
1989.0	...	136.0	11.0	324.0	160.0	175.0	122.0	61.0	11.0
2002.0	3.0	229.0	36.0	427.0	128.0	133.0	36.0	6.0	-
Сельское население									
1989.0	...	93.0	9.0	211.0	258.0	153.0	152.0	110.0	14.0
2002.0	3.0	148.0	24.0	360.0	230.0	139.0	80.0	14.0	-
Мужчины									
1989.0	...	92.0	8.0	152.0	311.0	150.0	149.0	124.0	13.0
2002.0	3.0	138.0	21.0	315.0	269.0	141.0	93.0	18.0	-
Женщины									
1989.0	...	93.0	9.0	274.0	199.0	157.0	156.0	95.0	16.0
2002.0	3.0	159.0	26.0	411.0	185.0	136.0	67.0	11.0	-
Мурманская область									
Городское и сельское население									
1989.0	...	167.0	11.0	273.0	198.0	217.0	95.0	35.0	4.0
2002.0	3.0	206.0	25.0	362.0	176.0	174.0	47.0	6.0	-
Мужчины									
1989.0	...	182.0	10.0	228.0	234.0	217.0	92.0	34.0	3.0
2002.0	3.0	194.0	23.0	328.0	210.0	179.0	56.0	6.0	-
Женщины									
1989.0	...	150.0	12.0	327.0	155.0	216.0	99.0	35.0	6.0
2002.0	2.0	220.0	28.0	401.0	138.0	169.0	35.0	6.0	-
Городское население									
1989.0	...	162.0	11.0	273.0	200.0	218.0	97.0	35.0	4.0
2002.0	3.0	209.0	27.0	364.0	175.0	172.0	43.0	6.0	-
Мужчины									
1989.0	...	172.0	11.0	228.0	238.0	220.0	94.0	34.0	3.0
2002.0	3.0	196.0	24.0	333.0	209.0	177.0	51.0	6.0	-
Женщины									
1989.0	...	150.0	12.0	325.0	156.0	216.0	100.0	35.0	6.0
2002.0	2.0	223.0	29.0	399.0	137.0	169.0	34.0	6.0	-
Сельское население									
1989.0	...	224.0	10.0	283.0	175.0	197.0	76.0	32.0	3.0
2002.0	2.0	175.0	12.0	343.0	194.0	186.0	80.0	8.0	-
Мужчины									
1989.0	...	280.0	6.0	234.0	193.0	186.0	68.0	30.0	3.0
2002.0	2.0	180.0	9.0	290.0	221.0	193.0	96.0	9.0	-
Женщины									
1989.0	...	146.0	14.0	352.0	149.0	212.0	87.0	35.0	5.0
2002.0	1.0	166.0	19.0	439.0	145.0	175.0	49.0	6.0	-
Новгородская область									
Городское и сельское население									
1989.0	...	117.0	11.0	235.0	180.0	191.0	156.0	96.0	14.0
2002.0	3.0	198.0	24.0	377.0	163.0	163.0	63.0	8.0	1.0
Мужчины									
1989.0	...	99.0	10.0	169.0	230.0	201.0	165.0	113.0	13.0
2002.0	3.0	164.0	23.0	326.0	207.0	183.0	82.0	11.0	1.0
Женщины									
1989.0	...	136.0	11.0	306.0	126.0	181.0	146.0	79.0	15.0
2002.0	3.0	231.0	26.0	427.0	120.0	143.0	45.0	5.0	-
Городское население									
1989.0	...	137.0	12.0	252.0	178.0	201.0	140.0	70.0	10.0
2002.0	4.0	223.0	27.0	387.0	143.0	160.0	50.0	6.0	-
Мужчины									
1989.0	...	122.0	11.0	188.0	227.0	214.0	151.0	79.0	8.0
2002.0	4.0	191.0	26.0	345.0	180.0	179.0	67.0	8.0	-
Женщины									
1989.0	...	153.0	12.0	315.0	128.0	189.0	129.0	62.0	12.0
2002.0	4.0	254.0	29.0	426.0	109.0	141.0	33.0	4.0	-
Сельское население									
1989.0	...	60.0	7.0	191.0	187.0	164.0	198.0	168.0	25.0
2002.0	2.0	115.0	13.0	345.0	226.0	174.0	107.0	16.0	2.0
Мужчины									
1989.0	...	42.0	6.0	122.0	238.0	170.0	200.0	197.0	25.0
2002.0	2.0	83.0	11.0	265.0	290.0	194.0	130.0	22.0	3.0
Женщины									
1989.0	...	83.0	9.0	278.0	122.0	156.0	197.0	131.0	24.0
2002.0	3.0	149.0	16.0	430.0	159.0	152.0	81.0	9.0	1.0
Псковская область									
Городское и сельское население									
1989.0	...	111.0	9.0	232.0	171.0	207.0	149.0	106.0	15.0
2002.0	2.0	191.0	21.0	378.0	182.0	162.0	56.0	8.0	-
Мужчины									
1989.0	...	97.0	9.0	166.0	220.0	216.0	156.0	123.0	13.0
2002.0	3.0	167.0	20.0	318.0	230.0	179.0	72.0	11.0	-
Женщины									
1989.0	...	125.0	9.0	305.0	118.0	198.0	142.0	87.0	16.0
2002.0	3.0	215.0	23.0	437.0	134.0	144.0	40.0	4.0	-
Городское население									
1989.0	...	136.0	11.0	259.0	166.0	223.0	125.0	71.0	9.0
2002.0	3.0	218.0	24.0	390.0	161.0	159.0	40.0	5.0	-
Мужчины									
1989.0	...	128.0	11.0	194.0	212.0	238.0	134.0	77.0	6.0
2002.0	3.0	197.0	23.0	337.0	200.0	178.0	54.0	7.0	-
Женщины									
1989.0	...	144.0	10.0	322.0	121.0	209.0	116.0	66.0	12.0
2002.0	3.0	237.0	25.0	440.0	123.0	142.0	27.0	3.0	-
Сельское население									
1989.0	...	55.0	5.0	175.0	183.0	172.0	202.0	182.0	26.0
2002.0	1.0	108.0	11.0	342.0	245.0	171.0	104.0	17.0	1.0
Мужчины									
1989.0	...	41.0	4.0	115.0	233.0	176.0	196.0	209.0	26.0
2002.0	1.0	82.0	9.0	268.0	310.0	182.0	123.0	24.0	1.0
Женщины									
1989.0	...	74.0	7.0	259.0	112.0	167.0	210.0	145.0	26.0
2002.0	1.0	139.0	13.0	429.0	168.0	156.0	84.0	9.0	1.0
г. Санкт-Петербург									
Городское население									
1989.0	...	264.0	24.0	275.0	147.0	169.0	84.0	33.0	4.0
2002.0	11.0	359.0	53.0	342.0	90.0	110.0	25.0	4.0	1.0
Мужчины									
1989.0	...	271.0	26.0	234.0	173.0	173.0	87.0	34.0	2.0
2002.0	13.0	350.0	55.0	324.0	101.0	117.0	30.0	5.0	-
Женщины									
1989.0	...	257.0	22.0	313.0	124.0	166.0	81.0	32.0	5.0
2002.0	10.0	368.0	51.0	360.0	80.0	103.0	19.0	3.0	1.0
Южный федеральный округ									
Городское и сельское население									
1989.0	...	129.0	13.0	243.0	132.0	239.0	145.0	83.0	16.0
2002.0	4.0	232.0	29.0	341.0	138.0	184.0	61.0	10.0	1.0
Мужчины									
1989.0	...	124.0	14.0	201.0	165.0	244.0	146.0	92.0	14.0
2002.0	4.0	210.0	28.0	303.0	162.0	204.0	75.0	13.0	1.0
Женщины									
1989.0	...	134.0	13.0	289.0	96.0	233.0	143.0	74.0	18.0
2002.0	4.0	256.0	30.0	384.0	109.0	162.0	46.0	8.0	1.0
Городское население									
1989.0	...	166.0	16.0	277.0	123.0	233.0	121.0	55.0	9.0
2002.0	5.0	275.0	34.0	359.0	115.0	162.0	43.0	6.0	1.0
Мужчины									
1989.0	...	161.0	17.0	234.0	153.0	239.0	127.0	61.0	8.0
2002.0	6.0	255.0	33.0	331.0	135.0	178.0	54.0	8.0	-
Женщины									
1989.0	...	170.0	15.0	321.0	93.0	226.0	115.0	49.0	11.0
2002.0	5.0	296.0	34.0	389.0	93.0	147.0	31.0	5.0	-
Сельское население									
1989.0	...	68.0	8.0	186.0	147.0	248.0	184.0	132.0	27.0
2002.0	2.0	147.0	19.0	307.0	181.0	226.0	98.0	19.0	1.0
Мужчины									
1989.0	...	67.0	8.0	151.0	184.0	251.0	175.0	140.0	24.0
2002.0	2.0	130.0	17.0	253.0	211.0	251.0	113.0	22.0	1.0
Женщины									
1989.0	...	69.0	8.0	229.0	102.0	245.0	195.0	121.0	31.0
2002.0	2.0	169.0	22.0	376.0	142.0	196.0	78.0	14.0	1.0
Республика Адыгея									
Городское и сельское население									
1989.0	...	126.0	11.0	253.0	145.0	247.0	131.0	75.0	12.0
2002.0	5.0	238.0	28.0	346.0	148.0	172.0	55.0	8.0	-
Мужчины									
1989.0	...	115.0	12.0	210.0	182.0	252.0	130.0	87.0	12.0
2002.0	5.0	204.0	26.0	310.0	179.0	193.0	71.0	11.0	1.0
Женщины									
1989.0	...	138.0	11.0	301.0	104.0	242.0	132.0	61.0	11.0
2002.0	5.0	273.0	30.0	384.0	117.0	148.0	37.0	5.0	1.0
Городское население									
1989.0	...	165.0	13.0	288.0	125.0	238.0	115.0	49.0	7.0
2002.0	6.0	283.0	31.0	354.0	119.0	152.0	48.0	7.0	-
Мужчины									
1989.0	...	158.0	14.0	248.0	157.0	241.0	118.0	57.0	7.0
2002.0	6.0	252.0	30.0	327.0	142.0	172.0	63.0	8.0	-
Женщины									
1989.0	...	172.0	13.0	329.0	92.0	234.0	111.0	42.0	7.0
2002.0	7.0	314.0	31.0	382.0	95.0	134.0	32.0	5.0	-
Сельское население									
1989.0	...	79.0	9.0	212.0	169.0	259.0	150.0	105.0	17.0
2002.0	2.0	168.0	24.0	332.0	195.0	200.0	66.0	12.0	1.0
Мужчины									
1989.0	...	69.0	9.0	170.0	208.0	264.0	142.0	120.0	18.0
2002.0	2.0	136.0	21.0	285.0	232.0	225.0	82.0	16.0	1.0
Женщины									
1989.0	...	91.0	9.0	264.0	121.0	252.0	160.0	87.0	16.0
2002.0	2.0	205.0	28.0	387.0	153.0	171.0	47.0	6.0	1.0
Республика Дагестан									
Городское и сельское население									
1989.0	...	117.0	13.0	207.0	67.0	288.0	167.0	113.0	28.0
2002.0	7.0	274.0	33.0	274.0	80.0	235.0	74.0	22.0	1.0
Мужчины									
1989.0	...	136.0	15.0	205.0	103.0	268.0	155.0	98.0	20.0
2002.0	7.0	274.0	33.0	249.0	99.0	242.0	76.0	19.0	1.0
Женщины									
1989.0	...	97.0	10.0	209.0	30.0	308.0	179.0	130.0	37.0
2002.0	6.0	274.0	34.0	306.0	55.0	226.0	72.0	26.0	1.0
Городское население									
1989.0	...	165.0	17.0	265.0	69.0	253.0	142.0	70.0	19.0
2002.0	9.0	327.0	38.0	288.0	69.0	210.0	48.0	10.0	1.0
Мужчины									
1989.0	...	177.0	19.0	244.0	96.0	247.0	139.0	65.0	13.0
2002.0	10.0	320.0	39.0	274.0	82.0	215.0	50.0	9.0	1.0
Женщины									
1989.0	...	153.0	15.0	287.0	40.0	260.0	144.0	75.0	26.0
2002.0	8.0	334.0	37.0	306.0	54.0	203.0	45.0	12.0	1.0
Сельское население									
1989.0	...	76.0	9.0	159.0	66.0	317.0	188.0	150.0	35.0
2002.0	3.0	209.0	27.0	256.0	93.0	266.0	107.0	37.0	2.0
Мужчины									
1989.0	...	102.0	12.0	173.0	108.0	286.0	167.0	126.0	26.0
2002.0	3.0	219.0	25.0	220.0	121.0	274.0	105.0	32.0	1.0
Женщины									
1989.0	...	49.0	6.0	144.0	22.0	349.0	209.0	176.0	45.0
2002.0	2.0	196.0	29.0	306.0	54.0	257.0	109.0	44.0	3.0
Республика Ингушетия									
Городское и сельское население									
1989.0	...	114.0	16.0	203.0	97.0	267.0	152.0	102.0	49.0
2002.0	9.0	315.0	57.0	223.0	121.0	195.0	54.0	21.0	4.0
Мужчины									
1989.0	...	119.0	18.0	181.0	116.0	285.0	150.0	99.0	32.0
2002.0	9.0	276.0	56.0	202.0	130.0	234.0	66.0	23.0	3.0
Женщины									
1989.0	...	107.0	14.0	228.0	75.0	247.0	154.0	106.0	69.0
2002.0	10.0	367.0	58.0	253.0	107.0	142.0	39.0	19.0	4.0
Городское население									
1989.0	...	180.0	20.0	263.0	112.0	206.0	124.0	68.0	27.0
2002.0	11.0	343.0	55.0	235.0	108.0	180.0	45.0	19.0	3.0
Мужчины									
1989.0	...	187.0	23.0	235.0	131.0	216.0	125.0	67.0	16.0
2002.0	10.0	305.0	57.0	222.0	114.0	215.0	54.0	20.0	3.0
Женщины									
1989.0	...	173.0	17.0	292.0	92.0	196.0	123.0	69.0	38.0
2002.0	12.0	395.0	53.0	253.0	100.0	134.0	31.0	17.0	4.0
Сельское население									
1989.0	...	57.0	12.0	152.0	84.0	319.0	176.0	131.0	69.0
2002.0	8.0	284.0	58.0	211.0	135.0	211.0	64.0	24.0	4.0
Мужчины									
1989.0	...	66.0	13.0	139.0	105.0	339.0	170.0	124.0	44.0
