1.8. НАСЕЛЕНИЕ ПО ПОЛУ И ВОЗРАСТНЫМ ГРУППАМ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ									
									
	Городское и сельское население в возрасте			Городское население в возрасте			Сельское население в возрасте		
1989.0	217705.0	329589.0	49509.0	76854.0	140940.0	24126.0	140851.0	188649.0	25383.0
2002.0	190214.0	309102.0	33171.0	64043.0	100988.0	10026.0	126171.0	208114.0	23145.0
Женщины									
1989.0	212100.0	341558.0	119872.0	73828.0	147636.0	61894.0	138272.0	193922.0	57978.0
2002.0	196142.0	317030.0	57358.0	68834.0	112130.0	16972.0	127308.0	204900.0	40386.0
Краснодарский край									
Мужчины и женщины									
1989.0	1088949.0	2528214.0	998976.0	562251.0	1409852.0	523425.0	526698.0	1118362.0	475551.0
2002.0	926764.0	3032083.0	1165631.0	453446.0	1673294.0	613234.0	473318.0	1358789.0	552397.0
Мужчины									
1989.0	554540.0	1295887.0	284841.0	286342.0	709888.0	153554.0	268198.0	585999.0	131287.0
2002.0	475228.0	1523276.0	384453.0	231889.0	829319.0	199815.0	243339.0	693957.0	184638.0
Женщины									
1989.0	534409.0	1232327.0	714135.0	275909.0	699964.0	369871.0	258500.0	532363.0	344264.0
2002.0	451536.0	1508807.0	781178.0	221557.0	843975.0	413419.0	229979.0	664832.0	367759.0
Ставропольский край									
Мужчины и женщины									
1989.0	610424.0	1335103.0	464852.0	307638.0	741845.0	249578.0	302786.0	593258.0	215274.0
2002.0	520356.0	1639981.0	574792.0	259562.0	954370.0	316654.0	260794.0	685611.0	258138.0
Мужчины									
1989.0	311202.0	681230.0	130756.0	156686.0	366043.0	72173.0	154516.0	315187.0	58583.0
2002.0	266580.0	823950.0	189405.0	132817.0	470660.0	102092.0	133763.0	353290.0	87313.0
Женщины									
1989.0	299222.0	653873.0	334096.0	150952.0	375802.0	177405.0	148270.0	278071.0	156691.0
2002.0	253776.0	816031.0	385387.0	126745.0	483710.0	214562.0	127031.0	332321.0	170825.0
Астраханская область									
Мужчины и женщины									
1989.0	259206.0	560779.0	171520.0	167206.0	387427.0	120304.0	92000.0	173352.0	51216.0
2002.0	199138.0	616286.0	189460.0	123995.0	427182.0	128926.0	75143.0	189104.0	60534.0
Мужчины									
1989.0	131227.0	295279.0	45330.0	84500.0	198960.0	31863.0	46727.0	96319.0	13467.0
2002.0	101889.0	310162.0	60544.0	63314.0	213092.0	39698.0	38575.0	97070.0	20846.0
Женщины									
1989.0	127979.0	265500.0	126190.0	82706.0	188467.0	88441.0	45273.0	77033.0	37749.0
2002.0	97249.0	306124.0	128916.0	60681.0	214090.0	89228.0	36568.0	92034.0	39688.0
Волгоградская область									
Мужчины и женщины									
1989.0	605519.0	1461467.0	525894.0	446632.0	1133538.0	382066.0	158887.0	327929.0	143828.0
2002.0	473001.0	1620757.0	602630.0	333413.0	1248048.0	445774.0	139588.0	372709.0	156856.0
Мужчины									
1989.0	307906.0	757520.0	143397.0	226685.0	577336.0	105345.0	81221.0	180184.0	38052.0
2002.0	241991.0	816186.0	196078.0	170659.0	621865.0	142847.0	71332.0	194321.0	53231.0
Женщины									
1989.0	297613.0	703947.0	382497.0	219947.0	556202.0	276721.0	77666.0	147745.0	105776.0
2002.0	231010.0	804571.0	406552.0	162754.0	626183.0	302927.0	68256.0	178388.0	103625.0
Ростовская область									
Мужчины и женщины									
1989.0	982847.0	2439475.0	869930.0	680889.0	1785877.0	589619.0	301958.0	653598.0	280311.0
2002.0	749996.0	2647013.0	1003672.0	466498.0	1838760.0	669451.0	283498.0	808253.0	334221.0
Мужчины									
1989.0	501082.0	1248023.0	242650.0	346852.0	904400.0	165842.0	154230.0	343623.0	76808.0
2002.0	383818.0	1327409.0	332398.0	238453.0	908272.0	217901.0	145365.0	419137.0	114497.0
Женщины									
1989.0	481765.0	1191452.0	627280.0	334037.0	881477.0	423777.0	147728.0	309975.0	203503.0
2002.0	366178.0	1319604.0	671274.0	228045.0	930488.0	451550.0	138133.0	389116.0	219724.0
Приволжский федеральный округ									
Мужчины и женщины									
1989.0	7843894.0	17940093.0	5966150.0	5444686.0	13233429.0	3756255.0	2399208.0	4706664.0	2209895.0
2002.0	5804903.0	18851133.0	6486034.0	3876581.0	13872674.0	4286273.0	1928322.0	4978459.0	2199761.0
Мужчины									
1989.0	3978492.0	9316895.0	1460603.0	2761966.0	6714490.0	954253.0	1216526.0	2602405.0	506350.0
2002.0	2963549.0	9427714.0	2009785.0	1977640.0	6780691.0	1306517.0	985909.0	2647023.0	703268.0
Женщины									
1989.0	3865402.0	8623198.0	4505547.0	2682720.0	6518939.0	2802002.0	1182682.0	2104259.0	1703545.0
2002.0	2841354.0	9423419.0	4476249.0	1898941.0	7091983.0	2979756.0	942413.0	2331436.0	1496493.0
Республика Башкортостан									
Мужчины и женщины									
1989.0	1052945.0	2208204.0	681960.0	644490.0	1490213.0	381933.0	408455.0	717991.0	300027.0
2002.0	872024.0	2438206.0	793292.0	514262.0	1648879.0	462826.0	357762.0	789327.0	330466.0
Мужчины									
1989.0	533760.0	1147483.0	170175.0	327144.0	754202.0	98502.0	206616.0	393281.0	71673.0
2002.0	443976.0	1218694.0	260186.0	261822.0	802306.0	147699.0	182154.0	416388.0	112487.0
Женщины									
1989.0	519185.0	1060721.0	511785.0	317346.0	736011.0	283431.0	201839.0	324710.0	228354.0
2002.0	428048.0	1219512.0	533106.0	252440.0	846573.0	315127.0	175608.0	372939.0	217979.0
Республика Марий Эл									
Мужчины и женщины									
1989.0	202525.0	418327.0	128468.0	119876.0	267818.0	69523.0	82649.0	150509.0	58945.0
2002.0	143407.0	448467.0	135989.0	83635.0	294362.0	81587.0	59772.0	154105.0	54402.0
Мужчины									
1989.0	102520.0	218152.0	27874.0	60652.0	133520.0	16248.0	41868.0	84632.0	11626.0
2002.0	73193.0	224548.0	40693.0	42592.0	141862.0	24654.0	30601.0	82686.0	16039.0
Женщины									
1989.0	100005.0	200175.0	100594.0	59224.0	134298.0	53275.0	40781.0	65877.0	47319.0
2002.0	70214.0	223919.0	95296.0	41043.0	152500.0	56933.0	29171.0	71419.0	38363.0
Республика Мордовия									
Мужчины и женщины									
1989.0	226860.0	536496.0	200091.0	136679.0	325272.0	79083.0	90181.0	211224.0	121008.0
2002.0	155898.0	535455.0	197349.0	94560.0	341667.0	95203.0	61338.0	193788.0	102146.0
Мужчины									
1989.0	114890.0	280190.0	44760.0	69251.0	159772.0	19021.0	45639.0	120418.0	25739.0
2002.0	79553.0	269872.0	59100.0	48388.0	162875.0	28637.0	31165.0	106997.0	30463.0
Женщины									
1989.0	111970.0	256306.0	155331.0	67428.0	165500.0	60062.0	44542.0	90806.0	95269.0
2002.0	76345.0	265583.0	138249.0	46172.0	178792.0	66566.0	30173.0	86791.0	71683.0
Республика Татарстан									
Мужчины и женщины									
1989.0	924505.0	2068210.0	649026.0	687060.0	1578443.0	389254.0	237445.0	489767.0	259772.0
2002.0	753959.0	2271310.0	753062.0	535142.0	1768669.0	486032.0	218817.0	502641.0	267030.0
Мужчины									
1989.0	468922.0	1062726.0	157184.0	348213.0	791299.0	98142.0	120709.0	271427.0	59042.0
2002.0	384888.0	1124641.0	239117.0	273087.0	855102.0	150824.0	111801.0	269539.0	88293.0
Женщины									
1989.0	455583.0	1005484.0	491842.0	338847.0	787144.0	291112.0	116736.0	218340.0	200730.0
2002.0	369071.0	1146669.0	513945.0	262055.0	913567.0	335208.0	107016.0	233102.0	178737.0
Удмуртская Республика									
Мужчины и женщины									
1989.0	438818.0	909451.0	257382.0	292311.0	660297.0	167160.0	146507.0	249154.0	90222.0
2002.0	312256.0	976352.0	281497.0	202850.0	700159.0	191142.0	109406.0	276193.0	90355.0
Мужчины									
1989.0	222168.0	468297.0	56200.0	147961.0	330735.0	38760.0	74207.0	137562.0	17440.0
2002.0	159165.0	485264.0	82540.0	103297.0	337591.0	56030.0	55868.0	147673.0	26510.0
Женщины									
1989.0	216650.0	441154.0	201182.0	144350.0	329562.0	128400.0	72300.0	111592.0	72782.0
2002.0	153091.0	491088.0	198957.0	99553.0	362568.0	135112.0	53538.0	128520.0	63845.0
Чувашская Республика									
Мужчины и женщины									
1989.0	359551.0	742615.0	235834.0	206955.0	469806.0	94285.0	152596.0	272809.0	141549.0
2002.0	260981.0	792456.0	259977.0	150205.0	522139.0	123546.0	110776.0	270317.0	136431.0
Мужчины									
1989.0	181760.0	381769.0	52197.0	104757.0	232269.0	23492.0	77003.0	149500.0	28705.0
2002.0	133133.0	395181.0	80245.0	76177.0	246879.0	38399.0	56956.0	148302.0	41846.0
Женщины									
1989.0	177791.0	360846.0	183637.0	102198.0	237537.0	70793.0	75593.0	123309.0	112844.0
2002.0	127848.0	397275.0	179732.0	74028.0	275260.0	85147.0	53820.0	122015.0	94585.0
Кировская область									
Мужчины и женщины									
1989.0	408498.0	934554.0	350954.0	279927.0	678580.0	222373.0	128571.0	255974.0	128581.0
2002.0	259570.0	911117.0	331978.0	178228.0	674086.0	225860.0	81342.0	237031.0	106118.0
Мужчины									
1989.0	207733.0	504059.0	79452.0	142160.0	359485.0	51894.0	65573.0	144574.0	27558.0
2002.0	132834.0	461530.0	100949.0	90989.0	334252.0	68208.0	41845.0	127278.0	32741.0
Женщины									
1989.0	200765.0	430495.0	271502.0	137767.0	319095.0	170479.0	62998.0	111400.0	101023.0
2002.0	126736.0	449587.0	231029.0	87239.0	339834.0	157652.0	39497.0	109753.0	73377.0
Нижегородская область									
Мужчины и женщины									
1989.0	801168.0	2081204.0	837098.0	626586.0	1665470.0	568182.0	174582.0	415734.0	268916.0
2002.0	574319.0	2103498.0	845917.0	445012.0	1694794.0	615004.0	129307.0	408704.0	230913.0
Мужчины									
1989.0	407447.0	1080009.0	203318.0	318966.0	845644.0	144746.0	88481.0	234365.0	58572.0
2002.0	293835.0	1056456.0	250164.0	227633.0	833750.0	180806.0	66202.0	222706.0	69358.0
Женщины									
1989.0	393721.0	1001195.0	633780.0	307620.0	819826.0	423436.0	86101.0	181369.0	210344.0
2002.0	280484.0	1047042.0	595753.0	217379.0	861044.0	434198.0	63105.0	185998.0	161555.0
Оренбургская область									
Мужчины и женщины									
1989.0	579564.0	1217362.0	373760.0	360468.0	814545.0	231602.0	219096.0	402817.0	142158.0
2002.0	433964.0	1320392.0	422931.0	224423.0	797499.0	236030.0	209541.0	522893.0	186901.0
Мужчины									
1989.0	293634.0	632035.0	96391.0	181756.0	412488.0	60477.0	111878.0	219547.0	35914.0
2002.0	221923.0	663993.0	135207.0	114401.0	390720.0	72873.0	107522.0	273273.0	62334.0
Женщины									
1989.0	285930.0	585327.0	277369.0	178712.0	402057.0	171125.0	107218.0	183270.0	106244.0
2002.0	212041.0	656399.0	287724.0	110022.0	406779.0	163157.0	102019.0	249620.0	124567.0
Пензенская область									
Мужчины и женщины									
1989.0	337930.0	842018.0	324514.0	212104.0	552242.0	163172.0	125826.0	289776.0	161342.0
2002.0	243778.0	864901.0	344004.0	153221.0	591363.0	200414.0	90557.0	273538.0	143590.0
Мужчины									
1989.0	171760.0	439106.0	80894.0	107788.0	278625.0	41783.0	63972.0	160481.0	39111.0
2002.0	124624.0	433218.0	106407.0	78350.0	289131.0	61076.0	46274.0	144087.0	45331.0
Женщины									
1989.0	166170.0	402912.0	243620.0	104316.0	273617.0	121389.0	61854.0	129295.0	122231.0
2002.0	119154.0	431683.0	237597.0	74871.0	302232.0	139338.0	44283.0	129451.0	98259.0
Пермская область									
Мужчины и женщины									
1989.0	786649.0	1751110.0	539264.0	582223.0	1398325.0	398371.0	204426.0	352785.0	140893.0
2002.0	539268.0	1733797.0	543417.0	381349.0	1328646.0	408930.0	157919.0	405151.0	134487.0
Мужчины									
1989.0	398009.0	923905.0	130544.0	294802.0	729029.0	98583.0	103207.0	194876.0	31961.0
2002.0	274734.0	867709.0	161790.0	194124.0	651758.0	120514.0	80610.0	215951.0	41276.0
Женщины									
1989.0	388640.0	827205.0	408720.0	287421.0	669296.0	299788.0	101219.0	157909.0	108932.0
2002.0	264534.0	866088.0	381627.0	187225.0	676888.0	288416.0	77309.0	189200.0	93211.0
Коми-Пермяцкий автономный округ									
Мужчины и женщины									
1989.0	46207.0	80348.0	31007.0	13328.0	25896.0	7999.0	32879.0	54452.0	23008.0
2002.0	31711.0	78224.0	26128.0	7563.0	21977.0	6194.0	24148.0	56247.0	19934.0
Мужчины									
1989.0	23114.0	43769.0	6661.0	6619.0	12794.0	1892.0	16495.0	30975.0	4769.0
2002.0	16141.0	41281.0	7646.0	3766.0	10535.0	1822.0	12375.0	30746.0	5824.0
Женщины									
1989.0	23093.0	36579.0	24346.0	6709.0	13102.0	6107.0	16384.0	23477.0	18239.0
2002.0	15570.0	36943.0	18482.0	3797.0	11442.0	4372.0	11773.0	25501.0	14110.0
Самарская область									
Мужчины и женщины									
1989.0	766581.0	1893656.0	602506.0	610759.0	1560532.0	463244.0	155822.0	333124.0	139262.0
2002.0	544623.0	2006197.0	686171.0	421321.0	1651729.0	536039.0	123302.0	354468.0	150132.0
Мужчины									
1989.0	389130.0	964730.0	158799.0	310346.0	781431.0	123378.0	78784.0	183299.0	35421.0
2002.0	279010.0	1003035.0	213046.0	215885.0	817956.0	164086.0	63125.0	185079.0	48960.0
Женщины									
1989.0	377451.0	928926.0	443707.0	300413.0	779101.0	339866.0	77038.0	149825.0	103841.0
2002.0	265613.0	1003162.0	473125.0	205436.0	833773.0	371953.0	60177.0	169389.0	101172.0
Саратовская область									
Мужчины и женщины									
1989.0	623878.0	1541343.0	519065.0	443139.0	1177568.0	369254.0	180739.0	363775.0	149811.0
2002.0	463373.0	1608704.0	595424.0	316804.0	1215661.0	430680.0	146569.0	393043.0	164744.0
Мужчины									
1989.0	317366.0	799412.0	136406.0	225400.0	602671.0	98335.0	91966.0	196741.0	38071.0
2002.0	236297.0	804603.0	187813.0	161093.0	600840.0	132965.0	75204.0	203763.0	54848.0
Женщины									
1989.0	306512.0	741931.0	382659.0	217739.0	574897.0	270919.0	88773.0	167034.0	111740.0
2002.0	227076.0	804101.0	407611.0	155711.0	614821.0	297715.0	71365.0	189280.0	109896.0
Ульяновская область									
Мужчины и женщины									
1989.0	334422.0	795543.0	266228.0	242109.0	594318.0	158819.0	92313.0	201225.0	107409.0
2002.0	247483.0	840281.0	295026.0	175569.0	643021.0	192980.0	71914.0	197260.0	102046.0
Мужчины									
1989.0	169393.0	415022.0	66409.0	122770.0	303320.0	40892.0	46623.0	111702.0	25517.0
2002.0	126384.0	418970.0	92528.0	89802.0	315669.0	59746.0	36582.0	103301.0	32782.0
Женщины									
1989.0	165029.0	380521.0	199819.0	119339.0	290998.0	117927.0	45690.0	89523.0	81892.0
2002.0	121099.0	421311.0	202498.0	85767.0	327352.0	133234.0	35332.0	93959.0	69264.0
Уральский федеральный округ									
Мужчины и женщины									
1989.0	3298423.0	7234018.0	1993228.0	2586019.0	5919360.0	1539127.0	712404.0	1314658.0	454101.0
2002.0	2339488.0	7788088.0	2232146.0	1817786.0	6406374.0	1754353.0	521702.0	1381714.0	477793.0
Мужчины									
1989.0	1674526.0	3766674.0	510989.0	1313264.0	3040966.0	399167.0	361262.0	725708.0	111822.0
2002.0	1196506.0	3907516.0	686851.0	929684.0	3184240.0	532420.0	266822.0	723276.0	154431.0
Женщины									
1989.0	1623897.0	3467344.0	1482239.0	1272755.0	2878394.0	1139960.0	351142.0	588950.0	342279.0
2002.0	1142982.0	3880572.0	1545295.0	888102.0	3222134.0	1221933.0	254880.0	658438.0	323362.0
Курганская область									
Мужчины и женщины									
1989.0	283364.0	609807.0	210491.0	148374.0	350772.0	103180.0	134990.0	259035.0	107311.0
2002.0	193673.0	603643.0	222136.0	100884.0	356058.0	117395.0	92789.0	247585.0	104741.0
Мужчины									
1989.0	143941.0	318667.0	51728.0	75472.0	176261.0	26204.0	68469.0	142406.0	25524.0
2002.0	98904.0	301487.0	70151.0	51427.0	171888.0	36076.0	47477.0	129599.0	34075.0
Женщины									
1989.0	139423.0	291140.0	158763.0	72902.0	174511.0	76976.0	66521.0	116629.0	81787.0
2002.0	94769.0	302156.0	151985.0	49457.0	184170.0	81319.0	45312.0	117986.0	70666.0
Свердловская область									
Мужчины и женщины									
1989.0	1158835.0	2680148.0	867779.0	994467.0	2362987.0	739055.0	164368.0	317161.0	128724.0
2002.0	777882.0	2779391.0	924984.0	667774.0	2467444.0	804583.0	110108.0	311947.0	120401.0
Мужчины									
1989.0	588336.0	1385696.0	221552.0	504808.0	1205661.0	189872.0	83528.0	180035.0	31680.0
2002.0	398601.0	1390517.0	280537.0	342000.0	1223015.0	242195.0	56601.0	167502.0	38342.0
Женщины									
1989.0	570499.0	1294452.0	646227.0	489659.0	1157326.0	549183.0	80840.0	137126.0	97044.0
2002.0	379281.0	1388874.0	644447.0	325774.0	1244429.0	562388.0	53507.0	144445.0	82059.0
Тюменская область									
Мужчины и женщины									
1989.0	950666.0	1888509.0	258481.0	723369.0	1479381.0	157866.0	227297.0	409128.0	100615.0
2002.0	710123.0	2201411.0	344957.0	537773.0	1753064.0	227481.0	172350.0	448347.0	117476.0
Мужчины									
1989.0	482765.0	1003427.0	62325.0	367337.0	776198.0	38362.0	115428.0	227229.0	23963.0
2002.0	362931.0	1116225.0	105804.0	275201.0	880707.0	67815.0	87730.0	235518.0	37989.0
Женщины									
1989.0	467901.0	885082.0	196156.0	356032.0	703183.0	119504.0	111869.0	181899.0	76652.0
2002.0	347192.0	1085186.0	239153.0	262572.0	872357.0	159666.0	84620.0	212829.0	79487.0
Ханты-Мансийский автономный округ - Югра									
Мужчины и женщины									
1989.0	425757.0	811505.0	45134.0	386364.0	742303.0	37672.0	39393.0	69202.0	7462.0
2002.0	325869.0	1007190.0	96678.0	293844.0	919545.0	85543.0	32025.0	87645.0	11135.0
Мужчины									
1989.0	216676.0	431220.0	9545.0	196533.0	392699.0	7848.0	20143.0	38521.0	1697.0
2002.0	166956.0	515393.0	28571.0	150578.0	467072.0	25077.0	16378.0	48321.0	3494.0
Женщины									
1989.0	209081.0	380285.0	35589.0	189831.0	349604.0	29824.0	19250.0	30681.0	5765.0
2002.0	158913.0	491797.0	68107.0	143266.0	452473.0	60466.0	15647.0	39324.0	7641.0
Ямало-Ненецкий автономный округ									
Мужчины и женщины									
1989.0	162148.0	322486.0	10210.0	124731.0	254456.0	6427.0	37417.0	68030.0	3783.0
2002.0	126064.0	356611.0	23264.0	100072.0	303319.0	18469.0	25992.0	53292.0	4795.0
Мужчины									
1989.0	82238.0	174541.0	2435.0	63240.0	136874.0	1372.0	18998.0	37667.0	1063.0
2002.0	64405.0	183094.0	6805.0	51275.0	154981.0	5351.0	13130.0	28113.0	1454.0
Женщины									
1989.0	79910.0	147945.0	7775.0	61491.0	117582.0	5055.0	18419.0	30363.0	2720.0
2002.0	61659.0	173517.0	16459.0	48797.0	148338.0	13118.0	12862.0	25179.0	3341.0
Челябинская область									
Мужчины и женщины									
1989.0	905558.0	2055554.0	656477.0	719809.0	1726220.0	539026.0	185749.0	329334.0	117451.0
2002.0	657810.0	2203643.0	740069.0	511355.0	1829808.0	604894.0	146455.0	373835.0	135175.0
Мужчины									
1989.0	459484.0	1058884.0	175384.0	365647.0	882846.0	144729.0	93837.0	176038.0	30655.0
2002.0	336070.0	1099287.0	230359.0	261056.0	908630.0	186334.0	75014.0	190657.0	44025.0
Женщины									
1989.0	446074.0	996670.0	481093.0	354162.0	843374.0	394297.0	91912.0	153296.0	86796.0
2002.0	321740.0	1104356.0	509710.0	250299.0	921178.0	418560.0	71441.0	183178.0	91150.0
Сибирский федеральный округ									
Мужчины и женщины									
1989.0	5763897.0	12046624.0	3256460.0	3932812.0	8953825.0	2245520.0	1831085.0	3092799.0	1010940.0
2002.0	3917149.0	12503853.0	3635024.0	2583762.0	9151553.0	2531220.0	1333387.0	3352300.0	1103804.0
Мужчины									
1989.0	2925964.0	6297551.0	859608.0	1995619.0	4596523.0	593063.0	930345.0	1701028.0	266545.0
2002.0	1999355.0	6245322.0	1151519.0	1317614.0	4508679.0	777418.0	681741.0	1736643.0	374101.0
Женщины									
1989.0	2837933.0	5749073.0	2396852.0	1937193.0	4357302.0	1652457.0	900740.0	1391771.0	744395.0
2002.0	1917794.0	6258531.0	2483505.0	1266148.0	4642874.0	1753802.0	651646.0	1615657.0	729703.0
Республика Алтай									
Мужчины и женщины									
1989.0	61937.0	101085.0	27809.0	13309.0	29809.0	8531.0	48628.0	71276.0	19278.0
2002.0	52326.0	122101.0	28497.0	11004.0	34660.0	7866.0	41322.0	87441.0	20631.0
Мужчины									
1989.0	31372.0	52441.0	7133.0	6757.0	14724.0	2282.0	24615.0	37717.0	4851.0
2002.0	26626.0	60625.0	9309.0	5570.0	15986.0	2436.0	21056.0	44639.0	6873.0
Женщины									
1989.0	30565.0	48644.0	20676.0	6552.0	15085.0	6249.0	24013.0	33559.0	14427.0
2002.0	25700.0	61476.0	19188.0	5434.0	18674.0	5430.0	20266.0	42802.0	13758.0
Республика Бурятия									
Мужчины и женщины									
1989.0	329045.0	579196.0	130011.0	188750.0	375894.0	75709.0	140295.0	203302.0	54302.0
2002.0	226041.0	607597.0	147354.0	122723.0	377162.0	84906.0	103318.0	230435.0	62448.0
Мужчины									
1989.0	166922.0	302442.0	35064.0	95622.0	191814.0	20597.0	71300.0	110628.0	14467.0
2002.0	115389.0	304633.0	47836.0	62338.0	186176.0	26401.0	53051.0	118457.0	21435.0
Женщины									
1989.0	162123.0	276754.0	94947.0	93128.0	184080.0	55112.0	68995.0	92674.0	39835.0
2002.0	110652.0	302964.0	99518.0	60385.0	190986.0	58505.0	50267.0	111978.0	41013.0
Республика Тыва									
Мужчины и женщины									
1989.0	115089.0	169312.0	24131.0	45427.0	85166.0	13692.0	69662.0	84146.0	10439.0
2002.0	97461.0	180099.0	27943.0	44938.0	97658.0	14696.0	52523.0	82441.0	13247.0
Мужчины									
1989.0	57769.0	86410.0	7251.0	22800.0	43729.0	3823.0	34969.0	42681.0	3428.0
2002.0	49125.0	86670.0	9162.0	22461.0	46422.0	4546.0	26664.0	40248.0	4616.0
Женщины									
1989.0	57320.0	82902.0	16880.0	22627.0	41437.0	9869.0	34693.0	41465.0	7011.0
2002.0	48336.0	93429.0	18781.0	22477.0	51236.0	10150.0	25859.0	42193.0	8631.0
Республика Хакасия									
Мужчины и женщины									
1989.0	160616.0	320246.0	85994.0	111183.0	240104.0	58831.0	49433.0	80142.0	27163.0
2002.0	111622.0	339929.0	94494.0	73440.0	248555.0	64846.0	38182.0	91374.0	29648.0
Мужчины									
1989.0	81462.0	171445.0	23115.0	56338.0	128399.0	15848.0	25124.0	43046.0	7267.0
2002.0	56707.0	167752.0	30422.0	37272.0	121461.0	20423.0	19435.0	46291.0	9999.0
Женщины									
1989.0	79154.0	148801.0	62879.0	54845.0	111705.0	42983.0	24309.0	37096.0	19896.0
2002.0	54915.0	172177.0	64072.0	36168.0	127094.0	44423.0	18747.0	45083.0	19649.0
Алтайский край									
Мужчины и женщины									
1989.0	685703.0	1463906.0	481609.0	377667.0	890050.0	256385.0	308036.0	573856.0	225224.0
2002.0	468980.0	1614545.0	523814.0	225785.0	901574.0	259355.0	243195.0	712971.0	264459.0
Мужчины									
1989.0	349328.0	765966.0	124103.0	192005.0	454347.0	66945.0	157323.0	311619.0	57158.0
2002.0	239240.0	807916.0	167891.0	114951.0	441397.0	79021.0	124289.0	366519.0	88870.0
Женщины									
1989.0	336375.0	697940.0	357506.0	185662.0	435703.0	189440.0	150713.0	262237.0	168066.0
2002.0	229740.0	806629.0	355923.0	110834.0	460177.0	180334.0	118906.0	346452.0	175589.0
Красноярский край									
Мужчины и женщины									
1989.0	821632.0	1797967.0	418510.0	589708.0	1349851.0	275944.0	231924.0	448116.0	142566.0
2002.0	580158.0	1877192.0	506257.0	417879.0	1463773.0	361718.0	162279.0	413419.0	144539.0
Мужчины									
1989.0	417506.0	948586.0	109659.0	299466.0	688820.0	70784.0	118040.0	259766.0	38875.0
2002.0	296018.0	938662.0	160087.0	213147.0	719801.0	110619.0	82871.0	218861.0	49468.0
Женщины									
1989.0	404126.0	849381.0	308851.0	290242.0	661031.0	205160.0	113884.0	188350.0	103691.0
2002.0	284140.0	938530.0	346170.0	204732.0	743972.0	251099.0	79408.0	194558.0	95071.0
Таймырский (Долгано-Ненецкий) автономный округ									
Мужчины и женщины									
1989.0	17209.0	36162.0	2432.0	10716.0	24427.0	1574.0	6493.0	11735.0	858.0
2002.0	10267.0	26744.0	2720.0	5890.0	18615.0	1770.0	4377.0	8129.0	950.0
Мужчины									
1989.0	8729.0	19388.0	604.0	5404.0	12895.0	325.0	3325.0	6493.0	279.0
2002.0	5146.0	13436.0	751.0	2947.0	9148.0	436.0	2199.0	4288.0	315.0
Женщины									
1989.0	8480.0	16774.0	1828.0	5312.0	11532.0	1249.0	3168.0	5242.0	579.0
2002.0	5121.0	13308.0	1969.0	2943.0	9467.0	1334.0	2178.0	3841.0	635.0
Эвенкийский автономный округ									
Мужчины и женщины									
1989.0	8100.0	15459.0	1210.0	2468.0	4914.0	304.0	5632.0	10545.0	906.0
2002.0	4757.0	11280.0	1637.0	1521.0	3896.0	401.0	3236.0	7384.0	1236.0
Мужчины									
1989.0	4070.0	8616.0	300.0	1223.0	2648.0	66.0	2847.0	5968.0	234.0
2002.0	2378.0	5911.0	579.0	753.0	1933.0	119.0	1625.0	3978.0	460.0
Женщины									
1989.0	4030.0	6843.0	910.0	1245.0	2266.0	238.0	2785.0	4577.0	672.0
2002.0	2379.0	5369.0	1058.0	768.0	1963.0	282.0	1611.0	3406.0	776.0
Иркутская область									
Мужчины и женщины									
1989.0	801825.0	1641632.0	381410.0	622328.0	1351900.0	298395.0	179497.0	289732.0	83015.0
2002.0	544519.0	1596988.0	437378.0	406098.0	1292082.0	346848.0	138421.0	304906.0	90530.0
Мужчины									
1989.0	406581.0	858228.0	102827.0	315371.0	696346.0	79397.0	91210.0	161882.0	23430.0
2002.0	278035.0	793921.0	135798.0	207237.0	634980.0	104751.0	70798.0	158941.0	31047.0
Женщины									
1989.0	395244.0	783404.0	278583.0	306957.0	655554.0	218998.0	88287.0	127850.0	59585.0
2002.0	266484.0	803067.0	301580.0	198861.0	657102.0	242097.0	67623.0	145965.0	59483.0
Усть-Ордынский Бурятский автономный округ									
Мужчины и женщины									
1989.0	47775.0	69291.0	18802.0	8072.0	13657.0	3533.0	39703.0	55634.0	15269.0
2002.0	40658.0	75272.0	19359.0	-	-	-	40658.0	75272.0	19359.0
Мужчины									
1989.0	24357.0	37671.0	5089.0	4204.0	7010.0	960.0	20153.0	30661.0	4129.0
2002.0	20637.0	37850.0	6501.0	-	-	-	20637.0	37850.0	6501.0
Женщины									
1989.0	23418.0	31620.0	13713.0	3868.0	6647.0	2573.0	19550.0	24973.0	11140.0
2002.0	20021.0	37422.0	12858.0	-	-	-	20021.0	37422.0	12858.0
Кемеровская область									
Мужчины и женщины									
1989.0	808430.0	1808579.0	553980.0	692801.0	1604540.0	471423.0	115629.0	204039.0	82557.0
2002.0	529064.0	1798757.0	571078.0	447398.0	1573169.0	492151.0	81666.0	225588.0	78927.0
Мужчины									
1989.0	409624.0	947985.0	149674.0	350755.0	836345.0	126941.0	58869.0	111640.0	22733.0
2002.0	269930.0	897077.0	180771.0	228253.0	778807.0	154117.0	41677.0	118270.0	26654.0
Женщины									
1989.0	398806.0	860594.0	404306.0	342046.0	768195.0	344482.0	56760.0	92399.0	59824.0
2002.0	259134.0	901680.0	390307.0	219145.0	794362.0	338034.0	39989.0	107318.0	52273.0
Новосибирская область									
Мужчины и женщины									
1989.0	693307.0	1591829.0	493306.0	491338.0	1224271.0	355385.0	201969.0	367558.0	137921.0
