6. ЗАНЯТОЕ В ЭКОНОМИКЕ НАСЕЛЕНИЕ ЧАСТНЫХ ДОМОХОЗЯЙСТВ В ВОЗРАСТЕ 15-64 ЛЕТ ПО ТЕРРИТОРИИ НАХОЖДЕНИЯ РАБОТЫ И ПОЛОЖЕНИЮ В ЗАНЯТИИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
	Всего		в том числе по положению в занятии					
на территории другого субъекта	2600.0	2372.0	228.0	51.0	106.0	71.0	-	-
на территории других стран	503.0	499.0	4.0	4.0	-	-	-	-
Женщины, занятые в экономике	291425.0	282139.0	9194.0	2973.0	5547.0	509.0	165.0	92.0
в том числе:								
на территории своего субъекта	288664.0	279476.0	9110.0	2961.0	5494.0	490.0	165.0	78.0
на территории другого субъекта	434.0	426.0	8.0	8.0	-	-	-	-
на территории других стран	41.0	36.0	5.0	-	5.0	-	-	-
Городское население, занятое в экономике	464090.0	445436.0	18489.0	6930.0	10254.0	1004.0	301.0	165.0
в том числе:								
на территории своего субъекта	457239.0	439010.0	18078.0	6846.0	10045.0	895.0	292.0	151.0
на территории другого субъекта	2481.0	2258.0	223.0	47.0	106.0	70.0	-	-
на территории других стран	536.0	527.0	9.0	4.0	5.0	-	-	-
Сельское население, занятое в экономике	116518.0	112997.0	3501.0	1072.0	2061.0	281.0	87.0	20.0
в том числе:								
на территории своего субъекта	114981.0	111516.0	3445.0	1047.0	2031.0	280.0	87.0	20.0
на территории другого субъекта	553.0	540.0	13.0	12.0	-	1.0	-	-
на территории других стран	8.0	8.0	-	-	-	-	-	-
Ненецкий автономный округ								
Городское и сельское население, занятое в экономике	19277.0	18781.0	490.0	127.0	350.0	10.0	3.0	6.0
в том числе:								
на территории своего субъекта	19139.0	18646.0	488.0	127.0	349.0	9.0	3.0	5.0
на территории другого субъекта	11.0	11.0	-	-	-	-	-	-
на территории других стран	1.0	1.0	-	-	-	-	-	-
Мужчины, занятые в экономике	9734.0	9406.0	326.0	92.0	226.0	7.0	1.0	2.0
в том числе:								
на территории своего субъекта	9643.0	9316.0	325.0	92.0	225.0	7.0	1.0	2.0
на территории другого субъекта	9.0	9.0	-	-	-	-	-	-
на территории других стран	-	-	-	-	-	-	-	-
Женщины, занятые в экономике	9543.0	9375.0	164.0	35.0	124.0	3.0	2.0	4.0
в том числе:								
на территории своего субъекта	9496.0	9330.0	163.0	35.0	124.0	2.0	2.0	3.0
на территории другого субъекта	2.0	2.0	-	-	-	-	-	-
на территории других стран	1.0	1.0	-	-	-	-	-	-
Городское население, занятое в экономике	13457.0	13136.0	315.0	115.0	188.0	10.0	2.0	6.0
в том числе:								
на территории своего субъекта	13354.0	13036.0	313.0	115.0	187.0	9.0	2.0	5.0
на территории другого субъекта	6.0	6.0	-	-	-	-	-	-
на территории других стран	1.0	1.0	-	-	-	-	-	-
Сельское население, занятое в экономике	5820.0	5645.0	175.0	12.0	162.0	-	1.0	-
в том числе:								
на территории своего субъекта	5785.0	5610.0	175.0	12.0	162.0	-	1.0	-
на территории другого субъекта	5.0	5.0	-	-	-	-	-	-
на территории других стран	-	-	-	-	-	-	-	-
Вологодская область								
Городское и сельское население, занятое в экономике	559827.0	530308.0	29315.0	8756.0	18408.0	1479.0	672.0	204.0
в том числе:								
на территории своего субъекта	552998.0	524112.0	28714.0	8624.0	18035.0	1417.0	638.0	172.0
на территории другого субъекта	2021.0	1764.0	255.0	43.0	181.0	25.0	6.0	2.0
на территории других стран	108.0	96.0	12.0	8.0	4.0	-	-	-
Мужчины, занятые в экономике	275851.0	258476.0	17278.0	5842.0	10291.0	774.0	371.0	97.0
в том числе:								
на территории своего субъекта	271606.0	254673.0	16855.0	5745.0	10024.0	726.0	360.0	78.0
на территории другого субъекта	1761.0	1544.0	215.0	39.0	151.0	25.0	-	2.0
на территории других стран	68.0	60.0	8.0	8.0	-	-	-	-
Женщины, занятые в экономике	283976.0	271832.0	12037.0	2914.0	8117.0	705.0	301.0	107.0
в том числе:								
на территории своего субъекта	281392.0	269439.0	11859.0	2879.0	8011.0	691.0	278.0	94.0
на территории другого субъекта	260.0	220.0	40.0	4.0	30.0	-	6.0	-
на территории других стран	40.0	36.0	4.0	-	4.0	-	-	-
Городское население, занятое в экономике	412482.0	387384.0	24943.0	7444.0	15613.0	1319.0	567.0	155.0
в том числе:								
на территории своего субъекта	406941.0	382369.0	24433.0	7322.0	15314.0	1264.0	533.0	139.0
на территории другого субъекта	1555.0	1323.0	232.0	43.0	158.0	25.0	6.0	-
на территории других стран	96.0	88.0	8.0	8.0	-	-	-	-
Сельское население, занятое в экономике	147345.0	142924.0	4372.0	1312.0	2795.0	160.0	105.0	49.0
в том числе:								
на территории своего субъекта	146057.0	141743.0	4281.0	1302.0	2721.0	153.0	105.0	33.0
на территории другого субъекта	466.0	441.0	23.0	-	23.0	-	-	2.0
на территории других стран	12.0	8.0	4.0	-	4.0	-	-	-
Калининградская область								
Городское и сельское население, занятое в экономике	400793.0	376053.0	24543.0	7437.0	14261.0	2155.0	690.0	197.0
в том числе:								
на территории своего субъекта	389024.0	365160.0	23683.0	7232.0	13797.0	1986.0	668.0	181.0
на территории другого субъекта	1104.0	977.0	127.0	33.0	64.0	30.0	-	-
на территории других стран	2817.0	2605.0	212.0	51.0	143.0	18.0	-	-
Мужчины, занятые в экономике	206022.0	191403.0	14525.0	4855.0	8109.0	1166.0	395.0	94.0
в том числе:								
на территории своего субъекта	198011.0	183989.0	13939.0	4707.0	7785.0	1056.0	391.0	83.0
на территории другого субъекта	886.0	778.0	108.0	25.0	59.0	24.0	-	-
на территории других стран	2597.0	2414.0	183.0	36.0	129.0	18.0	-	-
Женщины, занятые в экономике	194771.0	184650.0	10018.0	2582.0	6152.0	989.0	295.0	103.0
в том числе:								
на территории своего субъекта	191013.0	181171.0	9744.0	2525.0	6012.0	930.0	277.0	98.0
на территории другого субъекта	218.0	199.0	19.0	8.0	5.0	6.0	-	-
на территории других стран	220.0	191.0	29.0	15.0	14.0	-	-	-
Городское население, занятое в экономике	326326.0	304808.0	21338.0	6645.0	12138.0	1976.0	579.0	180.0
в том числе:								
на территории своего субъекта	316221.0	295514.0	20543.0	6440.0	11725.0	1814.0	564.0	164.0
на территории другого субъекта	916.0	794.0	122.0	33.0	59.0	30.0	-	-
на территории других стран	2648.0	2462.0	186.0	51.0	117.0	18.0	-	-
Сельское население, занятое в экономике	74467.0	71245.0	3205.0	792.0	2123.0	179.0	111.0	17.0
в том числе:								
на территории своего субъекта	72803.0	69646.0	3140.0	792.0	2072.0	172.0	104.0	17.0
на территории другого субъекта	188.0	183.0	5.0	-	5.0	-	-	-
на территории других стран	169.0	143.0	26.0	-	26.0	-	-	-
Ленинградская область								
Городское и сельское население, занятое в экономике	726562.0	696376.0	29574.0	9973.0	15219.0	2615.0	1767.0	612.0
в том числе:								
на территории своего субъекта	661005.0	633532.0	26996.0	9204.0	13902.0	2341.0	1549.0	477.0
на территории другого субъекта	38606.0	37186.0	1372.0	474.0	734.0	78.0	86.0	48.0
на территории других стран	704.0	614.0	90.0	15.0	51.0	5.0	19.0	-
Мужчины, занятые в экономике	363798.0	346068.0	17428.0	6146.0	8719.0	1599.0	964.0	302.0
в том числе:								
на территории своего субъекта	326840.0	310824.0	15780.0	5592.0	7921.0	1431.0	836.0	236.0
на территории другого субъекта	22375.0	21417.0	924.0	377.0	450.0	46.0	51.0	34.0
на территории других стран	528.0	453.0	75.0	4.0	47.0	5.0	19.0	-
Женщины, занятые в экономике	362764.0	350308.0	12146.0	3827.0	6500.0	1016.0	803.0	310.0
в том числе:								
на территории своего субъекта	334165.0	322708.0	11216.0	3612.0	5981.0	910.0	713.0	241.0
на территории другого субъекта	16231.0	15769.0	448.0	97.0	284.0	32.0	35.0	14.0
на территории других стран	176.0	161.0	15.0	11.0	4.0	-	-	-
Городское население, занятое в экономике	496602.0	473542.0	22638.0	7957.0	11653.0	1738.0	1290.0	422.0
в том числе:								
на территории своего субъекта	454855.0	433707.0	20824.0	7386.0	10774.0	1544.0	1120.0	324.0
на территории другого субъекта	23097.0	22138.0	920.0	351.0	450.0	60.0	59.0	39.0
на территории других стран	603.0	517.0	86.0	15.0	51.0	5.0	15.0	-
Сельское население, занятое в экономике	229960.0	222834.0	6936.0	2016.0	3566.0	877.0	477.0	190.0
в том числе:								
на территории своего субъекта	206150.0	199825.0	6172.0	1818.0	3128.0	797.0	429.0	153.0
на территории другого субъекта	15509.0	15048.0	452.0	123.0	284.0	18.0	27.0	9.0
на территории других стран	101.0	97.0	4.0	-	-	-	4.0	-
Мурманская область								
Городское и сельское население, занятое в экономике	426181.0	408913.0	17089.0	5428.0	10206.0	1052.0	403.0	179.0
в том числе:								
на территории своего субъекта	418270.0	401423.0	16682.0	5317.0	9963.0	1007.0	395.0	165.0
на территории другого субъекта	1360.0	1257.0	103.0	25.0	71.0	-	7.0	-
на территории других стран	648.0	614.0	34.0	4.0	30.0	-	-	-
Мужчины, занятые в экономике	215447.0	206051.0	9301.0	3327.0	5167.0	614.0	193.0	95.0
в том числе:								
на территории своего субъекта	210347.0	201223.0	9037.0	3251.0	5006.0	594.0	186.0	87.0
на территории другого субъекта	1090.0	1007.0	83.0	20.0	56.0	-	7.0	-
на территории других стран	537.0	527.0	10.0	-	10.0	-	-	-
Женщины, занятые в экономике	210734.0	202862.0	7788.0	2101.0	5039.0	438.0	210.0	84.0
в том числе:								
на территории своего субъекта	207923.0	200200.0	7645.0	2066.0	4957.0	413.0	209.0	78.0
на территории другого субъекта	270.0	250.0	20.0	5.0	15.0	-	-	-
на территории других стран	111.0	87.0	24.0	4.0	20.0	-	-	-
Городское население, занятое в экономике	394820.0	378378.0	16271.0	5290.0	10000.0	596.0	385.0	171.0
в том числе:								
на территории своего субъекта	387480.0	371447.0	15876.0	5184.0	9764.0	551.0	377.0	157.0
на территории другого субъекта	1309.0	1213.0	96.0	24.0	65.0	-	7.0	-
на территории других стран	645.0	611.0	34.0	4.0	30.0	-	-	-
Сельское население, занятое в экономике	31361.0	30535.0	818.0	138.0	206.0	456.0	18.0	8.0
в том числе:								
на территории своего субъекта	30790.0	29976.0	806.0	133.0	199.0	456.0	18.0	8.0
на территории другого субъекта	51.0	44.0	7.0	1.0	6.0	-	-	-
на территории других стран	3.0	3.0	-	-	-	-	-	-
Новгородская область								
Городское и сельское население, занятое в экономике	283471.0	268148.0	15152.0	4114.0	9116.0	1217.0	705.0	171.0
в том числе:								
на территории своего субъекта	274911.0	260325.0	14457.0	3999.0	8686.0	1125.0	647.0	129.0
на территории другого субъекта	4516.0	4139.0	375.0	59.0	234.0	56.0	26.0	2.0
на территории других стран	131.0	106.0	25.0	4.0	16.0	-	5.0	-
Мужчины, занятые в экономике	137134.0	128511.0	8541.0	2620.0	4845.0	701.0	375.0	82.0
в том числе:								
на территории своего субъекта	131291.0	123218.0	8017.0	2525.0	4517.0	636.0	339.0	56.0
на территории другого субъекта	3584.0	3292.0	290.0	47.0	189.0	40.0	14.0	2.0
на территории других стран	99.0	83.0	16.0	4.0	12.0	-	-	-
Женщины, занятые в экономике	146337.0	139637.0	6611.0	1494.0	4271.0	516.0	330.0	89.0
в том числе:								
на территории своего субъекта	143620.0	137107.0	6440.0	1474.0	4169.0	489.0	308.0	73.0
на территории другого субъекта	932.0	847.0	85.0	12.0	45.0	16.0	12.0	-
на территории других стран	32.0	23.0	9.0	-	4.0	-	5.0	-
Городское население, занятое в экономике	216927.0	203861.0	12914.0	3610.0	7835.0	861.0	608.0	152.0
в том числе:								
на территории своего субъекта	210212.0	197765.0	12332.0	3510.0	7452.0	795.0	575.0	115.0
на территории другого субъекта	3359.0	3050.0	309.0	48.0	216.0	40.0	5.0	-
на территории других стран	110.0	93.0	17.0	-	12.0	-	5.0	-
Сельское население, занятое в экономике	66544.0	64287.0	2238.0	504.0	1281.0	356.0	97.0	19.0
в том числе:								
на территории своего субъекта	64699.0	62560.0	2125.0	489.0	1234.0	330.0	72.0	14.0
на территории другого субъекта	1157.0	1089.0	66.0	11.0	18.0	16.0	21.0	2.0
на территории других стран	21.0	13.0	8.0	4.0	4.0	-	-	-
Псковская область								
Городское и сельское население, занятое в экономике	298914.0	283005.0	15785.0	4400.0	9821.0	1239.0	325.0	124.0
в том числе:								
на территории своего субъекта	292646.0	277201.0	15321.0	4309.0	9498.0	1196.0	318.0	124.0
на территории другого субъекта	2991.0	2802.0	189.0	44.0	128.0	17.0	-	-
на территории других стран	246.0	201.0	45.0	16.0	23.0	6.0	-	-
Мужчины, занятые в экономике	145278.0	136024.0	9200.0	2807.0	5505.0	692.0	196.0	54.0
в том числе:								
на территории своего субъекта	141158.0	132241.0	8863.0	2742.0	5274.0	658.0	189.0	54.0
на территории другого субъекта	2352.0	2194.0	158.0	38.0	103.0	17.0	-	-
на территории других стран	153.0	129.0	24.0	4.0	14.0	6.0	-	-
Женщины, занятые в экономике	153636.0	146981.0	6585.0	1593.0	4316.0	547.0	129.0	70.0
в том числе:								
на территории своего субъекта	151488.0	144960.0	6458.0	1567.0	4224.0	538.0	129.0	70.0
на территории другого субъекта	639.0	608.0	31.0	6.0	25.0	-	-	-
на территории других стран	93.0	72.0	21.0	12.0	9.0	-	-	-
Городское население, занятое в экономике	226375.0	213547.0	12729.0	3867.0	7782.0	832.0	248.0	99.0
в том числе:								
на территории своего субъекта	221770.0	209300.0	12371.0	3794.0	7532.0	804.0	241.0	99.0
на территории другого субъекта	2054.0	1917.0	137.0	34.0	86.0	17.0	-	-
на территории других стран	213.0	173.0	40.0	16.0	18.0	6.0	-	-
Сельское население, занятое в экономике	72539.0	69458.0	3056.0	533.0	2039.0	407.0	77.0	25.0
в том числе:								
на территории своего субъекта	70876.0	67901.0	2950.0	515.0	1966.0	392.0	77.0	25.0
на территории другого субъекта	937.0	885.0	52.0	10.0	42.0	-	-	-
на территории других стран	33.0	28.0	5.0	-	5.0	-	-	-
г. Санкт-Петербург								
Городское население, занятое в экономике	1978368.0	1872775.0	101438.0	36177.0	47247.0	12248.0	5766.0	4155.0
в том числе:								
на территории своего субъекта	1860972.0	1763113.0	94654.0	33877.0	44271.0	11285.0	5221.0	3205.0
на территории другого субъекта	8160.0	7371.0	778.0	385.0	289.0	58.0	46.0	11.0
на территории других стран	3767.0	3460.0	302.0	113.0	142.0	38.0	9.0	5.0
Мужчины, занятые в экономике	978220.0	914913.0	61217.0	25234.0	26017.0	6815.0	3151.0	2090.0
в том числе:								
на территории своего субъекта	911403.0	853025.0	56752.0	23550.0	24150.0	6230.0	2822.0	1626.0
на территории другого субъекта	5987.0	5364.0	612.0	324.0	219.0	42.0	27.0	11.0
на территории других стран	2707.0	2528.0	179.0	68.0	91.0	11.0	9.0	-
Женщины, занятые в экономике	1000148.0	957862.0	40221.0	10943.0	21230.0	5433.0	2615.0	2065.0
в том числе:								
на территории своего субъекта	949569.0	910088.0	37902.0	10327.0	20121.0	5055.0	2399.0	1579.0
на территории другого субъекта	2173.0	2007.0	166.0	61.0	70.0	16.0	19.0	-
на территории других стран	1060.0	932.0	123.0	45.0	51.0	27.0	-	5.0
Южный федеральный округ								
Городское и сельское население, занятое в экономике	7469671.0	6843860.0	625426.0	133274.0	431183.0	37542.0	23427.0	385.0
в том числе:								
на территории своего субъекта	7339064.0	6726796.0	611916.0	130545.0	422245.0	36415.0	22711.0	352.0
на территории другого субъекта	84074.0	75785.0	8287.0	1798.0	5682.0	496.0	311.0	2.0
на территории других стран	6204.0	5545.0	659.0	150.0	410.0	64.0	35.0	-
Мужчины, занятые в экономике	3872248.0	3491133.0	380924.0	89132.0	256251.0	22025.0	13516.0	191.0
в том числе:								
на территории своего субъекта	3778961.0	3407709.0	371079.0	87082.0	249796.0	21205.0	12996.0	173.0
на территории другого субъекта	64663.0	58388.0	6273.0	1404.0	4243.0	380.0	246.0	2.0
на территории других стран	4506.0	3978.0	528.0	130.0	311.0	64.0	23.0	-
Женщины, занятые в экономике	3597423.0	3352727.0	244502.0	44142.0	174932.0	15517.0	9911.0	194.0
в том числе:								
на территории своего субъекта	3560103.0	3319087.0	240837.0	43463.0	172449.0	15210.0	9715.0	179.0
на территории другого субъекта	19411.0	17397.0	2014.0	394.0	1439.0	116.0	65.0	-
на территории других стран	1698.0	1567.0	131.0	20.0	99.0	-	12.0	-
Городское население, занятое в экономике	4938298.0	4521416.0	416626.0	99213.0	275768.0	26117.0	15528.0	256.0
в том числе:								
на территории своего субъекта	4852044.0	4444064.0	407737.0	97142.0	270214.0	25304.0	15077.0	243.0
на территории другого субъекта	52632.0	47384.0	5247.0	1354.0	3346.0	359.0	188.0	1.0
на территории других стран	4889.0	4333.0	556.0	132.0	325.0	64.0	35.0	-
Сельское население, занятое в экономике	2531373.0	2322444.0	208800.0	34061.0	155415.0	11425.0	7899.0	129.0
в том числе:								
на территории своего субъекта	2487020.0	2282732.0	204179.0	33403.0	152031.0	11111.0	7634.0	109.0
на территории другого субъекта	31442.0	28401.0	3040.0	444.0	2336.0	137.0	123.0	1.0
на территории других стран	1315.0	1212.0	103.0	18.0	85.0	-	-	-
Республика Адыгея								
Городское и сельское население, занятое в экономике	142257.0	132947.0	9310.0	2749.0	6296.0	133.0	132.0	-
в том числе:								
на территории своего субъекта	125042.0	116527.0	8515.0	2489.0	5788.0	120.0	118.0	-
на территории другого субъекта	16810.0	16045.0	765.0	251.0	488.0	13.0	13.0	-
на территории других стран	151.0	139.0	12.0	4.0	8.0	-	-	-
Мужчины, занятые в экономике	71495.0	65570.0	5925.0	1897.0	3842.0	94.0	92.0	-
в том числе:								
на территории своего субъекта	61352.0	55961.0	5391.0	1712.0	3508.0	87.0	84.0	-
на территории другого субъекта	9897.0	9386.0	511.0	178.0	318.0	7.0	8.0	-
на территории других стран	101.0	92.0	9.0	3.0	6.0	-	-	-
Женщины, занятые в экономике	70762.0	67377.0	3385.0	852.0	2454.0	39.0	40.0	-
в том числе:								
на территории своего субъекта	63690.0	60566.0	3124.0	777.0	2280.0	33.0	34.0	-
на территории другого субъекта	6913.0	6659.0	254.0	73.0	170.0	6.0	5.0	-
на территории других стран	50.0	47.0	3.0	1.0	2.0	-	-	-
Городское население, занятое в экономике	85805.0	79359.0	6446.0	1865.0	4447.0	57.0	77.0	-
в том числе:								
на территории своего субъекта	73263.0	67422.0	5841.0	1654.0	4074.0	47.0	66.0	-
на территории другого субъекта	12304.0	11721.0	583.0	204.0	359.0	10.0	10.0	-
на территории других стран	94.0	83.0	11.0	4.0	7.0	-	-	-
Сельское население, занятое в экономике	56452.0	53588.0	2864.0	884.0	1849.0	76.0	55.0	-
в том числе:								
на территории своего субъекта	51779.0	49105.0	2674.0	835.0	1714.0	73.0	52.0	-
на территории другого субъекта	4506.0	4324.0	182.0	47.0	129.0	3.0	3.0	-
на территории других стран	57.0	56.0	1.0	-	1.0	-	-	-
Республика Дагестан								
Городское и сельское население, занятое в экономике	547282.0	450857.0	96421.0	7634.0	74778.0	10332.0	3677.0	4.0
в том числе:								
на территории своего субъекта	537755.0	444332.0	93419.0	7400.0	72455.0	10046.0	3518.0	4.0
на территории другого субъекта	5345.0	3333.0	2012.0	184.0	1609.0	149.0	70.0	-
на территории других стран	278.0	199.0	79.0	-	60.0	13.0	6.0	-
Мужчины, занятые в экономике	304132.0	242093.0	62035.0	5542.0	47564.0	6661.0	2268.0	4.0
в том числе:								
на территории своего субъекта	296576.0	236982.0	59590.0	5339.0	45658.0	6449.0	2144.0	4.0
на территории другого субъекта	4624.0	2942.0	1682.0	165.0	1350.0	110.0	57.0	-
на территории других стран	229.0	160.0	69.0	-	50.0	13.0	6.0	-
Женщины, занятые в экономике	243150.0	208764.0	34386.0	2092.0	27214.0	3671.0	1409.0	-
в том числе:								
на территории своего субъекта	241179.0	207350.0	33829.0	2061.0	26797.0	3597.0	1374.0	-
на территории другого субъекта	721.0	391.0	330.0	19.0	259.0	39.0	13.0	-
на территории других стран	49.0	39.0	10.0	-	10.0	-	-	-
Городское население, занятое в экономике	301368.0	252376.0	48989.0	5145.0	34375.0	7298.0	2171.0	3.0
в том числе:								
на территории своего субъекта	297361.0	249526.0	47832.0	5043.0	33566.0	7122.0	2101.0	3.0
на территории другого субъекта	1836.0	1126.0	710.0	77.0	492.0	100.0	41.0	-
на территории других стран	167.0	113.0	54.0	-	35.0	13.0	6.0	-
Сельское население, занятое в экономике	245914.0	198481.0	47432.0	2489.0	40403.0	3034.0	1506.0	1.0
в том числе:								
на территории своего субъекта	240394.0	194806.0	45587.0	2357.0	38889.0	2924.0	1417.0	1.0
на территории другого субъекта	3509.0	2207.0	1302.0	107.0	1117.0	49.0	29.0	-
на территории других стран	111.0	86.0	25.0	-	25.0	-	-	-
Республика Ингушетия								
Городское и сельское население, занятое в экономике	39965.0	34275.0	5578.0	531.0	2913.0	741.0	1393.0	112.0
в том числе:								
на территории своего субъекта	38475.0	33004.0	5380.0	491.0	2840.0	707.0	1342.0	91.0
на территории другого субъекта	435.0	361.0	73.0	19.0	30.0	7.0	17.0	1.0
на территории других стран	25.0	19.0	6.0	4.0	2.0	-	-	-
Мужчины, занятые в экономике	22396.0	19281.0	3064.0	410.0	1577.0	378.0	699.0	51.0
в том числе:								
на территории своего субъекта	21425.0	18466.0	2918.0	375.0	1527.0	352.0	664.0	41.0
на территории другого субъекта	316.0	252.0	63.0	18.0	24.0	6.0	15.0	1.0
на территории других стран	22.0	17.0	5.0	3.0	2.0	-	-	-
Женщины, занятые в экономике	17569.0	14994.0	2514.0	121.0	1336.0	363.0	694.0	61.0
в том числе:								
на территории своего субъекта	17050.0	14538.0	2462.0	116.0	1313.0	355.0	678.0	50.0
на территории другого субъекта	119.0	109.0	10.0	1.0	6.0	1.0	2.0	-
на территории других стран	3.0	2.0	1.0	1.0	-	-	-	-
Городское население, занятое в экономике	20765.0	17817.0	2911.0	276.0	1471.0	413.0	751.0	37.0
в том числе:								
на территории своего субъекта	20023.0	17182.0	2812.0	259.0	1435.0	396.0	722.0	29.0
на территории другого субъекта	210.0	173.0	36.0	12.0	13.0	3.0	8.0	1.0
на территории других стран	11.0	9.0	2.0	1.0	1.0	-	-	-
Сельское население, занятое в экономике	19200.0	16458.0	2667.0	255.0	1442.0	328.0	642.0	75.0
в том числе:								
на территории своего субъекта	18452.0	15822.0	2568.0	232.0	1405.0	311.0	620.0	62.0
на территории другого субъекта	225.0	188.0	37.0	7.0	17.0	4.0	9.0	-
на территории других стран	14.0	10.0	4.0	3.0	1.0	-	-	-
Кабардино–Балкарская Республика								
Городское и сельское население, занятое в экономике	282515.0	250950.0	31564.0	4642.0	25593.0	977.0	352.0	1.0
в том числе:								
на территории своего субъекта	278038.0	247461.0	30576.0	4449.0	24829.0	951.0	347.0	1.0
на территории другого субъекта	3418.0	2609.0	809.0	169.0	609.0	26.0	5.0	-
на территории других стран	159.0	119.0	40.0	8.0	32.0	-	-	-
Мужчины, занятые в экономике	144705.0	127961.0	16743.0	3158.0	12790.0	580.0	215.0	1.0
в том числе:								
на территории своего субъекта	141582.0	125460.0	16121.0	3010.0	12338.0	563.0	210.0	1.0
на территории другого субъекта	2472.0	1953.0	519.0	128.0	369.0	17.0	5.0	-
на территории других стран	110.0	86.0	24.0	8.0	16.0	-	-	-
Женщины, занятые в экономике	137810.0	122989.0	14821.0	1484.0	12803.0	397.0	137.0	-
в том числе:								
на территории своего субъекта	136456.0	122001.0	14455.0	1439.0	12491.0	388.0	137.0	-
на территории другого субъекта	946.0	656.0	290.0	41.0	240.0	9.0	-	-
на территории других стран	49.0	33.0	16.0	-	16.0	-	-	-
Городское население, занятое в экономике	192087.0	170652.0	21434.0	3283.0	17416.0	511.0	224.0	1.0
в том числе:								
на территории своего субъекта	188650.0	168019.0	20630.0	3121.0	16796.0	494.0	219.0	1.0
на территории другого субъекта	2576.0	1923.0	653.0	146.0	485.0	17.0	5.0	-
на территории других стран	140.0	104.0	36.0	4.0	32.0	-	-	-
Сельское население, занятое в экономике	90428.0	80298.0	10130.0	1359.0	8177.0	466.0	128.0	-
в том числе:								
на территории своего субъекта	89388.0	79442.0	9946.0	1328.0	8033.0	457.0	128.0	-
на территории другого субъекта	842.0	686.0	156.0	23.0	124.0	9.0	-	-
на территории других стран	19.0	15.0	4.0	4.0	-	-	-	-
Республика Калмыкия								
Городское и сельское население, занятое в экономике	97282.0	90998.0	6282.0	1939.0	4105.0	131.0	107.0	2.0
в том числе:								
на территории своего субъекта	95657.0	89673.0	5982.0	1879.0	3876.0	123.0	104.0	2.0
на территории другого субъекта	1274.0	1015.0	259.0	47.0	203.0	8.0	1.0	-
на территории других стран	23.0	19.0	4.0	3.0	1.0	-	-	-
Мужчины, занятые в экономике	47621.0	43831.0	3789.0	1101.0	2546.0	75.0	67.0	1.0
в том числе:								
на территории своего субъекта	46516.0	42928.0	3587.0	1057.0	2392.0	73.0	65.0	1.0
на территории другого субъекта	909.0	734.0	175.0	33.0	139.0	2.0	1.0	-
на территории других стран	11.0	9.0	2.0	2.0	-	-	-	-
Женщины, занятые в экономике	49661.0	47167.0	2493.0	838.0	1559.0	56.0	40.0	1.0
в том числе:								
на территории своего субъекта	49141.0	46745.0	2395.0	822.0	1484.0	50.0	39.0	1.0
на территории другого субъекта	365.0	281.0	84.0	14.0	64.0	6.0	-	-
на территории других стран	12.0	10.0	2.0	1.0	1.0	-	-	-
Городское население, занятое в экономике	46442.0	43039.0	3403.0	1217.0	2072.0	63.0	51.0	-
в том числе:								
на территории своего субъекта	45772.0	42416.0	3356.0	1204.0	2040.0	63.0	49.0	-
на территории другого субъекта	493.0	466.0	27.0	6.0	21.0	-	-	-
на территории других стран	17.0	14.0	3.0	2.0	1.0	-	-	-
Сельское население, занятое в экономике	50840.0	47959.0	2879.0	722.0	2033.0	68.0	56.0	2.0
в том числе:								
на территории своего субъекта	49885.0	47257.0	2626.0	675.0	1836.0	60.0	55.0	2.0
на территории другого субъекта	781.0	549.0	232.0	41.0	182.0	8.0	1.0	-
на территории других стран	6.0	5.0	1.0	1.0	-	-	-	-
Карачаево-Черкесская Республика								
Городское и сельское население, занятое в экономике	108924.0	101559.0	7365.0	1873.0	4485.0	397.0	610.0	-
в том числе:								
на территории своего субъекта	106348.0	99352.0	6996.0	1764.0	4260.0	382.0	590.0	-
на территории другого субъекта	2175.0	1856.0	319.0	95.0	194.0	12.0	18.0	-
на территории других стран	49.0	35.0	14.0	4.0	8.0	-	2.0	-
Мужчины, занятые в экономике	54919.0	50564.0	4355.0	1269.0	2522.0	230.0	334.0	-
в том числе:								
на территории своего субъекта	52988.0	48878.0	4110.0	1192.0	2380.0	217.0	321.0	-
на территории другого субъекта	1671.0	1462.0	209.0	67.0	120.0	10.0	12.0	-
на территории других стран	33.0	24.0	9.0	3.0	5.0	-	1.0	-
Женщины, занятые в экономике	54005.0	50995.0	3010.0	604.0	1963.0	167.0	276.0	-
в том числе:								
на территории своего субъекта	53360.0	50474.0	2886.0	572.0	1880.0	165.0	269.0	-
на территории другого субъекта	504.0	394.0	110.0	28.0	74.0	2.0	6.0	-
на территории других стран	16.0	11.0	5.0	1.0	3.0	-	1.0	-
Городское население, занятое в экономике	61396.0	56556.0	4840.0	1240.0	2951.0	242.0	407.0	-
в том числе:								
на территории своего субъекта	60132.0	55531.0	4601.0	1177.0	2795.0	233.0	396.0	-
на территории другого субъекта	1021.0	813.0	208.0	56.0	136.0	7.0	9.0	-
на территории других стран	39.0	29.0	10.0	3.0	5.0	-	2.0	-
Сельское население, занятое в экономике	47528.0	45003.0	2525.0	633.0	1534.0	155.0	203.0	-
в том числе:								
на территории своего субъекта	46216.0	43821.0	2395.0	587.0	1465.0	149.0	194.0	-
на территории другого субъекта	1154.0	1043.0	111.0	39.0	58.0	5.0	9.0	-
