3. ЖЕНЩИНЫ, ЗАНЯТЫЕ В ЭКОНОМИКЕ, ПО ВОЗРАСТНЫМ ГРУППАМ И ЧИСЛУ РОЖДЕННЫХ ДЕТЕЙ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
	Всего	Женщины, указавшие число рожденных детей	из них женщины с числом рожденных детей								Общее число рожденных детей	Среднее число рожденных детей (на 1000 женщин)	Женщины, не указавшие число рожденных детей
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	45039.0	44715.0	5490.0	11405.0	17861.0	7606.0	1635.0	444.0	129.0	145.0	80598.0	1802.0	324.0
в том числе в возрасте, лет:													
15 – 17	114.0	114.0	100.0	14.0	-	-	-	-	-	-	14.0	123.0	-
18 – 19	629.0	606.0	496.0	102.0	8.0	-	-	-	-	-	118.0	195.0	23.0
20 – 24	4267.0	4191.0	2163.0	1758.0	261.0	8.0	1.0	-	-	-	2308.0	551.0	76.0
25 – 29	5360.0	5313.0	938.0	2798.0	1396.0	164.0	16.0	-	-	1.0	6153.0	1158.0	47.0
30 – 34	5530.0	5500.0	439.0	1991.0	2470.0	509.0	69.0	13.0	-	9.0	8874.0	1613.0	30.0
35 – 39	7041.0	6986.0	332.0	1393.0	3698.0	1248.0	236.0	40.0	16.0	23.0	13946.0	1996.0	55.0
40 – 44	8941.0	8913.0	398.0	1418.0	4313.0	2126.0	487.0	111.0	32.0	28.0	19339.0	2170.0	28.0
45 – 49	7697.0	7663.0	287.0	1060.0	3369.0	2164.0	519.0	176.0	47.0	41.0	17830.0	2327.0	34.0
50 – 54	3833.0	3815.0	241.0	608.0	1636.0	994.0	221.0	76.0	19.0	20.0	8401.0	2202.0	18.0
55 – 59	972.0	971.0	58.0	168.0	431.0	261.0	34.0	8.0	1.0	10.0	2075.0	2137.0	1.0
60 – 64	461.0	453.0	31.0	90.0	201.0	83.0	15.0	12.0	8.0	13.0	1008.0	2225.0	8.0
65 – 69	152.0	152.0	3.0	5.0	66.0	42.0	29.0	1.0	6.0	-	420.0	2763.0	-
70 и более	42.0	38.0	4.0	-	12.0	7.0	8.0	7.0	-	-	112.0	2947.0	4.0
Архангельская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	293444.0	291810.0	50973.0	93783.0	113485.0	26328.0	4334.0	1732.0	540.0	635.0	433859.0	1487.0	1634.0
в том числе в возрасте, лет:													
15 – 17	710.0	688.0	656.0	32.0	-	-	-	-	-	-	32.0	47.0	22.0
18 – 19	5617.0	5524.0	5130.0	379.0	15.0	-	-	-	-	-	409.0	74.0	93.0
20 – 24	31644.0	31132.0	21128.0	9141.0	774.0	53.0	12.0	-	20.0	4.0	11044.0	355.0	512.0
25 – 29	38021.0	37743.0	10393.0	21085.0	5704.0	484.0	56.0	-	8.0	13.0	34313.0	909.0	278.0
30 – 34	33928.0	33768.0	3544.0	16713.0	11894.0	1316.0	187.0	46.0	25.0	43.0	45905.0	1359.0	160.0
35 – 39	38236.0	38109.0	2336.0	13130.0	18358.0	3513.0	542.0	143.0	34.0	53.0	63867.0	1676.0	127.0
40 – 44	49153.0	49017.0	2461.0	11700.0	26229.0	6872.0	1130.0	416.0	94.0	115.0	92823.0	1894.0	136.0
45 – 49	49515.0	49359.0	2638.0	10062.0	25901.0	8321.0	1425.0	592.0	205.0	215.0	98380.0	1993.0	156.0
50 – 54	30628.0	30540.0	1701.0	7099.0	16487.0	4032.0	641.0	369.0	109.0	102.0	58018.0	1900.0	88.0
55 – 59	9163.0	9120.0	577.0	2438.0	4819.0	946.0	176.0	85.0	20.0	59.0	16638.0	1824.0	43.0
60 – 64	4810.0	4797.0	269.0	1411.0	2438.0	499.0	93.0	54.0	21.0	12.0	8640.0	1801.0	13.0
65 – 69	1593.0	1588.0	100.0	486.0	719.0	210.0	43.0	17.0	4.0	9.0	2901.0	1827.0	5.0
70 и более	426.0	425.0	40.0	107.0	147.0	82.0	29.0	10.0	-	10.0	889.0	2092.0	1.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	238474.0	237225.0	43984.0	81946.0	91009.0	16662.0	2131.0	816.0	286.0	391.0	331260.0	1396.0	1249.0
в том числе в возрасте, лет:													
15 – 17	564.0	544.0	519.0	25.0	-	-	-	-	-	-	25.0	46.0	20.0
18 – 19	4739.0	4677.0	4363.0	310.0	4.0	-	-	-	-	-	318.0	68.0	62.0
20 – 24	26495.0	26093.0	18239.0	7271.0	525.0	34.0	4.0	-	16.0	4.0	8563.0	328.0	402.0
25 – 29	31711.0	31501.0	9190.0	18029.0	3945.0	290.0	26.0	-	8.0	13.0	27037.0	858.0	210.0
30 – 34	27489.0	27352.0	3145.0	14750.0	8660.0	669.0	71.0	17.0	9.0	31.0	34742.0	1270.0	137.0
35 – 39	29715.0	29636.0	1938.0	11674.0	13882.0	1871.0	200.0	36.0	9.0	26.0	46285.0	1562.0	79.0
40 – 44	38197.0	38106.0	2087.0	10396.0	20817.0	4045.0	465.0	185.0	37.0	74.0	67734.0	1778.0	91.0
45 – 49	39295.0	39172.0	2152.0	8838.0	21586.0	5370.0	730.0	256.0	110.0	130.0	73955.0	1888.0	123.0
50 – 54	26049.0	25979.0	1466.0	6505.0	14262.0	3030.0	390.0	207.0	57.0	62.0	47533.0	1830.0	70.0
55 – 59	8116.0	8075.0	522.0	2250.0	4330.0	737.0	122.0	56.0	19.0	39.0	14328.0	1774.0	41.0
60 – 64	4311.0	4302.0	245.0	1327.0	2210.0	394.0	60.0	44.0	18.0	4.0	7525.0	1749.0	9.0
65 – 69	1426.0	1422.0	84.0	464.0	661.0	159.0	40.0	7.0	3.0	4.0	2505.0	1762.0	4.0
70 и более	367.0	366.0	34.0	107.0	127.0	63.0	23.0	8.0	-	4.0	710.0	1940.0	1.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	54970.0	54585.0	6989.0	11837.0	22476.0	9666.0	2203.0	916.0	254.0	244.0	102599.0	1880.0	385.0
в том числе в возрасте, лет:													
15 – 17	146.0	144.0	137.0	7.0	-	-	-	-	-	-	7.0	49.0	2.0
18 – 19	878.0	847.0	767.0	69.0	11.0	-	-	-	-	-	91.0	107.0	31.0
20 – 24	5149.0	5039.0	2889.0	1870.0	249.0	19.0	8.0	-	4.0	-	2481.0	492.0	110.0
25 – 29	6310.0	6242.0	1203.0	3056.0	1759.0	194.0	30.0	-	-	-	7276.0	1166.0	68.0
30 – 34	6439.0	6416.0	399.0	1963.0	3234.0	647.0	116.0	29.0	16.0	12.0	11163.0	1740.0	23.0
35 – 39	8521.0	8473.0	398.0	1456.0	4476.0	1642.0	342.0	107.0	25.0	27.0	17582.0	2075.0	48.0
40 – 44	10956.0	10911.0	374.0	1304.0	5412.0	2827.0	665.0	231.0	57.0	41.0	25089.0	2299.0	45.0
45 – 49	10220.0	10187.0	486.0	1224.0	4315.0	2951.0	695.0	336.0	95.0	85.0	24425.0	2398.0	33.0
50 – 54	4579.0	4561.0	235.0	594.0	2225.0	1002.0	251.0	162.0	52.0	40.0	10485.0	2299.0	18.0
55 – 59	1047.0	1045.0	55.0	188.0	489.0	209.0	54.0	29.0	1.0	20.0	2310.0	2211.0	2.0
60 – 64	499.0	495.0	24.0	84.0	228.0	105.0	33.0	10.0	3.0	8.0	1115.0	2253.0	4.0
65 – 69	167.0	166.0	16.0	22.0	58.0	51.0	3.0	10.0	1.0	5.0	396.0	2386.0	1.0
70 и более	59.0	59.0	6.0	-	20.0	19.0	6.0	2.0	-	6.0	179.0	3034.0	-
Ненецкий автономный округ													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	9680.0	9598.0	1424.0	2633.0	3485.0	1370.0	396.0	146.0	62.0	82.0	17047.0	1776.0	82.0
в том числе в возрасте, лет:													
15 – 17	37.0	34.0	34.0	-	-	-	-	-	-	-	0.0	0.0	3.0
18 – 19	183.0	180.0	157.0	22.0	1.0	-	-	-	-	-	24.0	133.0	3.0
20 – 24	1036.0	1017.0	555.0	391.0	64.0	7.0	-	-	-	-	540.0	531.0	19.0
25 – 29	1203.0	1190.0	243.0	612.0	274.0	52.0	8.0	-	-	1.0	1356.0	1139.0	13.0
30 – 34	1129.0	1117.0	99.0	409.0	453.0	110.0	29.0	8.0	4.0	5.0	1862.0	1667.0	12.0
35 – 39	1309.0	1297.0	70.0	309.0	620.0	194.0	66.0	21.0	8.0	9.0	2615.0	2016.0	12.0
40 – 44	1594.0	1589.0	87.0	320.0	713.0	326.0	81.0	38.0	12.0	12.0	3406.0	2143.0	5.0
45 – 49	1472.0	1465.0	82.0	261.0	649.0	302.0	101.0	36.0	16.0	18.0	3291.0	2246.0	7.0
50 – 54	1010.0	1007.0	57.0	191.0	418.0	228.0	60.0	19.0	16.0	18.0	2285.0	2269.0	3.0
55 – 59	330.0	328.0	18.0	61.0	149.0	60.0	25.0	11.0	1.0	3.0	726.0	2213.0	2.0
60 – 64	240.0	238.0	14.0	41.0	97.0	60.0	10.0	8.0	4.0	4.0	551.0	2315.0	2.0
65 – 69	105.0	105.0	6.0	16.0	38.0	26.0	10.0	2.0	1.0	6.0	271.0	2581.0	-
70 и более	32.0	31.0	2.0	-	9.0	5.0	6.0	3.0	-	6.0	120.0	3871.0	1.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	6854.0	6806.0	1066.0	2106.0	2646.0	768.0	143.0	38.0	15.0	24.0	10749.0	1579.0	48.0
в том числе в возрасте, лет:													
15 – 17	27.0	25.0	25.0	-	-	-	-	-	-	-	0.0	0.0	2.0
18 – 19	138.0	138.0	124.0	14.0	-	-	-	-	-	-	14.0	101.0	-
20 – 24	760.0	750.0	422.0	284.0	42.0	2.0	-	-	-	-	374.0	499.0	10.0
25 – 29	907.0	899.0	204.0	506.0	171.0	15.0	2.0	-	-	1.0	909.0	1011.0	8.0
30 – 34	782.0	777.0	74.0	320.0	324.0	47.0	7.0	1.0	1.0	3.0	1170.0	1506.0	5.0
35 – 39	843.0	835.0	44.0	238.0	450.0	84.0	11.0	5.0	1.0	2.0	1481.0	1774.0	8.0
40 – 44	1077.0	1074.0	56.0	262.0	541.0	178.0	19.0	12.0	2.0	4.0	2062.0	1920.0	3.0
45 – 49	1037.0	1031.0	49.0	213.0	532.0	172.0	42.0	10.0	5.0	8.0	2106.0	2043.0	6.0
50 – 54	761.0	760.0	41.0	169.0	344.0	164.0	30.0	4.0	3.0	5.0	1547.0	2036.0	1.0
55 – 59	245.0	243.0	13.0	51.0	124.0	39.0	14.0	2.0	-	-	482.0	1984.0	2.0
60 – 64	178.0	176.0	9.0	34.0	79.0	43.0	5.0	3.0	3.0	-	374.0	2125.0	2.0
65 – 69	83.0	83.0	3.0	15.0	34.0	22.0	8.0	-	-	1.0	189.0	2277.0	-
70 и более	16.0	15.0	2.0	-	5.0	2.0	5.0	1.0	-	-	41.0	2733.0	1.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	2826.0	2792.0	358.0	527.0	839.0	602.0	253.0	108.0	47.0	58.0	6298.0	2256.0	34.0
в том числе в возрасте, лет:													
15 – 17	10.0	9.0	9.0	-	-	-	-	-	-	-	0.0	0.0	1.0
18 – 19	45.0	42.0	33.0	8.0	1.0	-	-	-	-	-	10.0	238.0	3.0
20 – 24	276.0	267.0	133.0	107.0	22.0	5.0	-	-	-	-	166.0	622.0	9.0
25 – 29	296.0	291.0	39.0	106.0	103.0	37.0	6.0	-	-	-	447.0	1536.0	5.0
30 – 34	347.0	340.0	25.0	89.0	129.0	63.0	22.0	7.0	3.0	2.0	692.0	2035.0	7.0
35 – 39	466.0	462.0	26.0	71.0	170.0	110.0	55.0	16.0	7.0	7.0	1134.0	2455.0	4.0
40 – 44	517.0	515.0	31.0	58.0	172.0	148.0	62.0	26.0	10.0	8.0	1344.0	2610.0	2.0
45 – 49	435.0	434.0	33.0	48.0	117.0	130.0	59.0	26.0	11.0	10.0	1185.0	2730.0	1.0
50 – 54	249.0	247.0	16.0	22.0	74.0	64.0	30.0	15.0	13.0	13.0	738.0	2988.0	2.0
55 – 59	85.0	85.0	5.0	10.0	25.0	21.0	11.0	9.0	1.0	3.0	244.0	2871.0	-
60 – 64	62.0	62.0	5.0	7.0	18.0	17.0	5.0	5.0	1.0	4.0	177.0	2855.0	-
65 – 69	22.0	22.0	3.0	1.0	4.0	4.0	2.0	2.0	1.0	5.0	82.0	3727.0	-
70 и более	16.0	16.0	-	-	4.0	3.0	1.0	2.0	-	6.0	79.0	4938.0	-
Вологодская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	286091.0	283017.0	50730.0	91843.0	112304.0	22168.0	3370.0	1563.0	455.0	584.0	411492.0	1454.0	3074.0
в том числе в возрасте, лет:													
15 – 17	1086.0	1036.0	999.0	29.0	8.0	-	-	-	-	-	45.0	43.0	50.0
18 – 19	6574.0	6359.0	5931.0	400.0	24.0	4.0	-	-	-	-	460.0	72.0	215.0
20 – 24	30483.0	29587.0	20124.0	8616.0	787.0	20.0	8.0	4.0	24.0	4.0	10474.0	354.0	896.0
25 – 29	33415.0	32953.0	9289.0	18195.0	4920.0	437.0	56.0	16.0	20.0	20.0	29914.0	908.0	462.0
30 – 34	31314.0	31042.0	3682.0	15431.0	10433.0	1221.0	163.0	48.0	28.0	36.0	41308.0	1331.0	272.0
35 – 39	38166.0	37924.0	2445.0	13721.0	18131.0	2909.0	404.0	186.0	32.0	96.0	62188.0	1640.0	242.0
40 – 44	48922.0	48623.0	2629.0	12204.0	26592.0	5663.0	899.0	379.0	112.0	145.0	89667.0	1844.0	299.0
45 – 49	46354.0	46032.0	2483.0	10098.0	25426.0	6286.0	941.0	542.0	144.0	112.0	88030.0	1912.0	322.0
50 – 54	34692.0	34486.0	2054.0	8583.0	18374.0	4321.0	673.0	287.0	71.0	123.0	63780.0	1849.0	206.0
55 – 59	8469.0	8410.0	550.0	2391.0	4510.0	725.0	146.0	52.0	8.0	28.0	14682.0	1746.0	59.0
60 – 64	4501.0	4474.0	351.0	1492.0	2169.0	357.0	56.0	29.0	12.0	8.0	7418.0	1658.0	27.0
65 – 69	1544.0	1536.0	140.0	503.0	698.0	179.0	8.0	-	4.0	4.0	2524.0	1643.0	8.0
70 и более	571.0	555.0	53.0	180.0	232.0	46.0	16.0	20.0	-	8.0	1002.0	1805.0	16.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	215705.0	213128.0	42344.0	76321.0	80622.0	11365.0	1328.0	605.0	175.0	368.0	283907.0	1332.0	2577.0
в том числе в возрасте, лет:													
15 – 17	823.0	790.0	753.0	29.0	8.0	-	-	-	-	-	45.0	57.0	33.0
18 – 19	5151.0	4975.0	4671.0	276.0	24.0	4.0	-	-	-	-	336.0	68.0	176.0
20 – 24	24075.0	23340.0	16694.0	6171.0	435.0	8.0	8.0	4.0	16.0	4.0	7241.0	310.0	735.0
25 – 29	26418.0	26012.0	8115.0	14719.0	2921.0	209.0	20.0	4.0	16.0	8.0	21440.0	824.0	406.0
30 – 34	23303.0	23055.0	3128.0	12790.0	6505.0	536.0	44.0	4.0	16.0	32.0	27960.0	1213.0	248.0
35 – 39	27465.0	27275.0	2051.0	11737.0	11974.0	1224.0	158.0	55.0	12.0	64.0	40840.0	1497.0	190.0
40 – 44	35288.0	35061.0	2159.0	10440.0	19130.0	2717.0	348.0	158.0	28.0	81.0	59844.0	1707.0	227.0
45 – 49	34365.0	34083.0	2099.0	8605.0	19281.0	3384.0	400.0	202.0	36.0	76.0	60729.0	1782.0	282.0
50 – 54	26378.0	26200.0	1713.0	7375.0	14181.0	2427.0	264.0	126.0	43.0	71.0	45511.0	1737.0	178.0
55 – 59	6813.0	6758.0	463.0	2176.0	3581.0	451.0	43.0	24.0	-	20.0	11131.0	1647.0	55.0
60 – 64	3825.0	3798.0	334.0	1368.0	1796.0	257.0	27.0	12.0	4.0	-	5923.0	1560.0	27.0
65 – 69	1314.0	1310.0	124.0	463.0	575.0	132.0	8.0	-	4.0	4.0	2097.0	1601.0	4.0
70 и более	487.0	471.0	40.0	172.0	211.0	16.0	8.0	16.0	-	8.0	810.0	1720.0	16.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	70386.0	69889.0	8386.0	15522.0	31682.0	10803.0	2042.0	958.0	280.0	216.0	127585.0	1826.0	497.0
в том числе в возрасте, лет:													
15 – 17	263.0	246.0	246.0	-	-	-	-	-	-	-	0.0	0.0	17.0
18 – 19	1423.0	1384.0	1260.0	124.0	-	-	-	-	-	-	124.0	90.0	39.0
20 – 24	6408.0	6247.0	3430.0	2445.0	352.0	12.0	-	-	8.0	-	3233.0	518.0	161.0
25 – 29	6997.0	6941.0	1174.0	3476.0	1999.0	228.0	36.0	12.0	4.0	12.0	8474.0	1221.0	56.0
30 – 34	8011.0	7987.0	554.0	2641.0	3928.0	685.0	119.0	44.0	12.0	4.0	13348.0	1671.0	24.0
35 – 39	10701.0	10649.0	394.0	1984.0	6157.0	1685.0	246.0	131.0	20.0	32.0	21348.0	2005.0	52.0
40 – 44	13634.0	13562.0	470.0	1764.0	7462.0	2946.0	551.0	221.0	84.0	64.0	29823.0	2199.0	72.0
45 – 49	11989.0	11949.0	384.0	1493.0	6145.0	2902.0	541.0	340.0	108.0	36.0	27301.0	2285.0	40.0
50 – 54	8314.0	8286.0	341.0	1208.0	4193.0	1894.0	409.0	161.0	28.0	52.0	18269.0	2205.0	28.0
55 – 59	1656.0	1652.0	87.0	215.0	929.0	274.0	103.0	28.0	8.0	8.0	3551.0	2150.0	4.0
60 – 64	676.0	676.0	17.0	124.0	373.0	100.0	29.0	17.0	8.0	8.0	1495.0	2212.0	-
65 – 69	230.0	226.0	16.0	40.0	123.0	47.0	-	-	-	-	427.0	1889.0	4.0
70 и более	84.0	84.0	13.0	8.0	21.0	30.0	8.0	4.0	-	-	192.0	2286.0	-
Калининградская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	199128.0	194470.0	32312.0	79414.0	70092.0	9813.0	1677.0	492.0	195.0	475.0	263252.0	1354.0	4658.0
в том числе в возрасте, лет:													
15 – 17	686.0	638.0	612.0	26.0	-	-	-	-	-	-	26.0	41.0	48.0
18 – 19	3590.0	3365.0	3099.0	236.0	26.0	4.0	-	-	-	-	300.0	89.0	225.0
20 – 24	18546.0	17455.0	11979.0	4931.0	487.0	25.0	21.0	-	12.0	-	6136.0	352.0	1091.0
25 – 29	22079.0	21279.0	6698.0	11958.0	2297.0	193.0	76.0	4.0	4.0	49.0	17850.0	839.0	800.0
30 – 34	22483.0	21998.0	2607.0	12917.0	5612.0	641.0	119.0	39.0	22.0	41.0	27246.0	1239.0	485.0
35 – 39	24724.0	24332.0	1558.0	11405.0	9631.0	1310.0	247.0	64.0	30.0	87.0	36783.0	1512.0	392.0
40 – 44	31319.0	30798.0	1664.0	10995.0	15312.0	2237.0	363.0	107.0	21.0	99.0	51232.0	1663.0	521.0
45 – 49	30497.0	30119.0	1626.0	10275.0	15142.0	2453.0	362.0	121.0	21.0	119.0	51081.0	1696.0	378.0
50 – 54	26619.0	26211.0	1376.0	9499.0	12846.0	1926.0	317.0	118.0	65.0	64.0	43737.0	1669.0	408.0
55 – 59	8195.0	8072.0	428.0	3115.0	3901.0	485.0	92.0	27.0	12.0	12.0	13055.0	1617.0	123.0
60 – 64	6033.0	5946.0	354.0	2417.0	2832.0	288.0	39.0	8.0	4.0	4.0	9193.0	1546.0	87.0
65 – 69	3059.0	2978.0	193.0	1177.0	1430.0	152.0	22.0	-	4.0	-	4605.0	1546.0	81.0
70 и более	1298.0	1279.0	118.0	463.0	576.0	99.0	19.0	4.0	-	-	2008.0	1570.0	19.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	165747.0	161641.0	27460.0	69791.0	56718.0	6150.0	851.0	198.0	118.0	355.0	209717.0	1297.0	4106.0
в том числе в возрасте, лет:													
15 – 17	492.0	453.0	431.0	22.0	-	-	-	-	-	-	22.0	49.0	39.0
18 – 19	2672.0	2470.0	2313.0	136.0	17.0	4.0	-	-	-	-	182.0	74.0	202.0
20 – 24	14799.0	13851.0	9879.0	3670.0	265.0	12.0	17.0	-	8.0	-	4352.0	314.0	948.0
25 – 29	18054.0	17378.0	5811.0	9819.0	1551.0	111.0	37.0	-	4.0	45.0	13765.0	792.0	676.0
30 – 34	18353.0	17900.0	2330.0	11177.0	3936.0	305.0	78.0	21.0	17.0	36.0	20827.0	1164.0	453.0
35 – 39	20209.0	19869.0	1388.0	10183.0	7373.0	705.0	112.0	25.0	17.0	66.0	28258.0	1422.0	340.0
40 – 44	25650.0	25169.0	1479.0	9894.0	12193.0	1325.0	174.0	36.0	8.0	60.0	39691.0	1577.0	481.0
45 – 49	25641.0	25310.0	1519.0	9390.0	12526.0	1564.0	174.0	57.0	4.0	76.0	40743.0	1610.0	331.0
50 – 54	22877.0	22510.0	1278.0	8724.0	10965.0	1246.0	153.0	40.0	44.0	60.0	35960.0	1598.0	367.0
55 – 59	7342.0	7244.0	407.0	2922.0	3446.0	391.0	47.0	11.0	8.0	12.0	11386.0	1572.0	98.0
60 – 64	5561.0	5483.0	333.0	2277.0	2577.0	262.0	26.0	4.0	4.0	-	8365.0	1526.0	78.0
65 – 69	2858.0	2784.0	178.0	1119.0	1335.0	130.0	18.0	-	4.0	-	4275.0	1536.0	74.0
70 и более	1239.0	1220.0	114.0	458.0	534.0	95.0	15.0	4.0	-	-	1891.0	1550.0	19.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	33381.0	32829.0	4852.0	9623.0	13374.0	3663.0	826.0	294.0	77.0	120.0	53535.0	1631.0	552.0
в том числе в возрасте, лет:													
15 – 17	194.0	185.0	181.0	4.0	-	-	-	-	-	-	4.0	22.0	9.0
18 – 19	918.0	895.0	786.0	100.0	9.0	-	-	-	-	-	118.0	132.0	23.0
20 – 24	3747.0	3604.0	2100.0	1261.0	222.0	13.0	4.0	-	4.0	-	1784.0	495.0	143.0
25 – 29	4025.0	3901.0	887.0	2139.0	746.0	82.0	39.0	4.0	-	4.0	4085.0	1047.0	124.0
30 – 34	4130.0	4098.0	277.0	1740.0	1676.0	336.0	41.0	18.0	5.0	5.0	6419.0	1566.0	32.0
35 – 39	4515.0	4463.0	170.0	1222.0	2258.0	605.0	135.0	39.0	13.0	21.0	8525.0	1910.0	52.0
40 – 44	5669.0	5629.0	185.0	1101.0	3119.0	912.0	189.0	71.0	13.0	39.0	11541.0	2050.0	40.0
45 – 49	4856.0	4809.0	107.0	885.0	2616.0	889.0	188.0	64.0	17.0	43.0	10338.0	2150.0	47.0
50 – 54	3742.0	3701.0	98.0	775.0	1881.0	680.0	164.0	78.0	21.0	4.0	7777.0	2101.0	41.0
55 – 59	853.0	828.0	21.0	193.0	455.0	94.0	45.0	16.0	4.0	-	1669.0	2016.0	25.0
60 – 64	472.0	463.0	21.0	140.0	255.0	26.0	13.0	4.0	-	4.0	828.0	1788.0	9.0
65 – 69	201.0	194.0	15.0	58.0	95.0	22.0	4.0	-	-	-	330.0	1701.0	7.0
70 и более	59.0	59.0	4.0	5.0	42.0	4.0	4.0	-	-	-	117.0	1983.0	-
Ленинградская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	368243.0	358944.0	59490.0	137920.0	136851.0	19310.0	2980.0	1042.0	441.0	910.0	496590.0	1383.0	9299.0
в том числе в возрасте, лет:													
15 – 17	1234.0	1133.0	1079.0	50.0	4.0	-	-	-	-	-	58.0	51.0	101.0
18 – 19	7209.0	6556.0	6068.0	410.0	78.0	-	-	-	-	-	566.0	86.0	653.0
20 – 24	34452.0	31991.0	21660.0	9284.0	923.0	67.0	16.0	-	29.0	12.0	11653.0	364.0	2461.0
25 – 29	39709.0	38159.0	11484.0	21796.0	4419.0	240.0	58.0	8.0	38.0	116.0	32750.0	858.0	1550.0
30 – 34	38493.0	37650.0	4571.0	21068.0	10679.0	1007.0	165.0	17.0	20.0	123.0	47282.0	1256.0	843.0
35 – 39	45565.0	44790.0	3058.0	18741.0	20028.0	2321.0	383.0	114.0	32.0	113.0	68957.0	1540.0	775.0
40 – 44	62145.0	61273.0	3227.0	19746.0	31878.0	5057.0	804.0	243.0	109.0	209.0	105406.0	1720.0	872.0
45 – 49	60736.0	59945.0	3434.0	18981.0	31044.0	5252.0	710.0	303.0	101.0	120.0	102722.0	1714.0	791.0
50 – 54	48956.0	48189.0	2949.0	16650.0	24108.0	3444.0	601.0	238.0	65.0	134.0	80285.0	1666.0	767.0
55 – 59	14870.0	14641.0	1028.0	5360.0	7128.0	929.0	91.0	32.0	28.0	45.0	23450.0	1602.0	229.0
60 – 64	9395.0	9242.0	593.0	3704.0	4215.0	563.0	90.0	47.0	11.0	19.0	14653.0	1585.0	153.0
65 – 69	3922.0	3842.0	239.0	1585.0	1624.0	309.0	30.0	28.0	8.0	19.0	6266.0	1631.0	80.0
70 и более	1557.0	1533.0	100.0	545.0	723.0	121.0	32.0	12.0	-	-	2542.0	1658.0	24.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	255716.0	248995.0	42157.0	100652.0	92701.0	10719.0	1483.0	447.0	249.0	587.0	332629.0	1336.0	6721.0
в том числе в возрасте, лет:													
15 – 17	777.0	708.0	682.0	26.0	-	-	-	-	-	-	26.0	37.0	69.0
18 – 19	4738.0	4336.0	4019.0	268.0	49.0	-	-	-	-	-	366.0	84.0	402.0
20 – 24	23066.0	21364.0	14832.0	5907.0	543.0	37.0	12.0	-	25.0	8.0	7358.0	344.0	1702.0
25 – 29	27656.0	26502.0	8321.0	15239.0	2644.0	137.0	37.0	4.0	29.0	91.0	21984.0	830.0	1154.0
30 – 34	26938.0	26311.0	3339.0	15392.0	6863.0	524.0	78.0	13.0	12.0	90.0	31866.0	1211.0	627.0
35 – 39	31510.0	30924.0	2306.0	13821.0	13247.0	1208.0	206.0	44.0	20.0	72.0	45687.0	1477.0	586.0
40 – 44	42716.0	42075.0	2350.0	14608.0	21635.0	2805.0	400.0	91.0	43.0	143.0	69747.0	1658.0	641.0
45 – 49	42030.0	41402.0	2581.0	14158.0	21151.0	2939.0	308.0	148.0	55.0	62.0	68068.0	1644.0	628.0
50 – 54	34483.0	33925.0	2225.0	12589.0	16638.0	1946.0	307.0	98.0	39.0	83.0	54332.0	1602.0	558.0
55 – 59	10771.0	10605.0	775.0	4144.0	5070.0	525.0	45.0	19.0	15.0	12.0	16332.0	1540.0	166.0
60 – 64	6966.0	6850.0	480.0	2875.0	3094.0	317.0	40.0	22.0	7.0	15.0	10463.0	1527.0	116.0
65 – 69	2934.0	2886.0	180.0	1204.0	1259.0	202.0	22.0	4.0	4.0	11.0	4594.0	1592.0	48.0
70 и более	1131.0	1107.0	67.0	421.0	508.0	79.0	28.0	4.0	-	-	1806.0	1631.0	24.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	112527.0	109949.0	17333.0	37268.0	44150.0	8591.0	1497.0	595.0	192.0	323.0	163961.0	1491.0	2578.0
в том числе в возрасте, лет:													
15 – 17	457.0	425.0	397.0	24.0	4.0	-	-	-	-	-	32.0	75.0	32.0
18 – 19	2471.0	2220.0	2049.0	142.0	29.0	-	-	-	-	-	200.0	90.0	251.0
20 – 24	11386.0	10627.0	6828.0	3377.0	380.0	30.0	4.0	-	4.0	4.0	4295.0	404.0	759.0
25 – 29	12053.0	11657.0	3163.0	6557.0	1775.0	103.0	21.0	4.0	9.0	25.0	10766.0	924.0	396.0
30 – 34	11555.0	11339.0	1232.0	5676.0	3816.0	483.0	87.0	4.0	8.0	33.0	15416.0	1360.0	216.0
35 – 39	14055.0	13866.0	752.0	4920.0	6781.0	1113.0	177.0	70.0	12.0	41.0	23270.0	1678.0	189.0
40 – 44	19429.0	19198.0	877.0	5138.0	10243.0	2252.0	404.0	152.0	66.0	66.0	35659.0	1857.0	231.0
