добыча полезных ископаемых	20.0	0.9
обрабатывающие производства	99.0	4.7
производство и распределение электроэнергии, газа и воды	18.0	0.9
строительство	62.0	2.9
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	144.0	6.8
гостиницы и рестораны	36.0	1.7
транспорт и связь	101.0	4.7
финансовая деятельность	3.0	0.1
операции с недвижимым имуществом, аренда и предоставление услуг	35.0	1.6
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	150.0	7.0
образование	573.0	26.9
здравоохранение и предоставление социальных услуг	253.0	11.9
предоставление прочих коммунальных, социальных и персональных услуг	180.0	8.5
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	2.0	0.1
Хабаровский край		
Население, занятое в экономике 	2019.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	299.0	14.8
рыболовство, рыбоводство	110.0	5.4
добыча полезных ископаемых	18.0	0.9
обрабатывающие производства	93.0	4.6
производство и распределение электроэнергии, газа и воды	15.0	0.7
строительство	62.0	3.1
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	141.0	7.0
гостиницы и рестораны	34.0	1.7
транспорт и связь	94.0	4.7
финансовая деятельность	3.0	0.2
операции с недвижимым имуществом, аренда и предоставление услуг	34.0	1.7
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	140.0	6.9
образование	556.0	27.5
здравоохранение и предоставление социальных услуг	245.0	12.1
предоставление прочих коммунальных, социальных и персональных услуг	173.0	8.6
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	2.0	0.1
Приморский край		
Население, занятое в экономике 	91.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	28.0	30.7
рыболовство, рыбоводство	8.0	8.8
добыча полезных ископаемых	2.0	2.2
обрабатывающие производства	3.0	3.3
производство и распределение электроэнергии, газа и воды	3.0	3.3
строительство	-	-
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	2.0	2.2
гостиницы и рестораны	2.0	2.2
транспорт и связь	6.0	6.6
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	1.0	1.1
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	10.0	11.0
образование	14.0	15.4
здравоохранение и предоставление социальных услуг	7.0	7.7
предоставление прочих коммунальных, социальных и персональных услуг	5.0	5.5
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
Сахалинская область		
Население, занятое в экономике 	20.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	1.0	5.0
рыболовство, рыбоводство	8.0	40.0
добыча полезных ископаемых	-	-
обрабатывающие производства	3.0	15.0
производство и распределение электроэнергии, газа и воды	-	-
строительство	-	-
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	1.0	5.0
гостиницы и рестораны	-	-
транспорт и связь	1.0	5.0
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	-	-
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	-	-
образование	3.0	15.0
здравоохранение и предоставление социальных услуг	1.0	5.0
предоставление прочих коммунальных, социальных и персональных услуг	2.0	10.0
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
НГАНАСАНЫ		
Красноярский край		
Население, занятое в экономике 	205.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	39.0	19.0
рыболовство, рыбоводство	32.0	15.6
добыча полезных ископаемых	-	-
обрабатывающие производства	14.0	6.8
производство и распределение электроэнергии, газа и воды	5.0	2.4
строительство	2.0	1.0
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	4.0	2.0
гостиницы и рестораны	1.0	0.5
транспорт и связь	5.0	2.4
финансовая деятельность	1.0	0.5
операции с недвижимым имуществом, аренда и предоставление услуг	4.0	2.0
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	6.0	2.9
образование	59.0	28.8
здравоохранение и предоставление социальных услуг	17.0	8.3
предоставление прочих коммунальных, социальных и персональных услуг	16.0	7.8
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
Таймырский (Долгано-Ненецкий) автономный округ		
Население, занятое в экономике 	199.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	38.0	19.1
рыболовство, рыбоводство	32.0	16.1
добыча полезных ископаемых	-	-
обрабатывающие производства	14.0	7.0
производство и распределение электроэнергии, газа и воды	1.0	0.5
строительство	2.0	1.0
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	4.0	2.0
гостиницы и рестораны	1.0	0.5
транспорт и связь	5.0	2.5
финансовая деятельность	1.0	0.5
операции с недвижимым имуществом, аренда и предоставление услуг	4.0	2.0
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	6.0	3.0
образование	59.0	29.7
здравоохранение и предоставление социальных услуг	17.0	8.6
предоставление прочих коммунальных, социальных и персональных услуг	15.0	7.5
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
НЕГИДАЛЬЦЫ		
Хабаровский край		
Население, занятое в экономике 	107.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	17.0	15.9
рыболовство, рыбоводство	18.0	16.8
добыча полезных ископаемых	1.0	1.0
обрабатывающие производства	-	-
производство и распределение электроэнергии, газа и воды	1.0	0.9
строительство	-	-
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	6.0	5.6
гостиницы и рестораны	1.0	0.9
транспорт и связь	1.0	0.9
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	6.0	5.6
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	4.0	3.8
образование	29.0	27.1
здравоохранение и предоставление социальных услуг	11.0	10.3
предоставление прочих коммунальных, социальных и персональных услуг	12.0	11.2
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
НЕНЦЫ		
Территории преимущественного проживания КМНС		
Население, занятое в экономике 	10306.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	3739.0	36.3
рыболовство, рыбоводство	1487.0	14.4
добыча полезных ископаемых	143.0	1.4
обрабатывающие производства	219.0	2.1
производство и распределение электроэнергии, газа и воды	57.0	0.6
строительство	154.0	1.5
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	357.0	3.5
гостиницы и рестораны	75.0	0.7
транспорт и связь	199.0	1.9
финансовая деятельность	22.0	0.2
операции с недвижимым имуществом, аренда и предоставление услуг	182.0	1.8
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	439.0	4.3
образование	1846.0	17.9
здравоохранение и предоставление социальных услуг	671.0	6.5
предоставление прочих коммунальных, социальных и персональных услуг	671.0	6.5
предоставление услуг по ведению домашнего хозяйства	1.0	0.0
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	44.0	0.4
Ямало-Ненецкий автономный округ		
Население, занятое в экономике 	6693.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	2525.0	37.7
рыболовство, рыбоводство	1302.0	19.5
добыча полезных ископаемых	19.0	0.3
обрабатывающие производства	122.0	1.8
производство и распределение электроэнергии, газа и воды	34.0	0.5
строительство	77.0	1.1
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	199.0	3.0
гостиницы и рестораны	37.0	0.6
транспорт и связь	93.0	1.4
финансовая деятельность	10.0	0.1
операции с недвижимым имуществом, аренда и предоставление услуг	113.0	1.7
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	272.0	4.1
образование	1112.0	16.6
здравоохранение и предоставление социальных услуг	419.0	6.3
предоставление прочих коммунальных, социальных и персональных услуг	324.0	4.8
предоставление услуг по ведению домашнего хозяйства	1.0	0.0
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	34.0	0.5
Архангельская область		
Ненецкий автономный округ		
Население, занятое в экономике 	2624.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	1055.0	40.2
рыболовство, рыбоводство	27.0	1.0
добыча полезных ископаемых	115.0	4.4
обрабатывающие производства	23.0	0.9
производство и распределение электроэнергии, газа и воды	13.0	0.5
строительство	64.0	2.4
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	122.0	4.6
гостиницы и рестораны	25.0	1.0
транспорт и связь	67.0	2.6
финансовая деятельность	10.0	0.4
операции с недвижимым имуществом, аренда и предоставление услуг	24.0	0.9
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	116.0	4.4
образование	551.0	21.0
здравоохранение и предоставление социальных услуг	155.0	5.9
предоставление прочих коммунальных, социальных и персональных услуг	253.0	9.6
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	4.0	0.2
Таймырский (Долгано-Ненецкий) автономный округ		
Население, занятое в экономике 	658.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	113.0	17.2
рыболовство, рыбоводство	149.0	22.6
добыча полезных ископаемых	1.0	0.1
обрабатывающие производства	65.0	9.9
производство и распределение электроэнергии, газа и воды	5.0	0.8
строительство	3.0	0.5
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	14.0	2.1
гостиницы и рестораны	9.0	1.4
транспорт и связь	23.0	3.5
финансовая деятельность	2.0	0.3
операции с недвижимым имуществом, аренда и предоставление услуг	17.0	2.6
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	35.0	5.3
образование	111.0	16.9
здравоохранение и предоставление социальных услуг	70.0	10.6
предоставление прочих коммунальных, социальных и персональных услуг	40.0	6.1
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	1.0	0.1
Ханты-Мансийский автономный округ – Югра		
Население, занятое в экономике 	315.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	38.0	12.1
рыболовство, рыбоводство	9.0	2.9
добыча полезных ископаемых	8.0	2.5
обрабатывающие производства	9.0	2.8
производство и распределение электроэнергии, газа и воды	5.0	1.6
строительство	10.0	3.2
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	20.0	6.3
гостиницы и рестораны	4.0	1.3
транспорт и связь	16.0	5.1
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	28.0	8.9
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	14.0	4.4
образование	69.0	21.9
здравоохранение и предоставление социальных услуг	27.0	8.6
предоставление прочих коммунальных, социальных и персональных услуг	54.0	17.1
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	4.0	1.3
Республика Коми		
Население, занятое в экономике 	16.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	8.0	50.0
рыболовство, рыбоводство	-	-
добыча полезных ископаемых	-	-
обрабатывающие производства	-	-
производство и распределение электроэнергии, газа и воды	-	-
строительство	-	-
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	2.0	12.5
гостиницы и рестораны	-	-
транспорт и связь	-	-
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	-	-
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	2.0	12.5
образование	3.0	18.7
здравоохранение и предоставление социальных услуг	-	-
предоставление прочих коммунальных, социальных и персональных услуг	-	-
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	1.0	6.3
НИВХИ		
Территории преимущественного проживания КМНС		
Население, занятое в экономике 	983.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	54.0	5.5
рыболовство, рыбоводство	203.0	20.6
добыча полезных ископаемых	63.0	6.4
обрабатывающие производства	44.0	4.5
производство и распределение электроэнергии, газа и воды	19.0	1.9
строительство	30.0	3.1
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	53.0	5.4
гостиницы и рестораны	7.0	0.7
транспорт и связь	41.0	4.2
финансовая деятельность	1.0	0.1
операции с недвижимым имуществом, аренда и предоставление услуг	38.0	3.9
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	47.0	4.8
образование	182.0	18.5
здравоохранение и предоставление социальных услуг	109.0	11.1
предоставление прочих коммунальных, социальных и персональных услуг	83.0	8.4
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	9.0	0.9
Хабаровский край		
Население, занятое в экономике 	431.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	39.0	9.0
рыболовство, рыбоводство	93.0	21.6
добыча полезных ископаемых	23.0	5.3
обрабатывающие производства	18.0	4.2
производство и распределение электроэнергии, газа и воды	4.0	0.9
строительство	1.0	0.2
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	22.0	5.1
гостиницы и рестораны	3.0	0.7
транспорт и связь	21.0	4.9
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	11.0	2.6
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	14.0	3.2
образование	80.0	18.6
здравоохранение и предоставление социальных услуг	61.0	14.2
предоставление прочих коммунальных, социальных и персональных услуг	37.0	8.6
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	4.0	0.9
Сахалинская область		
Население, занятое в экономике 	552.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	15.0	2.7
рыболовство, рыбоводство	110.0	19.9
добыча полезных ископаемых	40.0	7.3
обрабатывающие производства	26.0	4.7
производство и распределение электроэнергии, газа и воды	15.0	2.7
строительство	29.0	5.3
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	31.0	5.6
гостиницы и рестораны	4.0	0.7
транспорт и связь	20.0	3.6
финансовая деятельность	1.0	0.2
операции с недвижимым имуществом, аренда и предоставление услуг	27.0	4.9
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	33.0	6.0
образование	102.0	18.5
здравоохранение и предоставление социальных услуг	48.0	8.7
предоставление прочих коммунальных, социальных и персональных услуг	46.0	8.3
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	5.0	0.9
ОРОЧИ		
Хабаровский край		
Население, занятое в экономике 	112.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	31.0	27.7
рыболовство, рыбоводство	20.0	17.8
добыча полезных ископаемых	2.0	1.8
обрабатывающие производства	12.0	10.7
производство и распределение электроэнергии, газа и воды	-	-
строительство	3.0	2.7
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	4.0	3.6
гостиницы и рестораны	1.0	0.9
транспорт и связь	5.0	4.5
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	2.0	1.8
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	5.0	4.5
образование	12.0	10.7
здравоохранение и предоставление социальных услуг	8.0	7.1
предоставление прочих коммунальных, социальных и персональных услуг	6.0	5.3
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	1.0	0.9
СААМЫ		
Мурманская область		
Население, занятое в экономике 	417.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	126.0	30.2
рыболовство, рыбоводство	1.0	0.2
добыча полезных ископаемых	14.0	3.4
обрабатывающие производства	24.0	5.8
производство и распределение электроэнергии, газа и воды	13.0	3.1
строительство	11.0	2.6
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	26.0	6.2
гостиницы и рестораны	7.0	1.7
транспорт и связь	15.0	3.6
финансовая деятельность	4.0	1.0
операции с недвижимым имуществом, аренда и предоставление услуг	24.0	5.8
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	39.0	9.3
образование	65.0	15.6
здравоохранение и предоставление социальных услуг	15.0	3.6
предоставление прочих коммунальных, социальных и персональных услуг	32.0	7.7
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	1.0	0.2
СЕЛЬКУПЫ		
Территории преимущественного проживания КМНС		
Население, занятое в экономике 	920.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	157.0	17.1
рыболовство, рыбоводство	117.0	12.7
добыча полезных ископаемых	15.0	1.6
обрабатывающие производства	32.0	3.5
производство и распределение электроэнергии, газа и воды	10.0	1.1
строительство	36.0	3.9
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	29.0	3.2
гостиницы и рестораны	8.0	0.9
транспорт и связь	55.0	6.0
финансовая деятельность	3.0	0.3
операции с недвижимым имуществом, аренда и предоставление услуг	63.0	6.8
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	64.0	7.0
образование	176.0	19.1
здравоохранение и предоставление социальных услуг	91.0	9.9
предоставление прочих коммунальных, социальных и персональных услуг	51.0	5.5
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	13.0	1.4
Тюменская область		
Население, занятое в экономике 	519.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	97.0	18.7
рыболовство, рыбоводство	101.0	19.4
добыча полезных ископаемых	5.0	1.0
обрабатывающие производства	17.0	3.3
производство и распределение электроэнергии, газа и воды	5.0	1.0
строительство	18.0	3.5
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	9.0	1.7
гостиницы и рестораны	4.0	0.8
транспорт и связь	11.0	2.1
финансовая деятельность	2.0	0.4
операции с недвижимым имуществом, аренда и предоставление услуг	23.0	4.4
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	30.0	5.8
образование	88.0	16.9
здравоохранение и предоставление социальных услуг	64.0	12.3
предоставление прочих коммунальных, социальных и персональных услуг	40.0	7.7
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	5.0	1.0
Ямало-Ненецкий автономный округ		
Население, занятое в экономике 	518.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	97.0	18.7
рыболовство, рыбоводство	101.0	19.5
добыча полезных ископаемых	5.0	1.0
обрабатывающие производства	17.0	3.3
производство и распределение электроэнергии, газа и воды	5.0	1.0
строительство	18.0	3.5
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	9.0	1.7
гостиницы и рестораны	4.0	0.8
транспорт и связь	11.0	2.1
финансовая деятельность	2.0	0.4
операции с недвижимым имуществом, аренда и предоставление услуг	23.0	4.4
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	30.0	5.8
образование	88.0	17.0
здравоохранение и предоставление социальных услуг	63.0	12.1
предоставление прочих коммунальных, социальных и персональных услуг	40.0	7.7
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	5.0	1.0
Томская область		
Население, занятое в экономике 	314.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	46.0	14.6
рыболовство, рыбоводство	6.0	1.9
добыча полезных ископаемых	9.0	2.9
обрабатывающие производства	15.0	4.8
производство и распределение электроэнергии, газа и воды	4.0	1.3
строительство	18.0	5.7
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	18.0	5.7
гостиницы и рестораны	3.0	1.0
транспорт и связь	41.0	13.1
финансовая деятельность	1.0	0.3
операции с недвижимым имуществом, аренда и предоставление услуг	33.0	10.5
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	31.0	9.9
образование	55.0	17.5
здравоохранение и предоставление социальных услуг	26.0	8.3
предоставление прочих коммунальных, социальных и персональных услуг	7.0	2.2
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	1.0	0.3
Красноярский край		
Население, занятое в экономике 	87.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	14.0	16.1
рыболовство, рыбоводство	10.0	11.5
добыча полезных ископаемых	1.0	1.2
обрабатывающие производства	-	-
производство и распределение электроэнергии, газа и воды	1.0	1.2
строительство	-	-
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	2.0	2.3
гостиницы и рестораны	1.0	1.2
транспорт и связь	3.0	3.4
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	7.0	8.0
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	3.0	3.4
образование	33.0	37.9
здравоохранение и предоставление социальных услуг	1.0	1.2
предоставление прочих коммунальных, социальных и персональных услуг	4.0	4.6
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	7.0	8.0
ТЕЛЕНГИТЫ		
Республика Алтай		
Население, занятое в экономике 	2.0	100.0
в том числе по видам экономической деятельности:		
