2.4. НАСЕЛЕНИЕ ПО УРОВНЮ ОБРАЗОВАНИЯ И ПОЛУ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ 									
(на 1000 человек соответствующего пола и возраста)									
									
	Имеющие образование								Не имеющие начального общего образования
2002.0	1.0	142.0	21.0	297.0	91.0	160.0	158.0	115.0	12.0
Городское население									
1989.0	...	107.0	13.0	196.0	113.0	176.0	197.0	136.0	62.0
2002.0	2.0	156.0	24.0	294.0	115.0	176.0	143.0	80.0	7.0
Мужчины									
1989.0	...	108.0	13.0	167.0	166.0	192.0	196.0	131.0	27.0
2002.0	3.0	151.0	26.0	273.0	149.0	189.0	140.0	62.0	4.0
Женщины									
1989.0	...	105.0	12.0	219.0	71.0	164.0	198.0	141.0	90.0
2002.0	2.0	159.0	23.0	310.0	88.0	166.0	145.0	94.0	10.0
Сельское население									
1989.0	...	35.0	5.0	117.0	101.0	117.0	231.0	275.0	119.0
2002.0	1.0	60.0	9.0	216.0	150.0	147.0	219.0	181.0	16.0
Мужчины									
1989.0	...	34.0	5.0	92.0	156.0	147.0	247.0	267.0	52.0
2002.0	1.0	56.0	9.0	189.0	207.0	162.0	222.0	144.0	9.0
Женщины									
1989.0	...	35.0	5.0	135.0	58.0	95.0	218.0	281.0	173.0
2002.0	1.0	63.0	9.0	239.0	105.0	133.0	215.0	212.0	22.0
Ярославская область									
Городское и сельское население									
1989.0	...	95.0	15.0	186.0	147.0	160.0	182.0	151.0	64.0
2002.0	2.0	148.0	24.0	272.0	157.0	153.0	140.0	88.0	8.0
Мужчины									
1989.0	...	94.0	15.0	156.0	204.0	179.0	189.0	140.0	23.0
2002.0	3.0	140.0	26.0	244.0	200.0	163.0	141.0	70.0	4.0
Женщины									
1989.0	...	96.0	14.0	210.0	102.0	146.0	176.0	159.0	97.0
2002.0	2.0	154.0	23.0	295.0	123.0	145.0	137.0	102.0	11.0
Городское население									
1989.0	...	108.0	17.0	200.0	148.0	176.0	180.0	123.0	48.0
2002.0	3.0	166.0	28.0	285.0	150.0	160.0	128.0	65.0	5.0
Мужчины									
1989.0	...	106.0	18.0	169.0	198.0	194.0	187.0	112.0	16.0
2002.0	3.0	160.0	30.0	259.0	184.0	171.0	130.0	50.0	2.0
Женщины									
1989.0	...	109.0	16.0	224.0	109.0	161.0	175.0	132.0	74.0
2002.0	2.0	172.0	26.0	306.0	122.0	153.0	126.0	76.0	7.0
Сельское население									
1989.0	...	39.0	6.0	126.0	143.0	91.0	189.0	271.0	135.0
2002.0	1.0	67.0	10.0	217.0	190.0	120.0	187.0	186.0	21.0
Мужчины									
1989.0	...	37.0	4.0	97.0	230.0	109.0	201.0	264.0	58.0
2002.0	1.0	60.0	8.0	180.0	268.0	130.0	188.0	153.0	11.0
Женщины									
1989.0	...	40.0	7.0	149.0	76.0	78.0	179.0	276.0	195.0
2002.0	1.0	74.0	12.0	246.0	127.0	112.0	185.0	213.0	29.0
г. Москва									
Городское и сельское население									
1989.0	...	264.0	35.0	199.0	88.0	180.0	136.0	72.0	26.0
2002.0	10.0	289.0	61.0	254.0	69.0	162.0	81.0	27.0	3.0
Мужчины									
1989.0	...	292.0	38.0	172.0	113.0	190.0	133.0	54.0	8.0
2002.0	12.0	281.0	63.0	246.0	77.0	173.0	80.0	19.0	3.0
Женщины									
1989.0	...	242.0	34.0	220.0	68.0	172.0	139.0	85.0	40.0
2002.0	8.0	296.0	58.0	261.0	63.0	151.0	83.0	34.0	4.0
Городское население									
1989.0	...	264.0	35.0	199.0	88.0	180.0	136.0	72.0	26.0
2002.0	10.0	289.0	61.0	254.0	69.0	162.0	81.0	27.0	3.0
Мужчины									
1989.0	...	292.0	38.0	172.0	113.0	190.0	133.0	54.0	8.0
2002.0	12.0	281.0	63.0	246.0	77.0	173.0	80.0	19.0	3.0
Женщины									
1989.0	...	242.0	34.0	220.0	68.0	172.0	139.0	85.0	40.0
2002.0	8.0	296.0	58.0	261.0	63.0	151.0	83.0	34.0	4.0
Сельское население									
1989.0	...	79.0	19.0	137.0	72.0	155.0	206.0	222.0	110.0
2002.0	-	-	-	-	-	-	-	-	-
Мужчины									
1989.0	...	87.0	20.0	169.0	102.0	183.0	221.0	198.0	20.0
2002.0	-	-	-	-	-	-	-	-	-
Женщины									
1989.0	...	73.0	17.0	116.0	52.0	137.0	196.0	239.0	170.0
2002.0	-	-	-	-	-	-	-	-	-
Северо-Западный федеральный округ									
Городское и сельское население									
1989.0	...	137.0	21.0	212.0	147.0	167.0	163.0	109.0	44.0
2002.0	4.0	175.0	35.0	285.0	126.0	149.0	123.0	61.0	6.0
Мужчины									
1989.0	...	142.0	22.0	180.0	196.0	184.0	165.0	94.0	16.0
2002.0	5.0	171.0	36.0	262.0	156.0	156.0	127.0	47.0	3.0
Женщины									
1989.0	...	132.0	20.0	239.0	105.0	153.0	162.0	122.0	67.0
2002.0	3.0	178.0	34.0	304.0	102.0	143.0	120.0	73.0	8.0
Городское население									
1989.0	...	154.0	24.0	226.0	142.0	177.0	157.0	88.0	31.0
2002.0	5.0	196.0	40.0	295.0	113.0	152.0	109.0	44.0	4.0
Мужчины									
1989.0	...	161.0	25.0	195.0	186.0	192.0	157.0	72.0	11.0
2002.0	6.0	194.0	42.0	275.0	135.0	159.0	111.0	32.0	2.0
Женщины									
1989.0	...	148.0	22.0	251.0	106.0	165.0	158.0	101.0	49.0
2002.0	4.0	198.0	39.0	311.0	94.0	147.0	107.0	54.0	5.0
Сельское население									
1989.0	...	53.0	7.0	148.0	168.0	119.0	191.0	212.0	102.0
2002.0	1.0	74.0	12.0	235.0	193.0	133.0	189.0	144.0	16.0
Мужчины									
1989.0	...	55.0	6.0	114.0	241.0	145.0	202.0	197.0	40.0
2002.0	1.0	69.0	11.0	201.0	250.0	145.0	197.0	114.0	9.0
Женщины									
1989.0	...	52.0	7.0	178.0	105.0	96.0	182.0	224.0	156.0
2002.0	1.0	79.0	13.0	264.0	142.0	122.0	183.0	170.0	23.0
Республика Карелия									
Городское и сельское население									
1989.0	...	96.0	14.0	200.0	186.0	143.0	181.0	129.0	51.0
2002.0	2.0	135.0	22.0	278.0	175.0	149.0	147.0	77.0	8.0
Мужчины									
1989.0	...	86.0	12.0	165.0	256.0	157.0	185.0	119.0	20.0
2002.0	2.0	116.0	21.0	252.0	223.0	155.0	157.0	63.0	4.0
Женщины									
1989.0	...	104.0	15.0	230.0	126.0	131.0	177.0	138.0	79.0
2002.0	2.0	151.0	23.0	301.0	136.0	143.0	139.0	88.0	11.0
Городское население									
1989.0	...	107.0	16.0	215.0	181.0	153.0	178.0	109.0	41.0
2002.0	3.0	161.0	27.0	299.0	158.0	154.0	130.0	54.0	5.0
Мужчины									
1989.0	...	97.0	14.0	182.0	247.0	165.0	182.0	98.0	15.0
2002.0	3.0	142.0	26.0	277.0	201.0	159.0	139.0	42.0	2.0
Женщины									
1989.0	...	116.0	17.0	243.0	124.0	142.0	174.0	119.0	65.0
2002.0	3.0	177.0	28.0	317.0	123.0	150.0	123.0	64.0	7.0
Сельское население									
1989.0	...	44.0	5.0	136.0	210.0	99.0	197.0	215.0	94.0
2002.0	0.0	56.0	8.0	216.0	229.0	130.0	197.0	146.0	17.0
Мужчины									
1989.0	...	39.0	4.0	95.0	291.0	120.0	200.0	209.0	42.0
2002.0	0.0	42.0	7.0	176.0	288.0	144.0	208.0	124.0	10.0
Женщины									
1989.0	...	49.0	7.0	173.0	137.0	80.0	193.0	220.0	141.0
2002.0	0.0	68.0	8.0	252.0	176.0	118.0	188.0	165.0	24.0
Республика Коми									
Городское и сельское население									
1989.0	...	89.0	12.0	215.0	189.0	191.0	176.0	92.0	36.0
2002.0	2.0	120.0	23.0	314.0	161.0	155.0	154.0	58.0	8.0
Мужчины									
1989.0	...	81.0	12.0	168.0	246.0	218.0	180.0	81.0	14.0
2002.0	2.0	106.0	22.0	286.0	199.0	164.0	164.0	47.0	5.0
Женщины									
1989.0	...	97.0	13.0	262.0	131.0	163.0	171.0	103.0	60.0
2002.0	2.0	133.0	24.0	339.0	126.0	148.0	145.0	68.0	10.0
Городское население									
1989.0	...	102.0	14.0	231.0	184.0	205.0	165.0	72.0	27.0
2002.0	2.0	140.0	28.0	339.0	143.0	164.0	131.0	41.0	5.0
Мужчины									
1989.0	...	95.0	13.0	187.0	237.0	228.0	168.0	62.0	10.0
2002.0	2.0	127.0	27.0	319.0	173.0	169.0	140.0	32.0	4.0
Женщины									
1989.0	...	110.0	14.0	276.0	131.0	181.0	163.0	82.0	43.0
2002.0	2.0	151.0	28.0	357.0	117.0	158.0	125.0	49.0	7.0
Сельское население									
1989.0	...	47.0	6.0	164.0	205.0	147.0	209.0	155.0	67.0
2002.0	1.0	59.0	10.0	234.0	215.0	131.0	223.0	112.0	15.0
Мужчины									
1989.0	...	40.0	6.0	113.0	273.0	185.0	219.0	140.0	24.0
2002.0	0.0	44.0	8.0	190.0	272.0	149.0	237.0	92.0	8.0
Женщины									
1989.0	...	54.0	7.0	218.0	132.0	107.0	198.0	171.0	113.0
2002.0	1.0	75.0	12.0	278.0	159.0	113.0	210.0	130.0	22.0
Архангельская область									
Городское и сельское население									
1989.0	...	88.0	12.0	201.0	187.0	146.0	190.0	125.0	51.0
2002.0	2.0	119.0	21.0	289.0	185.0	139.0	162.0	74.0	8.0
Мужчины									
1989.0	...	93.0	11.0	160.0	245.0	166.0	194.0	113.0	18.0
2002.0	2.0	115.0	20.0	252.0	228.0	145.0	171.0	61.0	5.0
Женщины									
1989.0	...	84.0	12.0	238.0	134.0	127.0	186.0	136.0	83.0
2002.0	1.0	121.0	23.0	321.0	148.0	133.0	155.0	86.0	11.0
Городское население									
1989.0	...	104.0	14.0	219.0	180.0	160.0	185.0	98.0	40.0
2002.0	2.0	139.0	25.0	311.0	169.0	148.0	145.0	54.0	5.0
Мужчины									
1989.0	...	111.0	14.0	181.0	232.0	178.0	187.0	85.0	12.0
2002.0	2.0	138.0	24.0	281.0	204.0	152.0	153.0	42.0	2.0
Женщины									
1989.0	...	97.0	14.0	254.0	133.0	144.0	183.0	111.0	64.0
2002.0	2.0	140.0	26.0	336.0	140.0	144.0	138.0	64.0	8.0
Сельское население									
1989.0	...	46.0	6.0	147.0	207.0	107.0	204.0	199.0	84.0
2002.0	0.0	57.0	9.0	223.0	235.0	110.0	214.0	137.0	15.0
Мужчины									
1989.0	...	45.0	5.0	103.0	278.0	136.0	214.0	187.0	32.0
2002.0	1.0	51.0	7.0	171.0	295.0	126.0	223.0	116.0	10.0
Женщины									
1989.0	...	46.0	7.0	190.0	138.0	79.0	194.0	211.0	135.0
2002.0	0.0	62.0	11.0	272.0	178.0	97.0	204.0	157.0	19.0
Ненецкий автономный округ									
Городское и сельское население									
1989.0	...	89.0	10.0	228.0	207.0	141.0	187.0	98.0	40.0
2002.0	2.0	97.0	14.0	314.0	139.0	117.0	210.0	79.0	12.0
Мужчины									
1989.0	...	92.0	9.0	170.0	267.0	156.0	201.0	88.0	17.0
2002.0	2.0	83.0	13.0	278.0	173.0	117.0	236.0	75.0	8.0
Женщины									
1989.0	...	86.0	10.0	290.0	143.0	124.0	173.0	108.0	66.0
2002.0	2.0	111.0	15.0	349.0	107.0	117.0	186.0	82.0	15.0
Городское население									
1989.0	...	114.0	11.0	259.0	217.0	156.0	157.0	65.0	21.0
2002.0	3.0	132.0	18.0	367.0	133.0	118.0	155.0	41.0	9.0
Мужчины									
1989.0	...	118.0	11.0	201.0	285.0	169.0	158.0	52.0	6.0
2002.0	3.0	116.0	18.0	346.0	174.0	117.0	162.0	33.0	7.0
Женщины									
1989.0	...	110.0	11.0	325.0	141.0	141.0	155.0	78.0	39.0
2002.0	3.0	146.0	19.0	386.0	96.0	120.0	149.0	47.0	10.0
Сельское население									
1989.0	...	43.0	7.0	170.0	189.0	112.0	244.0	160.0	75.0
2002.0	0.0	35.0	6.0	218.0	152.0	113.0	310.0	148.0	18.0
Мужчины									
1989.0	...	42.0	5.0	109.0	233.0	129.0	285.0	159.0	38.0
2002.0	0.0	29.0	4.0	162.0	170.0	117.0	361.0	147.0	10.0
Женщины									
1989.0	...	45.0	9.0	230.0	145.0	95.0	204.0	160.0	112.0
2002.0	1.0	42.0	8.0	277.0	132.0	109.0	257.0	149.0	25.0
Вологодская область									
Городское и сельское население									
1989.0	...	82.0	12.0	194.0	140.0	156.0	190.0	150.0	76.0
2002.0	2.0	121.0	21.0	295.0	134.0	151.0	160.0	96.0	12.0
Мужчины									
1989.0	...	78.0	12.0	164.0	197.0	182.0	202.0	139.0	26.0
2002.0	2.0	107.0	19.0	271.0	172.0	165.0	170.0	79.0	7.0
Женщины									
1989.0	...	85.0	12.0	220.0	92.0	134.0	179.0	160.0	118.0
2002.0	2.0	133.0	22.0	315.0	103.0	140.0	151.0	110.0	17.0
Городское население									
1989.0	...	103.0	16.0	223.0	140.0	180.0	185.0	105.0	48.0
2002.0	2.0	148.0	27.0	328.0	116.0	161.0	140.0	60.0	7.0
Мужчины									
1989.0	...	100.0	16.0	196.0	186.0	202.0	194.0	92.0	14.0
2002.0	2.0	135.0	25.0	313.0	140.0	172.0	150.0	49.0	3.0
Женщины									
1989.0	...	105.0	15.0	247.0	102.0	162.0	178.0	115.0	76.0
2002.0	2.0	160.0	28.0	340.0	95.0	153.0	133.0	70.0	9.0
Сельское население									
1989.0	...	43.0	6.0	141.0	141.0	110.0	197.0	234.0	128.0
2002.0	0.0	60.0	8.0	222.0	177.0	128.0	201.0	178.0	26.0
Мужчины									
1989.0	...	39.0	4.0	108.0	217.0	146.0	215.0	223.0	48.0
2002.0	1.0	47.0	7.0	181.0	242.0	151.0	211.0	146.0	14.0
Женщины									
1989.0	...	46.0	7.0	169.0	75.0	81.0	182.0	243.0	197.0
2002.0	1.0	71.0	9.0	257.0	119.0	108.0	193.0	205.0	36.0
Калининградская область									
Городское и сельское население									
1989.0	...	124.0	16.0	225.0	142.0	178.0	165.0	106.0	43.0
2002.0	3.0	174.0	31.0	313.0	123.0	160.0	122.0	58.0	6.0
Мужчины									
1989.0	...	132.0	17.0	192.0	196.0	197.0	159.0	88.0	18.0
2002.0	3.0	181.0	31.0	286.0	153.0	168.0	122.0	42.0	4.0
Женщины									
1989.0	...	116.0	15.0	255.0	95.0	162.0	170.0	121.0	65.0
2002.0	2.0	168.0	31.0	337.0	97.0	153.0	122.0	72.0	8.0
Городское население									
1989.0	...	141.0	18.0	244.0	131.0	190.0	158.0	84.0	33.0
2002.0	3.0	200.0	35.0	333.0	102.0	162.0	106.0	43.0	4.0
Мужчины									
1989.0	...	150.0	20.0	211.0	178.0	209.0	152.0	67.0	12.0
2002.0	4.0	210.0	36.0	307.0	124.0	172.0	105.0	28.0	2.0
Женщины									
1989.0	...	132.0	17.0	274.0	89.0	173.0	164.0	99.0	51.0
2002.0	3.0	192.0	35.0	356.0	82.0	153.0	107.0	55.0	5.0
Сельское население									
1989.0	...	56.0	7.0	148.0	186.0	134.0	193.0	192.0	84.0
2002.0	1.0	78.0	15.0	240.0	203.0	154.0	181.0	113.0	13.0
Мужчины									
1989.0	...	62.0	7.0	117.0	263.0	150.0	190.0	170.0	41.0
2002.0	1.0	80.0	14.0	215.0	255.0	154.0	181.0	89.0	9.0
Женщины									
1989.0	...	51.0	7.0	177.0	115.0	119.0	195.0	212.0	124.0
2002.0	1.0	77.0	15.0	264.0	154.0	154.0	181.0	136.0	16.0
Ленинградская область									
Городское и сельское население									
1989.0	...	94.0	11.0	202.0	171.0	147.0	181.0	140.0	53.0
2002.0	2.0	139.0	29.0	294.0	148.0	146.0	136.0	78.0	5.0
Мужчины									
1989.0	...	100.0	11.0	170.0	230.0	159.0	183.0	125.0	21.0
2002.0	3.0	140.0	28.0	275.0	185.0	149.0	136.0	57.0	3.0
Женщины									
1989.0	...	90.0	10.0	228.0	123.0	138.0	179.0	152.0	79.0
2002.0	2.0	138.0	30.0	310.0	119.0	143.0	134.0	95.0	7.0
Городское население									
1989.0	...	107.0	12.0	222.0	161.0	159.0	179.0	116.0	43.0
2002.0	3.0	156.0	32.0	308.0	132.0	150.0	123.0	62.0	4.0
Мужчины									
1989.0	...	112.0	12.0	190.0	215.0	171.0	180.0	102.0	17.0
2002.0	3.0	156.0	32.0	289.0	163.0	155.0	124.0	44.0	2.0
Женщины									
1989.0	...	103.0	12.0	248.0	118.0	149.0	177.0	128.0	64.0
2002.0	2.0	156.0	33.0	323.0	106.0	147.0	123.0	76.0	6.0
Сельское население									
1989.0	...	69.0	8.0	163.0	190.0	125.0	185.0	186.0	72.0
2002.0	2.0	105.0	22.0	267.0	182.0	138.0	158.0	110.0	7.0
Мужчины									
1989.0	...	77.0	8.0	131.0	260.0	135.0	188.0	170.0	29.0
2002.0	3.0	108.0	21.0	247.0	227.0	140.0	160.0	82.0	3.0
Женщины									
1989.0	...	63.0	9.0	189.0	132.0	116.0	183.0	199.0	107.0
2002.0	2.0	102.0	23.0	285.0	143.0	136.0	157.0	133.0	11.0
Мурманская область									
Городское и сельское население									
1989.0	...	139.0	12.0	238.0	168.0	196.0	147.0	72.0	27.0
2002.0	2.0	153.0	25.0	300.0	157.0	190.0	119.0	39.0	4.0
Мужчины									
1989.0	...	157.0	12.0	205.0	212.0	203.0	142.0	58.0	10.0
2002.0	2.0	152.0	23.0	278.0	194.0	190.0	121.0	26.0	2.0
Женщины									
1989.0	...	121.0	12.0	271.0	125.0	188.0	153.0	85.0	44.0
2002.0	1.0	154.0	28.0	321.0	122.0	190.0	116.0	52.0	5.0
Городское население									
1989.0	...	134.0	12.0	236.0	169.0	196.0	151.0	73.0	28.0
2002.0	2.0	154.0	26.0	301.0	154.0	191.0	117.0	39.0	4.0
Мужчины									
1989.0	...	149.0	12.0	204.0	215.0	205.0	145.0	59.0	10.0
2002.0	2.0	152.0	24.0	280.0	192.0	190.0	119.0	26.0	2.0
Женщины									
1989.0	...	120.0	12.0	267.0	125.0	188.0	155.0	87.0	45.0
2002.0	2.0	156.0	28.0	319.0	121.0	191.0	115.0	52.0	5.0
Сельское население									
1989.0	...	197.0	11.0	266.0	156.0	186.0	108.0	58.0	18.0
2002.0	1.0	141.0	13.0	296.0	179.0	186.0	138.0	39.0	3.0
Мужчины									
1989.0	...	254.0	6.0	220.0	184.0	181.0	98.0	49.0	8.0
2002.0	2.0	155.0	9.0	259.0	211.0	190.0	143.0	26.0	1.0
Женщины									
1989.0	...	134.0	17.0	318.0	125.0	190.0	119.0	67.0	30.0
2002.0	1.0	121.0	18.0	347.0	135.0	180.0	131.0	57.0	7.0
Новгородская область									
Городское и сельское население									
1989.0	...	88.0	11.0	181.0	132.0	154.0	186.0	167.0	81.0
2002.0	2.0	132.0	22.0	275.0	135.0	159.0	152.0	104.0	11.0
Мужчины									
1989.0	...	83.0	11.0	147.0	194.0	179.0	200.0	156.0	30.0
2002.0	2.0	119.0	21.0	249.0	183.0	172.0	163.0	78.0	5.0
Женщины									
1989.0	...	91.0	12.0	208.0	83.0	134.0	174.0	176.0	122.0
2002.0	2.0	142.0	24.0	296.0	99.0	147.0	144.0	123.0	15.0
Городское население									
1989.0	...	110.0	14.0	205.0	139.0	176.0	185.0	120.0	51.0
2002.0	3.0	160.0	28.0	300.0	123.0	169.0	134.0	66.0	6.0
Мужчины									
1989.0	...	105.0	13.0	167.0	196.0	198.0	194.0	109.0	18.0
2002.0	3.0	147.0	26.0	275.0	162.0	181.0	144.0	48.0	2.0
Женщины									
1989.0	...	113.0	15.0	236.0	93.0	158.0	177.0	130.0	78.0
2002.0	2.0	171.0	29.0	320.0	93.0	159.0	127.0	80.0	8.0
Сельское население									
1989.0	...	39.0	6.0	128.0	117.0	105.0	187.0	270.0	148.0
2002.0	1.0	68.0	10.0	217.0	165.0	133.0	194.0	189.0	22.0
Мужчины									
1989.0	...	34.0	5.0	100.0	188.0	136.0	214.0	264.0	59.0
2002.0	1.0	58.0	9.0	190.0	228.0	153.0	206.0	145.0	10.0
Женщины									
1989.0	...	42.0	6.0	149.0	63.0	82.0	167.0	275.0	216.0
2002.0	1.0	75.0	10.0	239.0	114.0	117.0	185.0	225.0	33.0
Псковская область									
Городское и сельское население									
1989.0	...	81.0	10.0	173.0	122.0	163.0	176.0	182.0	92.0
2002.0	2.0	126.0	19.0	273.0	145.0	160.0	144.0	117.0	11.0
Мужчины									
1989.0	...	81.0	9.0	141.0	180.0	189.0	190.0	172.0	37.0
2002.0	2.0	121.0	18.0	243.0	195.0	173.0	149.0	91.0	5.0
Женщины									
1989.0	...	81.0	11.0	199.0	74.0	143.0	166.0	190.0	136.0
2002.0	1.0	131.0	20.0	297.0	105.0	149.0	140.0	138.0	16.0
Городское население									
1989.0	...	110.0	14.0	212.0	130.0	199.0	173.0	114.0	47.0
2002.0	2.0	159.0	25.0	308.0	134.0	176.0	123.0	64.0	5.0
Мужчины									
1989.0	...	111.0	13.0	172.0	182.0	220.0	181.0	103.0	17.0
2002.0	2.0	154.0	23.0	276.0	175.0	188.0	126.0	49.0	2.0
Женщины									
1989.0	...	110.0	15.0	244.0	88.0	182.0	166.0	123.0	71.0
2002.0	2.0	163.0	26.0	334.0	102.0	166.0	119.0	77.0	7.0
Сельское население									
1989.0	...	34.0	5.0	111.0	107.0	106.0	182.0	290.0	165.0
2002.0	1.0	63.0	8.0	205.0	165.0	129.0	186.0	218.0	24.0
Мужчины									
1989.0	...	32.0	4.0	92.0	178.0	137.0	204.0	284.0	69.0
2002.0	1.0	59.0	8.0	183.0	233.0	143.0	191.0	170.0	11.0
Женщины									
1989.0	...	35.0	5.0	126.0	53.0	81.0	164.0	296.0	240.0
2002.0	1.0	66.0	9.0	224.0	108.0	116.0	182.0	258.0	35.0
г. Санкт-Петербург									
Городское население									
1989.0	...	213.0	37.0	227.0	117.0	175.0	136.0	73.0	21.0
2002.0	8.0	253.0	56.0	267.0	78.0	138.0	81.0	31.0	2.0
Мужчины									
1989.0	...	231.0	42.0	203.0	146.0	185.0	131.0	54.0	7.0
2002.0	10.0	257.0	62.0	251.0	85.0	144.0	79.0	20.0	2.0
Женщины									
1989.0	...	199.0	33.0	246.0	94.0	167.0	139.0	89.0	32.0
2002.0	7.0	250.0	51.0	280.0	72.0	133.0	84.0	38.0	3.0
Южный федеральный округ									
Городское и сельское население									
1989.0	...	96.0	16.0	188.0	99.0	201.0	183.0	137.0	80.0
2002.0	2.0	142.0	32.0	247.0	110.0	219.0	148.0	84.0	14.0
Мужчины									
1989.0	...	103.0	17.0	171.0	136.0	219.0	188.0	128.0	38.0
2002.0	3.0	144.0	33.0	230.0	135.0	229.0	150.0	67.0	7.0
Женщины									
1989.0	...	91.0	15.0	202.0	68.0	186.0	179.0	144.0	115.0
2002.0	2.0	141.0	31.0	261.0	88.0	211.0	147.0	97.0	19.0
Городское население									
1989.0	...	128.0	21.0	220.0	95.0	207.0	171.0	102.0	56.0
2002.0	3.0	186.0	41.0	280.0	98.0	204.0	121.0	56.0	8.0
Мужчины									
1989.0	...	134.0	23.0	200.0	128.0	222.0	175.0	93.0	25.0
2002.0	4.0	186.0	43.0	263.0	118.0	211.0	124.0	44.0	4.0
Женщины									
1989.0	...	122.0	20.0	236.0	68.0	195.0	167.0	110.0	82.0
2002.0	3.0	185.0	40.0	294.0	81.0	199.0	119.0	66.0	10.0
Сельское население									
1989.0	...	48.0	7.0	137.0	105.0	191.0	203.0	191.0	118.0
2002.0	1.0	80.0	18.0	198.0	128.0	240.0	187.0	124.0	23.0
Мужчины									
1989.0	...	54.0	8.0	126.0	150.0	215.0	208.0	181.0	58.0
2002.0	2.0	84.0	19.0	182.0	160.0	253.0	187.0	100.0	12.0
Женщины									
1989.0	...	42.0	7.0	146.0	67.0	171.0	199.0	200.0	168.0
2002.0	1.0	75.0	18.0	213.0	99.0	229.0	188.0	144.0	32.0
Республика Адыгея									
Городское и сельское население									
1989.0	...	91.0	13.0	190.0	103.0	201.0	179.0	139.0	84.0
2002.0	3.0	145.0	29.0	256.0	125.0	196.0	145.0	84.0	13.0
Мужчины									
1989.0	...	95.0	12.0	177.0	146.0	220.0	182.0	130.0	38.0
2002.0	3.0	140.0	29.0	240.0	156.0	209.0	146.0	67.0	6.0
Женщины									
1989.0	...	88.0	13.0	201.0	69.0	187.0	177.0	145.0	120.0
2002.0	2.0	150.0	30.0	268.0	100.0	185.0	144.0	98.0	19.0
Городское население									
1989.0	...	124.0	17.0	226.0	92.0	209.0	176.0	100.0	56.0
2002.0	4.0	192.0	37.0	281.0	101.0	189.0	130.0	55.0	7.0
Мужчины									
1989.0	...	130.0	16.0	211.0	128.0	218.0	181.0	92.0	24.0
2002.0	4.0	187.0	36.0	266.0	123.0	199.0	135.0	43.0	3.0
Женщины									
1989.0	...	119.0	19.0	237.0	64.0	202.0	172.0	106.0	81.0
2002.0	3.0	196.0	37.0	294.0	83.0	182.0	126.0	65.0	10.0
Сельское население									
1989.0	...	54.0	7.0	151.0	116.0	193.0	183.0	181.0	115.0
2002.0	1.0	91.0	21.0	226.0	154.0	203.0	163.0	117.0	21.0
Мужчины									
1989.0	...	57.0	8.0	139.0	166.0	223.0	183.0	171.0	53.0
2002.0	1.0	89.0	21.0	212.0	191.0	219.0	160.0	93.0	10.0
Женщины									
1989.0	...	53.0	7.0	160.0	75.0	168.0	183.0	189.0	165.0
2002.0	1.0	94.0	21.0	238.0	120.0	189.0	166.0	138.0	30.0
Республика Дагестан									
Городское и сельское население									
1989.0	...	83.0	17.0	157.0	53.0	245.0	205.0	150.0	90.0
2002.0	3.0	121.0	47.0	166.0	61.0	324.0	173.0	89.0	16.0
Мужчины									
1989.0	...	106.0	20.0	170.0	88.0	249.0	204.0	120.0	43.0
2002.0	3.0	142.0	52.0	171.0	83.0	315.0	165.0	62.0	7.0
Женщины									
1989.0	...	63.0	15.0	146.0	24.0	242.0	206.0	175.0	129.0
2002.0	2.0	102.0	43.0	162.0	42.0	332.0	180.0	113.0	24.0
Городское население									
1989.0	...	121.0	29.0	206.0	56.0	239.0	188.0	101.0	60.0
2002.0	5.0	176.0	78.0	205.0	55.0	297.0	129.0	47.0	8.0
Мужчины									
1989.0	...	138.0	32.0	201.0	84.0	242.0	192.0	84.0	27.0
2002.0	6.0	192.0	85.0	201.0	67.0	287.0	125.0	33.0	4.0
Женщины									
1989.0	...	106.0	27.0	210.0	33.0	236.0	185.0	116.0	87.0
2002.0	4.0	162.0	72.0	209.0	46.0	306.0	130.0	60.0	11.0
Сельское население									
1989.0	...	52.0	7.0	116.0	50.0	250.0	219.0	191.0	115.0
2002.0	1.0	76.0	22.0	134.0	66.0	346.0	210.0	123.0	22.0
Мужчины									
1989.0	...	79.0	10.0	143.0	91.0	255.0	214.0	151.0	57.0
2002.0	1.0	100.0	26.0	146.0	97.0	338.0	197.0	85.0	10.0
Женщины									
1989.0	...	30.0	4.0	95.0	17.0	247.0	222.0	223.0	162.0
2002.0	1.0	54.0	18.0	123.0	38.0	354.0	222.0	156.0	34.0
Республика Ингушетия									
Городское и сельское население									
1989.0	...	76.0	16.0	148.0	73.0	240.0	197.0	126.0	124.0
2002.0	3.0	108.0	59.0	143.0	102.0	318.0	152.0	75.0	38.0
Мужчины									
1989.0	...	89.0	19.0	146.0	97.0	268.0	203.0	115.0	63.0
2002.0	3.0	121.0	64.0	141.0	109.0	318.0	152.0	67.0	23.0
Женщины									
1989.0	...	66.0	15.0	150.0	53.0	217.0	191.0	134.0	174.0
2002.0	3.0	97.0	54.0	145.0	97.0	317.0	152.0	82.0	51.0
Городское население									
1989.0	...	128.0	25.0	201.0	86.0	199.0	178.0	105.0	78.0
2002.0	4.0	138.0	71.0	163.0	99.0	286.0	135.0	68.0	35.0
Мужчины									
1989.0	...	143.0	27.0	193.0	111.0	213.0	186.0	93.0	34.0
