5. ЖЕНЩИНЫ НАИБОЛЕЕ МНОГОЧИСЛЕННЫХ НАЦИОНАЛЬНОСТЕЙ ПО ВОЗРАСТНЫМ ГРУППАМ И ЧИСЛУ РОЖДЕННЫХ ДЕТЕЙ													
ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
	Всего	Женщины, указавшие число рожденных детей	из них женщины с числом рожденных детей								Общее число рожденных детей	Среднее число рожденных детей (на 1000 женщин)	Женщины, не указавшие число рожденных детей
Украинцы													
Женщины в возрасте 15 лет и более	8400.0	8169.0	848.0	2507.0	3485.0	963.0	217.0	77.0	29.0	43.0	14146.0	1732.0	231.0
в том числе в возрасте, лет:													
15 – 17	188.0	165.0	165.0	-	-	-	-	-	-	-	0.0	0.0	23.0
18 – 19	117.0	97.0	87.0	10.0	-	-	-	-	-	-	10.0	103.0	20.0
20 – 24	334.0	305.0	148.0	139.0	18.0	-	-	-	-	-	175.0	574.0	29.0
25 – 29	505.0	497.0	80.0	271.0	118.0	28.0	-	-	-	-	591.0	1189.0	8.0
30 – 34	779.0	756.0	49.0	377.0	278.0	37.0	11.0	4.0	-	-	1108.0	1466.0	23.0
35 – 39	980.0	972.0	66.0	291.0	502.0	90.0	11.0	4.0	4.0	4.0	1681.0	1729.0	8.0
40 – 44	1070.0	1032.0	38.0	297.0	554.0	106.0	17.0	8.0	4.0	8.0	1923.0	1863.0	38.0
45 – 49	904.0	892.0	46.0	220.0	454.0	130.0	26.0	8.0	-	8.0	1742.0	1953.0	12.0
50 – 54	795.0	780.0	23.0	216.0	399.0	112.0	17.0	7.0	3.0	3.0	1492.0	1913.0	15.0
55 – 59	460.0	452.0	13.0	116.0	209.0	82.0	20.0	4.0	-	8.0	948.0	2097.0	8.0
60 – 64	799.0	782.0	34.0	242.0	334.0	125.0	43.0	4.0	-	-	1477.0	1889.0	17.0
65 – 69	450.0	432.0	21.0	88.0	220.0	69.0	10.0	17.0	3.0	4.0	910.0	2106.0	18.0
70 и более	1019.0	1007.0	78.0	240.0	399.0	184.0	62.0	21.0	15.0	8.0	2089.0	2074.0	12.0
Белорусы													
Женщины в возрасте 15 лет и более	9020.0	8813.0	939.0	2675.0	3890.0	872.0	206.0	135.0	37.0	59.0	15287.0	1735.0	207.0
в том числе в возрасте, лет:													
15 – 17	215.0	206.0	202.0	4.0	-	-	-	-	-	-	4.0	19.0	9.0
18 – 19	198.0	177.0	157.0	20.0	-	-	-	-	-	-	20.0	113.0	21.0
20 – 24	305.0	290.0	180.0	90.0	16.0	4.0	-	-	-	-	134.0	462.0	15.0
25 – 29	398.0	394.0	58.0	256.0	76.0	-	4.0	-	-	-	424.0	1076.0	4.0
30 – 34	608.0	594.0	60.0	293.0	218.0	15.0	4.0	4.0	-	-	810.0	1364.0	14.0
35 – 39	950.0	932.0	54.0	371.0	400.0	85.0	4.0	7.0	3.0	8.0	1559.0	1673.0	18.0
40 – 44	1343.0	1318.0	41.0	387.0	745.0	116.0	17.0	8.0	4.0	-	2357.0	1788.0	25.0
45 – 49	1090.0	1069.0	12.0	296.0	612.0	97.0	25.0	19.0	-	8.0	2066.0	1933.0	21.0
50 – 54	933.0	911.0	41.0	276.0	447.0	108.0	19.0	12.0	-	8.0	1690.0	1855.0	22.0
55 – 59	508.0	499.0	25.0	107.0	286.0	61.0	9.0	3.0	4.0	4.0	985.0	1974.0	9.0
60 – 64	724.0	716.0	19.0	193.0	365.0	101.0	17.0	13.0	-	8.0	1423.0	1987.0	8.0
65 – 69	585.0	571.0	33.0	140.0	289.0	71.0	28.0	10.0	-	-	1093.0	1914.0	14.0
70 и более	1163.0	1136.0	57.0	242.0	436.0	214.0	79.0	59.0	26.0	23.0	2722.0	2396.0	27.0
Тамбовская область													
Русские													
Женщины в возрасте 15 лет и более	533086.0	523711.0	102135.0	159769.0	179590.0	49553.0	15240.0	8635.0	3823.0	4966.0	835862.0	1596.0	9375.0
в том числе в возрасте, лет:													
15 – 17	26676.0	25560.0	25308.0	248.0	4.0	-	-	-	-	-	256.0	10.0	1116.0
18 – 19	17081.0	16331.0	14878.0	1381.0	72.0	-	-	-	-	-	1525.0	93.0	750.0
20 – 24	37841.0	36333.0	20997.0	13567.0	1598.0	107.0	20.0	-	28.0	16.0	17444.0	480.0	1508.0
25 – 29	36822.0	36105.0	7968.0	20997.0	6362.0	555.0	130.0	29.0	16.0	48.0	36523.0	1012.0	717.0
30 – 34	35537.0	34977.0	3570.0	18055.0	11538.0	1457.0	193.0	96.0	28.0	40.0	47238.0	1351.0	560.0
35 – 39	39185.0	38728.0	2807.0	15094.0	17339.0	2643.0	485.0	170.0	101.0	89.0	61860.0	1597.0	457.0
40 – 44	48768.0	48241.0	2834.0	14788.0	24831.0	4333.0	805.0	329.0	101.0	220.0	84796.0	1758.0	527.0
45 – 49	46272.0	45652.0	3001.0	13653.0	22645.0	4706.0	900.0	426.0	151.0	170.0	81035.0	1775.0	620.0
50 – 54	43253.0	42758.0	2689.0	13719.0	20522.0	4289.0	807.0	394.0	111.0	227.0	75351.0	1762.0	495.0
55 – 59	23631.0	23347.0	1465.0	7241.0	10871.0	2593.0	578.0	326.0	115.0	158.0	42747.0	1831.0	284.0
60 – 64	45953.0	45486.0	3180.0	11640.0	20157.0	6727.0	1870.0	1044.0	416.0	452.0	91161.0	2004.0	467.0
65 – 69	35923.0	35443.0	2904.0	8188.0	14297.0	5939.0	1976.0	1147.0	463.0	529.0	75352.0	2126.0	480.0
70 и более	96144.0	94750.0	10534.0	21198.0	29354.0	16204.0	7476.0	4674.0	2293.0	3017.0	220574.0	2328.0	1394.0
Тверская область													
Русские													
Женщины в возрасте 15 лет и более	651149.0	616411.0	112450.0	211152.0	225635.0	47029.0	10971.0	4903.0	1800.0	2471.0	902762.0	1465.0	34738.0
в том числе в возрасте, лет:													
15 – 17	32608.0	25287.0	24905.0	358.0	16.0	8.0	-	-	-	-	414.0	16.0	7321.0
18 – 19	21326.0	17564.0	16013.0	1481.0	66.0	4.0	-	-	-	-	1625.0	93.0	3762.0
20 – 24	46915.0	41019.0	24538.0	14806.0	1491.0	119.0	37.0	-	20.0	8.0	18469.0	450.0	5896.0
25 – 29	44140.0	41471.0	10196.0	24348.0	6114.0	596.0	115.0	24.0	29.0	49.0	39525.0	953.0	2669.0
30 – 34	40937.0	39595.0	4284.0	21219.0	12146.0	1363.0	378.0	89.0	32.0	84.0	52421.0	1324.0	1342.0
35 – 39	44932.0	43725.0	2765.0	18301.0	18877.0	2816.0	473.0	242.0	91.0	160.0	69447.0	1588.0	1207.0
40 – 44	58352.0	56849.0	3257.0	18654.0	28195.0	5034.0	918.0	361.0	191.0	239.0	98775.0	1737.0	1503.0
45 – 49	58348.0	56967.0	3504.0	17678.0	28308.0	5530.0	1068.0	469.0	158.0	252.0	100494.0	1764.0	1381.0
50 – 54	53565.0	52230.0	3233.0	17934.0	25192.0	4261.0	806.0	384.0	192.0	228.0	89189.0	1708.0	1335.0
55 – 59	28227.0	27386.0	1878.0	9853.0	12705.0	2207.0	377.0	198.0	64.0	104.0	45626.0	1666.0	841.0
60 – 64	52332.0	50762.0	3333.0	18460.0	23507.0	3967.0	750.0	404.0	140.0	201.0	84877.0	1672.0	1570.0
65 – 69	46276.0	44896.0	3110.0	14562.0	21422.0	4319.0	849.0	350.0	94.0	190.0	77633.0	1729.0	1380.0
70 и более	123191.0	118660.0	11434.0	33498.0	47596.0	16805.0	5200.0	2382.0	789.0	956.0	224267.0	1890.0	4531.0
Тульская область													
Русские													
Женщины в возрасте 15 лет и более	773689.0	742535.0	137305.0	281433.0	251904.0	49252.0	12165.0	5189.0	2057.0	3230.0	1045355.0	1408.0	31154.0
в том числе в возрасте, лет:													
15 – 17	35138.0	29218.0	28861.0	337.0	20.0	-	-	-	-	-	377.0	13.0	5920.0
18 – 19	23812.0	20900.0	19035.0	1808.0	49.0	8.0	-	-	-	-	1930.0	92.0	2912.0
20 – 24	55125.0	49923.0	29851.0	18181.0	1687.0	88.0	48.0	8.0	48.0	12.0	22423.0	449.0	5202.0
25 – 29	54374.0	51785.0	12499.0	31541.0	6807.0	595.0	139.0	24.0	44.0	136.0	48968.0	946.0	2589.0
30 – 34	50536.0	49004.0	5885.0	28608.0	12700.0	1277.0	276.0	71.0	41.0	146.0	60680.0	1238.0	1532.0
35 – 39	51000.0	49875.0	3866.0	24056.0	18678.0	2524.0	423.0	137.0	49.0	142.0	72748.0	1459.0	1125.0
40 – 44	66786.0	65346.0	3990.0	26024.0	29415.0	4448.0	828.0	296.0	102.0	243.0	105503.0	1615.0	1440.0
45 – 49	69509.0	68113.0	4311.0	26025.0	31396.0	4740.0	851.0	342.0	141.0	307.0	111461.0	1636.0	1396.0
50 – 54	67610.0	66116.0	4542.0	26025.0	29571.0	4336.0	767.0	359.0	204.0	312.0	106647.0	1613.0	1494.0
55 – 59	37325.0	36512.0	2633.0	14854.0	15699.0	2524.0	401.0	193.0	85.0	123.0	57840.0	1584.0	813.0
60 – 64	67015.0	65485.0	4758.0	25339.0	29020.0	4752.0	856.0	412.0	134.0	214.0	105629.0	1613.0	1530.0
65 – 69	54806.0	53501.0	3925.0	18779.0	24096.0	4936.0	1017.0	384.0	126.0	238.0	90454.0	1691.0	1305.0
70 и более	140653.0	136757.0	13149.0	39856.0	52766.0	19024.0	6559.0	2963.0	1083.0	1357.0	260695.0	1906.0	3896.0
Ярославская область													
Русские													
Женщины в возрасте 15 лет и более	625047.0	607246.0	125259.0	213673.0	212075.0	38835.0	9270.0	4495.0	1722.0	1917.0	839466.0	1382.0	17801.0
в том числе в возрасте, лет:													
15 – 17	31192.0	27638.0	27400.0	214.0	24.0	-	-	-	-	-	262.0	9.0	3554.0
18 – 19	21886.0	20111.0	19016.0	1052.0	43.0	-	-	-	-	-	1138.0	57.0	1775.0
20 – 24	48424.0	45137.0	29602.0	14230.0	1114.0	126.0	32.0	4.0	25.0	4.0	17162.0	380.0	3287.0
25 – 29	45553.0	44051.0	12473.0	25776.0	5240.0	400.0	102.0	4.0	24.0	32.0	38288.0	869.0	1502.0
30 – 34	42467.0	41664.0	5007.0	24495.0	10790.0	1051.0	195.0	58.0	12.0	56.0	50802.0	1219.0	803.0
35 – 39	44378.0	43657.0	3244.0	19714.0	17701.0	2382.0	361.0	151.0	48.0	56.0	65193.0	1493.0	721.0
40 – 44	54974.0	54239.0	3428.0	18357.0	27201.0	4136.0	665.0	252.0	80.0	120.0	90507.0	1669.0	735.0
45 – 49	56213.0	55447.0	3308.0	18133.0	28185.0	4354.0	783.0	409.0	114.0	161.0	94696.0	1708.0	766.0
50 – 54	54195.0	53411.0	3445.0	19219.0	25538.0	3895.0	657.0	358.0	114.0	185.0	88560.0	1658.0	784.0
55 – 59	29395.0	28931.0	2209.0	10768.0	13492.0	1828.0	323.0	190.0	78.0	43.0	46295.0	1600.0	464.0
60 – 64	51661.0	50861.0	3424.0	18993.0	23634.0	3629.0	615.0	331.0	103.0	132.0	82945.0	1631.0	800.0
65 – 69	41726.0	40978.0	2923.0	13904.0	19394.0	3475.0	717.0	325.0	123.0	117.0	69264.0	1690.0	748.0
70 и более	102983.0	101121.0	9780.0	28818.0	39719.0	13559.0	4820.0	2413.0	1001.0	1011.0	194354.0	1922.0	1862.0
г. Москва													
Русские													
Женщины в возрасте 15 лет и более	4194421.0	3534198.0	739114.0	1629387.0	1006167.0	112711.0	21773.0	6564.0	4402.0	14080.0	4241214.0	1200.0	660223.0
в том числе в возрасте, лет:													
15 – 17	181492.0	107091.0	104997.0	1731.0	312.0	51.0	-	-	-	-	2508.0	23.0	74401.0
18 – 19	139515.0	88038.0	82381.0	5120.0	446.0	91.0	-	-	-	-	6285.0	71.0	51477.0
20 – 24	351044.0	238609.0	168807.0	62326.0	5931.0	488.0	355.0	55.0	437.0	210.0	81439.0	341.0	112435.0
25 – 29	333655.0	262292.0	95460.0	136091.0	26928.0	1720.0	582.0	123.0	378.0	1010.0	208598.0	795.0	71363.0
30 – 34	330036.0	280357.0	51198.0	161165.0	60204.0	5088.0	1030.0	205.0	321.0	1146.0	313398.0	1118.0	49679.0
35 – 39	329609.0	291083.0	31563.0	156222.0	90325.0	9400.0	1659.0	369.0	324.0	1221.0	385429.0	1324.0	38526.0
40 – 44	415195.0	372916.0	30333.0	176288.0	145075.0	15727.0	2641.0	715.0	398.0	1739.0	544315.0	1460.0	42279.0
45 – 49	382394.0	344886.0	26981.0	159676.0	138010.0	15046.0	2478.0	796.0	338.0	1561.0	509241.0	1477.0	37508.0
50 – 54	352240.0	316476.0	26120.0	155644.0	118013.0	12125.0	2035.0	715.0	399.0	1425.0	453779.0	1434.0	35764.0
55 – 59	237424.0	213108.0	19612.0	112401.0	72120.0	6490.0	1028.0	355.0	206.0	896.0	290694.0	1364.0	24316.0
60 – 64	300183.0	269361.0	24921.0	144230.0	89869.0	7404.0	1233.0	334.0	204.0	1166.0	363572.0	1350.0	30822.0
65 – 69	243599.0	218675.0	20000.0	114722.0	75046.0	6559.0	1068.0	262.0	173.0	845.0	298060.0	1363.0	24924.0
70 и более	598035.0	531306.0	56741.0	243771.0	183888.0	32522.0	7664.0	2635.0	1224.0	2861.0	783896.0	1475.0	66729.0
Украинцы													
Женщины в возрасте 15 лет и более	112975.0	95648.0	15183.0	41421.0	33357.0	4103.0	793.0	219.0	114.0	458.0	129226.0	1351.0	17327.0
в том числе в возрасте, лет:													
15 – 17	1577.0	935.0	895.0	36.0	4.0	-	-	-	-	-	44.0	47.0	642.0
18 – 19	2015.0	1215.0	1081.0	110.0	24.0	-	-	-	-	-	158.0	130.0	800.0
20 – 24	9137.0	6027.0	4087.0	1669.0	208.0	14.0	21.0	-	21.0	7.0	2386.0	396.0	3110.0
25 – 29	10597.0	7975.0	2616.0	4280.0	939.0	73.0	19.0	6.0	6.0	36.0	6825.0	856.0	2622.0
30 – 34	12266.0	10116.0	1364.0	5557.0	2846.0	266.0	41.0	6.0	-	36.0	12547.0	1240.0	2150.0
35 – 39	11934.0	10290.0	925.0	4749.0	3956.0	458.0	98.0	25.0	5.0	74.0	15165.0	1474.0	1644.0
40 – 44	13396.0	12014.0	801.0	4891.0	5511.0	606.0	95.0	10.0	15.0	85.0	19016.0	1583.0	1382.0
45 – 49	10659.0	9575.0	679.0	3820.0	4367.0	508.0	93.0	54.0	5.0	49.0	15178.0	1585.0	1084.0
50 – 54	9511.0	8598.0	585.0	3636.0	3778.0	439.0	89.0	9.0	5.0	57.0	13434.0	1562.0	913.0
55 – 59	5918.0	5412.0	422.0	2425.0	2286.0	211.0	40.0	4.0	-	24.0	8006.0	1479.0	506.0
60 – 64	7400.0	6706.0	471.0	3198.0	2692.0	294.0	27.0	8.0	4.0	12.0	9728.0	1451.0	694.0
65 – 69	5613.0	5138.0	326.0	2370.0	2139.0	249.0	27.0	8.0	11.0	8.0	7669.0	1493.0	475.0
70 и более	12952.0	11647.0	931.0	4680.0	4607.0	985.0	243.0	89.0	42.0	70.0	19070.0	1637.0	1305.0
Татары													
Женщины в возрасте 15 лет и более	78626.0	66832.0	12321.0	25157.0	23867.0	3761.0	840.0	356.0	198.0	332.0	93234.0	1395.0	11794.0
в том числе в возрасте, лет:													
15 – 17	3301.0	1822.0	1795.0	18.0	9.0	-	-	-	-	-	36.0	20.0	1479.0
18 – 19	2552.0	1498.0	1433.0	65.0	-	-	-	-	-	-	65.0	43.0	1054.0
20 – 24	5869.0	3911.0	2817.0	970.0	101.0	-	9.0	-	14.0	-	1292.0	330.0	1958.0
25 – 29	5388.0	4226.0	1502.0	2043.0	586.0	45.0	27.0	4.0	9.0	10.0	3617.0	856.0	1162.0
30 – 34	5924.0	5115.0	886.0	2519.0	1550.0	121.0	34.0	-	-	5.0	6153.0	1203.0	809.0
35 – 39	7554.0	6805.0	651.0	2983.0	2847.0	234.0	43.0	9.0	4.0	34.0	9871.0	1451.0	749.0
40 – 44	10312.0	9382.0	570.0	3632.0	4464.0	570.0	56.0	30.0	13.0	47.0	15073.0	1607.0	930.0
45 – 49	8672.0	7875.0	629.0	2823.0	3759.0	504.0	78.0	43.0	4.0	35.0	12692.0	1612.0	797.0
50 – 54	6872.0	6232.0	417.0	2496.0	2841.0	401.0	41.0	4.0	20.0	12.0	9793.0	1571.0	640.0
55 – 59	3838.0	3457.0	242.0	1486.0	1478.0	179.0	40.0	4.0	12.0	16.0	5363.0	1551.0	381.0
60 – 64	4856.0	4367.0	365.0	1910.0	1762.0	221.0	58.0	15.0	16.0	20.0	6668.0	1527.0	489.0
65 – 69	4329.0	3892.0	318.0	1486.0	1594.0	345.0	96.0	23.0	4.0	26.0	6433.0	1653.0	437.0
70 и более	9159.0	8250.0	696.0	2726.0	2876.0	1141.0	358.0	224.0	102.0	127.0	16178.0	1961.0	909.0
Северо-Западный федеральный округ													
Республика Карелия													
Русские													
Женщины в возрасте 15 лет и более	244552.0	243170.0	60275.0	70844.0	82315.0	20158.0	4952.0	2484.0	945.0	1197.0	343374.0	1412.0	1382.0
в том числе в возрасте, лет:													
15 – 17	16577.0	16375.0	16191.0	176.0	8.0	-	-	-	-	-	192.0	12.0	202.0
18 – 19	10790.0	10688.0	9862.0	794.0	32.0	-	-	-	-	-	858.0	80.0	102.0
20 – 24	23199.0	22897.0	14789.0	7248.0	783.0	45.0	12.0	-	16.0	4.0	9121.0	398.0	302.0
25 – 29	21221.0	21111.0	6143.0	11580.0	2976.0	322.0	43.0	4.0	8.0	35.0	19022.0	901.0	110.0
30 – 34	18682.0	18597.0	2297.0	9616.0	5809.0	680.0	106.0	33.0	8.0	48.0	24311.0	1307.0	85.0
35 – 39	19007.0	18906.0	1236.0	7074.0	8749.0	1442.0	204.0	106.0	24.0	71.0	30973.0	1638.0	101.0
40 – 44	24083.0	23988.0	1414.0	6852.0	12393.0	2614.0	422.0	156.0	49.0	88.0	42946.0	1790.0	95.0
45 – 49	24133.0	24051.0	1484.0	5825.0	12589.0	3229.0	539.0	257.0	67.0	61.0	45028.0	1872.0	82.0
50 – 54	21963.0	21883.0	1503.0	5948.0	11214.0	2334.0	472.0	238.0	78.0	96.0	39669.0	1813.0	80.0
55 – 59	10332.0	10297.0	761.0	2894.0	5150.0	1077.0	206.0	107.0	49.0	53.0	18483.0	1795.0	35.0
60 – 64	14951.0	14913.0	1181.0	4069.0	7147.0	1764.0	373.0	217.0	89.0	73.0	27378.0	1836.0	38.0
65 – 69	13395.0	13345.0	1043.0	2957.0	6233.0	2074.0	558.0	276.0	87.0	117.0	26701.0	2001.0	50.0
70 и более	26219.0	26119.0	2371.0	5811.0	9232.0	4577.0	2017.0	1090.0	470.0	551.0	58692.0	2247.0	100.0
Карелы													
Женщины в возрасте 15 лет и более	32717.0	32583.0	5824.0	8155.0	11582.0	4109.0	1303.0	810.0	345.0	455.0	58644.0	1800.0	134.0
в том числе в возрасте, лет:													
15 – 17	1210.0	1199.0	1195.0	4.0	-	-	-	-	-	-	4.0	3.0	11.0
18 – 19	742.0	742.0	672.0	66.0	4.0	-	-	-	-	-	74.0	100.0	-
20 – 24	2294.0	2269.0	1334.0	855.0	72.0	8.0	-	-	-	-	1023.0	451.0	25.0
25 – 29	2437.0	2425.0	645.0	1282.0	437.0	49.0	12.0	-	-	-	2351.0	969.0	12.0
30 – 34	1890.0	1883.0	195.0	887.0	702.0	72.0	15.0	8.0	4.0	-	2631.0	1397.0	7.0
35 – 39	2358.0	2354.0	148.0	719.0	1196.0	220.0	55.0	12.0	4.0	-	4075.0	1731.0	4.0
40 – 44	3489.0	3477.0	154.0	786.0	1846.0	540.0	88.0	31.0	8.0	24.0	6861.0	1973.0	12.0
45 – 49	3597.0	3586.0	258.0	676.0	1903.0	570.0	109.0	55.0	7.0	8.0	7005.0	1953.0	11.0
50 – 54	2983.0	2979.0	259.0	740.0	1339.0	432.0	77.0	84.0	28.0	20.0	5798.0	1946.0	4.0
55 – 59	1297.0	1289.0	120.0	283.0	622.0	178.0	33.0	20.0	4.0	29.0	2545.0	1974.0	8.0
60 – 64	1865.0	1861.0	163.0	335.0	838.0	341.0	114.0	33.0	25.0	12.0	3893.0	2092.0	4.0
65 – 69	2638.0	2622.0	193.0	418.0	988.0	578.0	255.0	91.0	35.0	64.0	6337.0	2417.0	16.0
70 и более	5917.0	5897.0	488.0	1104.0	1635.0	1121.0	545.0	476.0	230.0	298.0	16047.0	2721.0	20.0
Белорусы													
Женщины в возрасте 15 лет и более	19880.0	19826.0	2081.0	4393.0	7920.0	3419.0	956.0	572.0	238.0	247.0	40537.0	2045.0	54.0
в том числе в возрасте, лет:													
15 – 17	317.0	317.0	310.0	7.0	-	-	-	-	-	-	7.0	22.0	-
18 – 19	182.0	182.0	174.0	5.0	3.0	-	-	-	-	-	11.0	60.0	-
20 – 24	585.0	585.0	298.0	238.0	45.0	4.0	-	-	-	-	340.0	581.0	-
25 – 29	851.0	839.0	198.0	436.0	168.0	25.0	4.0	-	-	8.0	939.0	1119.0	12.0
30 – 34	1246.0	1246.0	142.0	634.0	350.0	102.0	5.0	9.0	-	4.0	1733.0	1391.0	-
35 – 39	1732.0	1728.0	108.0	509.0	892.0	185.0	27.0	-	7.0	-	2998.0	1735.0	4.0
40 – 44	2207.0	2203.0	137.0	484.0	1170.0	329.0	41.0	25.0	13.0	4.0	4206.0	1909.0	4.0
45 – 49	1791.0	1791.0	76.0	364.0	917.0	287.0	63.0	36.0	32.0	16.0	3799.0	2121.0	-
50 – 54	1496.0	1485.0	94.0	259.0	800.0	235.0	27.0	39.0	4.0	27.0	3091.0	2081.0	11.0
55 – 59	1235.0	1235.0	58.0	239.0	612.0	190.0	60.0	46.0	15.0	15.0	2728.0	2209.0	-
60 – 64	2370.0	2370.0	126.0	391.0	1071.0	537.0	125.0	72.0	16.0	32.0	5340.0	2253.0	-
65 – 69	2636.0	2624.0	147.0	345.0	1010.0	685.0	217.0	133.0	39.0	48.0	6607.0	2518.0	12.0
70 и более	3232.0	3221.0	213.0	482.0	882.0	840.0	387.0	212.0	112.0	93.0	8738.0	2713.0	11.0
Республика Коми													
Русские													
Женщины в возрасте 15 лет и более	250986.0	247068.0	61511.0	74258.0	81457.0	20982.0	4879.0	2042.0	893.0	1046.0	343669.0	1391.0	3918.0
в том числе в возрасте, лет:													
15 – 17	19326.0	18482.0	18203.0	267.0	8.0	4.0	-	-	-	-	295.0	16.0	844.0
18 – 19	12129.0	11702.0	10632.0	1021.0	48.0	1.0	-	-	-	-	1120.0	96.0	427.0
20 – 24	26591.0	25828.0	15941.0	8941.0	892.0	34.0	8.0	-	12.0	-	10931.0	423.0	763.0
25 – 29	24584.0	24206.0	6153.0	13837.0	3820.0	319.0	36.0	8.0	8.0	25.0	22865.0	945.0	378.0
30 – 34	21221.0	21041.0	2459.0	10619.0	6913.0	838.0	141.0	16.0	23.0	32.0	27977.0	1330.0	180.0
35 – 39	20500.0	20360.0	1289.0	7684.0	9316.0	1634.0	291.0	101.0	25.0	20.0	33205.0	1631.0	140.0
40 – 44	26508.0	26292.0	1351.0	7479.0	13578.0	3052.0	551.0	161.0	47.0	73.0	47661.0	1813.0	216.0
45 – 49	25982.0	25797.0	1340.0	6268.0	13388.0	3730.0	655.0	232.0	89.0	95.0	49271.0	1910.0	185.0
50 – 54	22754.0	22602.0	1044.0	6010.0	11571.0	2959.0	588.0	259.0	88.0	83.0	42876.0	1897.0	152.0
55 – 59	10564.0	10456.0	631.0	2858.0	5074.0	1439.0	256.0	104.0	38.0	56.0	19523.0	1867.0	108.0
60 – 64	13976.0	13835.0	776.0	3405.0	6696.0	2075.0	510.0	198.0	103.0	72.0	27242.0	1969.0	141.0
65 – 69	9900.0	9751.0	502.0	2254.0	4373.0	1683.0	503.0	225.0	101.0	110.0	20686.0	2121.0	149.0
70 и более	16951.0	16716.0	1190.0	3615.0	5780.0	3214.0	1340.0	738.0	359.0	480.0	40017.0	2394.0	235.0
Коми													
Женщины в возрасте 15 лет и более	122715.0	121402.0	23994.0	28626.0	38706.0	16694.0	5852.0	3493.0	1884.0	2153.0	225834.0	1860.0	1313.0
в том числе в возрасте, лет:													
15 – 17	6796.0	6592.0	6484.0	108.0	-	-	-	-	-	-	108.0	16.0	204.0
18 – 19	4187.0	4105.0	3678.0	412.0	15.0	-	-	-	-	-	442.0	108.0	82.0
20 – 24	9888.0	9666.0	5313.0	3800.0	510.0	22.0	17.0	-	4.0	-	4978.0	515.0	222.0
25 – 29	9433.0	9342.0	2163.0	4985.0	1957.0	207.0	20.0	6.0	-	4.0	9662.0	1034.0	91.0
30 – 34	8367.0	8302.0	933.0	3462.0	3101.0	652.0	109.0	19.0	8.0	18.0	12337.0	1486.0	65.0
35 – 39	11217.0	11117.0	819.0	3158.0	5214.0	1498.0	317.0	67.0	12.0	32.0	19995.0	1799.0	100.0
40 – 44	14566.0	14469.0	940.0	3036.0	6927.0	2627.0	658.0	180.0	50.0	51.0	29003.0	2004.0	97.0
45 – 49	13163.0	13089.0	668.0	2446.0	5929.0	2757.0	818.0	304.0	93.0	74.0	28479.0	2176.0	74.0
50 – 54	10381.0	10291.0	749.0	1985.0	4501.0	2117.0	520.0	268.0	75.0	76.0	21802.0	2119.0	90.0
55 – 59	4249.0	4228.0	378.0	781.0	1883.0	794.0	193.0	68.0	60.0	71.0	8981.0	2124.0	21.0
60 – 64	7669.0	7619.0	386.0	1291.0	2907.0	1516.0	587.0	472.0	226.0	234.0	19628.0	2576.0	50.0
65 – 69	7626.0	7538.0	469.0	1060.0	2373.0	1581.0	735.0	553.0	382.0	385.0	21642.0	2871.0	88.0
70 и более	15173.0	15044.0	1014.0	2102.0	3389.0	2923.0	1878.0	1556.0	974.0	1208.0	48777.0	3242.0	129.0
Украинцы													
Женщины в возрасте 15 лет и более	28320.0	27948.0	4294.0	8770.0	10750.0	3031.0	664.0	247.0	103.0	89.0	44626.0	1597.0	372.0
в том числе в возрасте, лет:													
15 – 17	923.0	882.0	855.0	27.0	-	-	-	-	-	-	27.0	31.0	41.0
18 – 19	570.0	562.0	499.0	55.0	8.0	-	-	-	-	-	71.0	126.0	8.0
20 – 24	1837.0	1780.0	1068.0	630.0	70.0	12.0	-	-	-	-	806.0	453.0	57.0
25 – 29	2594.0	2552.0	542.0	1497.0	452.0	44.0	13.0	4.0	-	-	2605.0	1021.0	42.0
30 – 34	2747.0	2727.0	298.0	1414.0	839.0	147.0	13.0	8.0	8.0	-	3673.0	1347.0	20.0
35 – 39	2853.0	2818.0	180.0	920.0	1353.0	274.0	70.0	4.0	9.0	8.0	4862.0	1725.0	35.0
40 – 44	3728.0	3701.0	171.0	1061.0	1924.0	464.0	56.0	12.0	5.0	8.0	6687.0	1807.0	27.0
45 – 49	3305.0	3273.0	140.0	838.0	1630.0	522.0	111.0	27.0	5.0	-	6273.0	1917.0	32.0
50 – 54	2826.0	2795.0	157.0	645.0	1389.0	447.0	91.0	34.0	16.0	16.0	5518.0	1974.0	31.0
55 – 59	1624.0	1591.0	60.0	425.0	784.0	247.0	34.0	22.0	18.0	1.0	3098.0	1947.0	33.0
60 – 64	2059.0	2039.0	119.0	504.0	991.0	305.0	69.0	29.0	6.0	16.0	4018.0	1971.0	20.0
65 – 69	1268.0	1260.0	54.0	283.0	585.0	228.0	63.0	21.0	14.0	12.0	2682.0	2129.0	8.0
70 и более	1986.0	1968.0	151.0	471.0	725.0	341.0	144.0	86.0	22.0	28.0	4306.0	2188.0	18.0
Архангельская область													
Русские													
Женщины в возрасте 15 лет и более	562503.0	558655.0	126317.0	146538.0	189580.0	61479.0	16945.0	10096.0	3800.0	3900.0	881640.0	1578.0	3848.0
в том числе в возрасте, лет:													
15 – 17	34499.0	33831.0	33474.0	336.0	21.0	-	-	-	-	-	378.0	11.0	668.0
